"RIX","alias","ID","day","virus","antigen","IgG1","IgG2b","IgG3","IgM"
"CC006xCC007","X16750x13421","87","D15","SARS","N",2.32481541896734,1.22682858344713,0.538767612710118,-0.967142921523963
"CC006xCC007","X16750x13421","87","D15","SARS","S",1.66711049637438,2.45029249769566,1.33948120006684,0.0327945623407432
"CC006xCC039","X16750x15155","5","D15","SARS","N",1.91068773994341,1.02939503139147,0.286686669949417,-11
"CC006xCC039","X16750x15155","5","D15","SARS","S",1.24041217939417,2.394587170681,1.24049114721082,-0.918436941039654
"CC006xCC039","X16750x15155","6","D15","SARS","N",1.59050575014642,1.13723097367835,0.645903772296671,-11
"CC006xCC039","X16750x15155","6","D15","SARS","S",1.04598892501392,2.29853292921758,1.7974443727121,-0.946947172161682
"CC006xCC039","X16750x15155","8","D15","SARS","N",0.956589755201256,0.942849580768137,1.41694909914887,-2.23799810327175
"CC006xCC039","X16750x15155","8","D15","SARS","S",2.06722293658239,2.57314410726164,1.37737452112046,-0.550976250081784
"CC006xCC039","X16750x15155","9","D15","SARS","N",1.08865264243001,0.80563264915158,0.291233147192781,-3.60496416249698
"CC006xCC039","X16750x15155","9","D15","SARS","S",1.51562057019841,2.34124752836089,1.17587599100964,-1.11055269524481
"CC008xCC018","X8036x3609","114","D15","SARS","N",0.465677586649917,0.794968618958765,0.127455880232137,-1.21283801623953
"CC008xCC018","X8036x3609","114","D15","SARS","S",1.58533167048503,2.17348362220864,1.5141712366834,0.276706520134778
"CC008xCC018","X8036x3609","115","D15","SARS","N",1.28643599076619,1.17687248403672,0.677670764141095,-0.507989982905301
"CC008xCC018","X8036x3609","115","D15","SARS","S",2.03919473079772,2.04928695831348,1.60712850378352,0.274012913234372
"CC008xCC018","X8036x3609","116","D15","SARS","N",3.16227766016838e-06,0.739491602282287,0.149890373494155,-0.848834036960097
"CC008xCC018","X8036x3609","116","D15","SARS","S",1.95068571770526,2.14419001638667,0.908871565067974,0.394940541548916
"CC008xNA","X8036x15489","101","D15","SARS","N",0.428555106345876,3.16227766016838e-06,0.90182510430618,-11
"CC008xNA","X8036x15489","101","D15","SARS","S",3.16227766016838e-06,1.89448947400042,0.276951895276796,-1.14561572204311
"CC008xNA","X8036x15489","99","D15","SARS","N",3.16227766016838e-06,3.16227766016838e-06,3.16227766016838e-06,-11
"CC008xNA","X8036x15489","99","D15","SARS","S",1.25318039543503,2.25493549361139,0.422708625337065,-1.67528892640026
"CC008xNA","X8036x18018","65","D15","SARS","N",0.321052726199738,0.25783114094456,0.18706505608388,-11
"CC008xNA","X8036x18018","65","D15","SARS","S",0.933158834483514,0.853027110192387,0.716593168217888,-0.953847858990677
"CC008xNA","X8036x18018","66","D15","SARS","N",0.168344434963077,0.459713271912966,0.0608214100065774,-2.1522777636201
"CC008xNA","X8036x18018","66","D15","SARS","S",0.596897420369998,0.550447896880144,0.463039040063266,-1.12327754780407
"CC008xNA","X8036x18018","70","D15","SARS","N",3.16227766016838e-06,0.413706464049977,3.16227766016838e-06,-1.22648779169887
"CC008xNA","X8036x18018","70","D15","SARS","S",0.439037955708176,1.38954766213264,0.961678195188363,-0.278432917863594
"CC009xCC040","X5489x16557","68","D15","SARS","N",2.00039266664054,1.96497325952187,0.858689730845768,-0.494629418721184
"CC009xCC040","X5489x16557","68","D15","SARS","S",0.807919756024946,2.68575854018194,1.32818880224823,-0.0166428692001126
"CC009xCC040","X5489x16557","70","D15","SARS","N",2.44104442237713,2.01365329890775,1.16496405485177,-0.476428893700548
"CC009xCC040","X5489x16557","70","D15","SARS","S",0.944152069782301,2.31520095173704,1.41270854093143,0.0566450679572914
"CC009xCC040","X5489x16557","71","D15","SARS","N",2.02339470380854,1.18904202897237,0.482168483417762,-0.392413049764027
"CC009xCC040","X5489x16557","71","D15","SARS","S",1.03847324822757,1.86573303540968,0.739131973318686,-0.148257149173284
"CC010xCC015","X8018x3154","4","D15","NARS","N",2.69990217321295,2.15449716250346,1.44605038626479,-0.214271364410102
"CC010xCC015","X8018x3154","4","D15","SARS","S",1.49902381196794,2.49903023481669,1.52670358322466,0.562016189217064
"CC010xCC015","X8018x3154","5","D15","NARS","N",2.0208024558,2.04628038153917,1.80861817204324,-0.0675688459361963
"CC010xCC015","X8018x3154","5","D15","SARS","S",1.39373629795696,2.39615672282203,1.13840765841898,0.569945726498469
"CC010xCC015","X8018x3154","50","D15","NARS","N",2.24266313672283,1.83975755718165,0.779407324299075,-0.577500669861258
"CC010xCC015","X8018x3154","50","D15","SARS","S",1.39124387053101,2.30373925043598,1.02046952480144,0.28188940749313
"CC010xCC015","X8018x3154","51","D15","NARS","N",1.63376732116053,1.8506275927229,0.82833509932287,-0.629090630989434
"CC010xCC015","X8018x3154","51","D15","SARS","S",2.06120621112085,2.24486767715232,1.16501486997423,0.43368252071176
"CC010xCC015","X8018x3154","52","D15","NARS","N",2.38599016975944,1.65448570104889,0.557420751505107,-0.513612654600501
"CC010xCC015","X8018x3154","52","D15","SARS","S",1.75190356930809,2.0698352809848,0.684890067800953,0.253350004024151
"CC010xCC015","X8018x3154","6","D15","NARS","N",2.35125994459888,2.35996045091578,1.23095179159803,-0.172357355556416
"CC010xCC015","X8018x3154","6","D15","SARS","S",2.29701894894055,2.38191140903676,1.40619922048439,0.57650121657906
"CC011xCC032","X3252x8002","26","D15","SARS","N",NA,0.451322646335149,3.16227766016838e-06,-0.877999689733544
"CC011xCC032","X3252x8002","26","D15","SARS","S",1.58868009768104,2.22606783760344,1.00323077940571,-0.199573649060979
"CC011xCC032","X3252x8002","30","D15","SARS","N",NA,0.502317368577186,0.0658522314494373,-1.02227741879679
"CC011xCC032","X3252x8002","30","D15","SARS","S",1.60898416642162,2.33561420176675,1.45405344081575,0.0687656710634643
"CC011xNA","X3252x8042","10","D15","SARS","N",1.64638591668974,1.30644949287464,0.676589554215578,-0.960483712220986
"CC011xNA","X3252x8042","10","D15","SARS","S",0.718198725416329,2.25648912726855,1.38640563424917,0.2204175371612
"CC011xNA","X3252x8042","11","D15","SARS","N",1.9018879182611,0.936903926123027,0.392257073736847,-1.25686095216068
"CC011xNA","X3252x8042","11","D15","SARS","S",1.21910854777479,2.21549913848908,1.37473715321927,-0.0482570626254978
"CC011xNA","X3252x8042","2","D15","SARS","N",2.07390135163446,1.52884881190205,1.02147410797418,-0.987522580074356
"CC011xNA","X3252x8042","2","D15","SARS","S",1.79924862199866,2.35804801714073,1.33986627735627,0.101556303092953
"CC012xCC038","X8005x8049","87","D15","SARS","N",1.23016054217945,1.54400891831721,0.308427098814582,-0.877817624995442
"CC012xCC038","X8005x8049","87","D15","SARS","S",0.418790112402032,1.66304202149638,0.465572399255563,-0.297998616869939
"CC012xCC038","X8005x8049","88","D15","SARS","N",1.52108575578647,1.54107466320104,0.430696589227391,-1.76622723089869
"CC012xCC038","X8005x8049","88","D15","SARS","S",0.979072778758104,1.80481092675226,0.500743999842093,-0.2481959527777
"CC012xCC038","X8005x8049","97","D15","SARS","N",1.22070386348348,1.75511645547853,0.404605314695236,-1.08982000844248
"CC012xCC038","X8005x8049","97","D15","SARS","S",3.16227766016838e-06,1.53098697406238,0.254745275587613,-0.654025682477959
"CC013xCC026","X8010x8026","16","D15","SARS","N",2.51949946806594,2.08240096608159,1.49411564948051,-0.211511719496527
"CC013xCC026","X8010x8026","16","D15","SARS","S",2.37546103948542,2.55076271949026,2.20210204184175,0.631219398675079
"CC013xCC026","X8010x8026","19","D15","SARS","N",2.61720772607542,1.72229957387065,1.1615968186295,-0.385976559806263
"CC013xCC026","X8010x8026","19","D15","SARS","S",1.98040107223281,2.46386798545206,2.00282601384418,0.517118037613485
"CC013xCC026","X8010x8026","20","D15","SARS","N",2.50408199935052,2.14616892466499,1.91840710762588,-0.00211682373999707
"CC013xCC026","X8010x8026","20","D15","SARS","S",2.31457758405775,2.68250774500895,2.23805798779032,0.633389072016532
"CC014xCC059","X3415x16012","55","D15","SARS","N",0.547978387967914,0.518815886795612,0.167887278685624,-11
"CC014xCC059","X3415x16012","55","D15","SARS","S",0.552524589554289,1.33125024670615,0.581671973816363,-11
"CC014xCC059","X3415x16012","61","D15","SARS","N",0.675122275483835,0.825933769739046,3.16227766016838e-06,-11
"CC014xCC059","X3415x16012","61","D15","SARS","S",1.04704794980442,1.4396152232885,0.45903366048474,-11
"CC014xCC059","X3415x16012","62","D15","SARS","N",0.975387694103069,0.878878849084441,3.16227766016838e-06,-11
"CC014xCC059","X3415x16012","62","D15","SARS","S",0.967958340666143,1.50609165376612,0.602689435936416,-11
"CC015xCC018","X3154x3609","21","D15","SARS","N",0.650416082988972,1.45600480296065,0.324051769260115,-0.604360451911563
"CC015xCC018","X3154x3609","21","D15","SARS","S",0.719537270853649,1.39262749562621,0.189045858493155,-0.07155626363263
"CC015xCC018","X3154x3609","3","D15","SARS","N",0.5706138519927,1.10640876399316,0.54853262675431,-0.680664066483477
"CC015xCC018","X3154x3609","3","D15","SARS","S",0.625471471621489,1.44621857477282,0.715516137932723,0.159212641002691
"CC015xCC018","X3154x3609","35","D15","SARS","N",0.799639235443244,1.31077827301151,0.314060051680517,-0.369048092295948
"CC015xCC018","X3154x3609","35","D15","SARS","S",0.435926576246505,1.11808215311803,3.16227766016838e-06,-0.0615055096523092
"CC015xCC059","X3154x16012","36","D15","SARS","N",1.31095568832542,1.37324815727033,0.901805650069144,-2.09461297534277
"CC015xCC059","X3154x16012","36","D15","SARS","S",0.889673339093249,2.17068985706834,1.2133011662642,-0.396580029291985
"CC015xCC059","X3154x16012","42","D15","SARS","N",1.16143532234601,1.38464735799008,0.807763852845235,-1.55789094782466
"CC015xCC059","X3154x16012","42","D15","SARS","S",1.39039670473079,2.27897157191947,1.21459197269436,-0.286224444307106
"CC015xCC059","X3154x16012","43","D15","SARS","N",1.34246261806223,1.40934101239709,0.671382399644507,-3.12590463743878
"CC015xCC059","X3154x16012","43","D15","SARS","S",0.822924806203875,1.86804381820771,1.10079682708054,-0.428763677485759
"CC016xCC038","X8024x8049","4","D15","SARS","N",2.71212211322377,1.40161334417306,0.485528693899205,-0.961067173301225
"CC016xCC038","X8024x8049","4","D15","SARS","S",1.45619602423343,2.24818638757921,0.91467622467835,0.425494200105703
"CC016xCC038","X8024x8049","5","D15","SARS","N",0.617629885965961,1.66704973855319,0.904289708499447,-0.759941690913333
"CC016xCC038","X8024x8049","5","D15","SARS","S",1.70895931761217,2.23839391911614,1.02460976723565,0.417283804255634
"CC016xCC038","X8024x8049","6","D15","SARS","N",1.58677773987761,1.94614472888533,0.841071029190085,-0.714760208559022
"CC016xCC038","X8024x8049","6","D15","SARS","S",1.27182151410978,2.24732714702781,1.18899411309065,0.372771239381537
"CC016xCC061","X8024x8048","94","D15","SARS","N",1.05941033890859,1.41846965949009,0.991971538419878,-11
"CC016xCC061","X8024x8048","94","D15","SARS","S",1.49560476202958,2.16688066142278,1.09569033060745,-0.669467694572339
"CC016xCC061","X8024x8048","95","D15","SARS","N",2.39085180070176,1.73086382563695,1.47461339146565,-1.37709079121184
"CC016xCC061","X8024x8048","95","D15","SARS","S",1.87788385527914,2.47684092528259,1.34715067973566,-0.222311079546683
"CC016xCC061","X8024x8048","97","D15","SARS","N",1.19520847510388,1.69108698450795,1.10080842729795,-1.50827439203045
"CC016xCC061","X8024x8048","97","D15","SARS","S",0.99350444296904,2.33047566008611,1.45858675749616,-0.356796682344538
"CC017xCC004","X3032x16188","142","D15","SARS","N",1.86229151418637,0.811942452473299,0.322803891391366,-0.59000195592185
"CC017xCC004","X3032x16188","142","D15","SARS","S",0.694753451175599,1.98411723413503,1.0427111496912,-0.309601983301757
"CC017xCC004","X3032x16188","143","D15","SARS","N",0.865073311508355,1.43402859132706,0.785438322021307,-0.414172110583588
"CC017xCC004","X3032x16188","143","D15","SARS","S",0.95049111099297,2.18853119157776,1.60448400318599,-0.125888630832099
"CC017xCC004","X3032x16188","144","D15","SARS","N",1.39850779584705,1.52317276723232,0.655723183060329,-0.555680821150377
"CC017xCC004","X3032x16188","144","D15","SARS","S",1.05474883242704,1.96799699738133,1.12499715304765,-0.0450444408717981
"CC018xCC009","X3609x5489","80","D15","SARS","N",1.8467846300686,1.51354559713968,0.713961324550426,-0.632699566996606
"CC018xCC009","X3609x5489","80","D15","SARS","S",0.398083197897674,1.88349968005391,0.594709382419837,0.0735390488284769
"CC018xCC009","X3609x5489","81","D15","SARS","N",1.83114721971581,1.12917647554007,0.462042571652399,-0.572014257767372
"CC018xCC009","X3609x5489","81","D15","SARS","S",0.313216213721288,1.95544296339926,0.823748050907422,0.111639551100104
"CC018xCC009","X3609x5489","92","D15","SARS","N",0.468329969120872,0.488243842627314,0.432748181432633,-0.572549659379983
"CC018xCC009","X3609x5489","92","D15","SARS","S",0.19361532591527,0.494435941303089,0.483812828478416,-0.48806945412043
"CC018xCC065","X3609x5119","100","D15","SARS","N",1.29916222503094,1.4595209585438,0.844098063192068,-0.968658854512855
"CC018xCC065","X3609x5119","100","D15","SARS","S",1.39900055343032,2.00608602158399,0.924873223179463,-0.683633258104283
"CC018xCC065","X3609x5119","99","D15","SARS","N",1.41299954436193,1.51333035934285,0.284966111482711,-1.25481454216059
"CC018xCC065","X3609x5119","99","D15","SARS","S",0.701188773398126,2.13145415336027,0.884384617913469,-0.810338497003421
"CC019xCC002","X16513x15156","8","D15","SARS","N",NA,NA,NA,-1.16895617953033
"CC019xCC002","X16513x15156","8","D15","SARS","S",NA,NA,NA,-0.129040535692792
"CC019xCC004","X16513x16188","64","D15","SARS","N",NA,1.98098775608504,0.706821643478595,-0.826596262843445
"CC019xCC004","X16513x16188","64","D15","SARS","S",NA,2.15869846939173,1.35299738816618,-0.353417755730515
"CC019xCC004","X16513x16188","65","D15","SARS","N",NA,1.28164881736771,0.37961055375734,-0.937026490557136
"CC019xCC004","X16513x16188","65","D15","SARS","S",NA,2.3439329143234,0.870824549675273,-0.477569389229385
"CC019xCC004","X16513x16188","69","D15","SARS","N",NA,1.71882563968704,0.886887790256748,-0.678079870299755
"CC019xCC004","X16513x16188","69","D15","SARS","S",NA,2.15256465928885,1.10066283082619,-0.328075002009823
"CC019xCC027","X16513x8027","68","D15","SARS","N",1.92352707987771,1.84298487553931,0.881476781469969,-0.607718417275678
"CC019xCC027","X16513x8027","68","D15","SARS","S",0.878962245484036,2.58264595938331,2.15449195693975,0.358334234021906
"CC019xCC027","X16513x8027","77","D15","SARS","N",0.222793735230002,1.29535580202827,0.31140578807178,-1.15549220347989
"CC019xCC027","X16513x8027","77","D15","SARS","S",1.98867595050273,2.49800470367834,1.93459117474344,0.422206420719174
"CC020xCC008","X8054x8036","90","D15","SARS","N",1.92671167183767,1.38177665381287,0.369361047404975,-1.01752383979991
"CC020xCC008","X8054x8036","90","D15","SARS","S",0.979798155056884,2.18737522192133,1.15816676959167,0.359719447404804
"CC020xCC008","X8054x8036","91","D15","SARS","N",1.15936090080249,1.39897348060722,0.407418157159947,-1.04733922692026
"CC020xCC008","X8054x8036","91","D15","SARS","S",1.55689898334264,2.1787901632393,1.1440456691111,0.02357830569209
"CC020xCC008","X8054x8036","98","D15","SARS","N",0.574711206801075,1.45084465407514,0.193639984481219,-0.528518016295905
"CC020xCC008","X8054x8036","98","D15","SARS","S",1.33001294893447,2.274459472521,0.910098452701786,0.271521902746784
"CC021xCC023","X1566x8043","52","D15","SARS","N",3.16227766016838e-06,0.45447940132322,0.232540003010846,-1.2653807295865
"CC021xCC023","X1566x8043","52","D15","SARS","S",0.487456149484872,1.78450913838785,0.857832821340905,-0.139988116575938
"CC021xCC023","X1566x8043","55","D15","SARS","N",3.16227766016838e-06,0.784668156991193,0.329650536725829,-1.11093861636486
"CC021xCC023","X1566x8043","55","D15","SARS","S",0.205852823811456,1.95116664444638,1.3987971490658,0.0915166385671495
"CC021xCC023","X1566x8043","56","D15","SARS","N",3.16227766016838e-06,3.16227766016838e-06,3.16227766016838e-06,-1.28263714312818
"CC021xCC023","X1566x8043","56","D15","SARS","S",0.356594278102054,1.57817810204598,0.815281758800537,-0.04613570849015
"CC022xCC024","X8046x8004","93","D15","SARS","N",0.989236826475646,1.5146309877588,0.818320725598945,-11
"CC022xCC024","X8046x8004","93","D15","SARS","S",0.487775024942727,2.46256124171704,1.36494759533379,-1.10449916804072
"CC022xCC024","X8046x8004","94","D15","SARS","N",0.264506694943718,1.30103655126208,1.08563434561757,-11
"CC022xCC024","X8046x8004","94","D15","SARS","S",0.358295421524049,2.42257938965253,1.27867282783319,-0.863715520071599
"CC022xCC024","X8046x8004","95","D15","SARS","N",1.18779741526714,1.66988288490713,0.615105817465743,-11
"CC022xCC024","X8046x8004","95","D15","SARS","S",0.450184566558496,2.26463260233548,1.15997431392634,-0.895504857395632
"CC022xCC044","X8046x4410","106","D15","SARS","N",2.01867721916569,2.09602381240171,0.899270886138853,-1.00780640979008
"CC022xCC044","X8046x4410","106","D15","SARS","S",0.481592063614288,2.73988786678079,1.59060860443072,-0.133045652946596
"CC022xCC044","X8046x4410","99","D15","SARS","N",1.44748589977765,2.18652784220553,1.47748216322722,-0.834910403559022
"CC022xCC044","X8046x4410","99","D15","SARS","S",0.19367439989466,2.77466923920665,1.20303027973718,-0.190265041289363
"CC024xCC052","X8004x8052","110","D15","SARS","N",0.707427431237726,2.1891196800524,0.72801220065226,-11
"CC024xCC052","X8004x8052","110","D15","SARS","S",0.276544566464022,2.42909987100745,0.926426877892314,-1.01185603782567
"CC024xCC052","X8004x8052","111","D15","SARS","N",1.10023521586232,2.20546325301396,0.622528515854941,-11
"CC024xCC052","X8004x8052","111","D15","SARS","S",3.16227766016838e-06,2.34277014254898,0.833091549014038,-0.205724923170753
"CC024xCC052","X8004x8052","119","D15","SARS","N",1.52822474678211,2.33009156802888,1.14343148653651,-11
"CC024xCC052","X8004x8052","119","D15","SARS","S",0.154337547019443,2.32076735230025,0.952136406058529,-0.88339123317335
"CC026xCC034","X8026x5080","76","D15","SARS","N",2.03775529783345,1.45166901508307,0.793353798325453,-0.25389895463771
"CC026xCC034","X8026x5080","76","D15","SARS","S",1.10872563279553,1.93609308325371,0.660017798895696,0.421388132032344
"CC026xCC034","X8026x5080","88","D15","SARS","N",1.08671308889589,0.847989749046139,0.0881355782361996,-0.465767762779562
"CC026xCC034","X8026x5080","88","D15","SARS","S",1.15699540393572,1.87332900998345,3.16227766016838e-06,0.0798939449948498
"CC026xCC034","X8026x5080","89","D15","SARS","N",1.16270223072284,0.973838134087388,0.642151461165018,-0.574495773860604
"CC026xCC034","X8026x5080","89","D15","SARS","S",0.885848304934419,1.84313835707855,0.86574526846485,0.0604388881138356
"CC027xCC036","X8027x477","116","D15","SARS","N",1.59336145562512,1.86817841522493,0.559889875981722,-11
"CC027xCC036","X8027x477","116","D15","SARS","S",0.182895899662272,2.44327115341942,0.966865415414579,-1.03203704661368
"CC027xCC036","X8027x477","123","D15","SARS","N",0.672972212668617,1.32934942606468,0.197558395224473,-1.90719959427066
"CC027xCC036","X8027x477","123","D15","SARS","S",0.449487339848721,2.42717702750703,0.492376124657192,-1.28786323110181
"CC027xCC036","X8027x477","133","D15","SARS","N",1.27494626815642,1.31272814961636,0.288923687572988,-1.80538891905384
"CC027xCC036","X8027x477","133","D15","SARS","S",0.246166520387137,2.38614302791834,0.447487181259757,-1.29248658217028
"CC027xCC045","X8027x8045","58","D15","SARS","N",1.93673441985986,0.947092737956436,0.294363601714809,-11
"CC027xCC045","X8027x8045","58","D15","SARS","S",1.45755571569351,1.58197672240441,0.765844910069516,-1.0061614466404
"CC027xCC045","X8027x8045","59","D15","SARS","N",2.04277838873092,0.894543150995034,0.42719966288857,-11
"CC027xCC045","X8027x8045","59","D15","SARS","S",1.09485215085311,1.56368934354043,0.755220976330976,-0.925421227993131
"CC027xCC045","X8027x8045","60","D15","SARS","N",1.93926637539185,1.20215921681501,0.371878532944003,-11
"CC027xCC045","X8027x8045","60","D15","SARS","S",1.0632905710582,1.73480794649849,0.908783456370188,-1.19792110071062
"CC027xCC045","X8027x8045","61","D15","SARS","N",1.9798896665762,1.22537185397614,0.305333161358068,-11
"CC027xCC045","X8027x8045","61","D15","SARS","S",1.50314736548682,1.47710536827875,0.918382525568933,-0.86372609461795
"CC028xCC030","X8016x8034","183","D15","SARS","N",0.585460587680307,1.48799123731408,0.628905562627206,-0.827043640420723
"CC028xCC030","X8016x8034","183","D15","SARS","S",0.904230760389004,2.34163150063934,1.13648998817966,-0.286197410724783
"CC028xCC030","X8016x8034","184","D15","SARS","N",0.278657772237669,1.30709507528971,0.277700381902192,-0.994669294711098
"CC028xCC030","X8016x8034","184","D15","SARS","S",0.978886162034413,2.3606952412479,1.55931758301673,-0.241692375475722
"CC028xCC030","X8016x8034","187","D15","SARS","N",1.16488959489517,1.13241366620278,0.272263246295162,-1.01369793627004
"CC028xCC030","X8016x8034","187","D15","SARS","S",0.874106000094765,2.37163790241436,1.26635370031957,0.0143675966547535
"CC028xCC030","X8016x8034","188","D15","SARS","N",1.14047353926648,0.795425189585847,0.0896250630116197,-1.10018776877161
"CC028xCC030","X8016x8034","188","D15","SARS","S",0.827713953783792,2.37671918061,1.34439818093204,-0.241284285833719
"CC029xCC027","X3564x8027","116","D15","SARS","N",0.820874911500581,1.49476585159708,0.543048016463284,-11
"CC029xCC027","X3564x8027","116","D15","SARS","S",0.692307797770956,1.56691129468207,0.948117680096838,-11
"CC029xCC027","X3564x8027","128","D15","SARS","N",1.05998163917481,1.47442411241487,0.517010502822746,-11
"CC029xCC027","X3564x8027","128","D15","SARS","S",1.20837416898904,1.66535489218402,1.12109849320768,-11
"CC029xCC027","X3564x8027","129","D15","SARS","N",1.25239202103796,1.71908596029368,0.711471648824474,-11
"CC029xCC027","X3564x8027","129","D15","SARS","S",0.526357055848079,1.59925383402035,0.789872024943623,-11
"CC029xCC071","X3564x16785","61","D15","SARS","N",1.11194174755531,1.95364453458868,0.820507898868548,-0.677059651685637
