"RIX","alias","ID","day","virus","antigen","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"CC001xCC074","X13140x3015","112","D7","SARS","N",-11,-11,-11,-11,-1.71708786647025,-11
"CC001xCC074","X13140x3015","112","D7","SARS","S",-11,-1.43635080976931,-11,-11,-0.33596189621802,-0.948672600325202
"CC001xCC074","X13140x3015","118","D7","SARS","N",-11,-1.91611744272973,-1.48377220210408,-11,-0.941928127475164,-0.264485346120298
"CC001xCC074","X13140x3015","118","D7","SARS","S",-1.7658951060209,0.401228582746087,-0.412998544140837,-11,0.584545806463025,0.45546474547064
"CC001xCC074","X13140x3015","124","D7","SARS","N",-1.14488251885153,0.171947060958737,-0.485705448160693,-1.82448152914042,-1.0880264585862,0.32340490061699
"CC001xCC074","X13140x3015","124","D7","SARS","S",-2.87294421387261,0.422136209553796,-0.27278946676188,-11,0.524619967060948,0.603195557974746
"CC002xCC011","X15156x3252","116","D7","SARS","N",-0.648664654128734,-1.10487850625242,-0.811366330951052,-1.59979700967259,-0.821315757038736,-0.196053097424503
"CC002xCC011","X15156x3252","116","D7","SARS","S",-0.971002272169622,0.439362645999602,0.124633181903873,-0.467254965232941,0.752065928055455,0.722871349483129
"CC002xCC011","X15156x3252","117","D7","SARS","N",-0.573134098676759,-1.37251541081532,-1.20269308565827,-1.84773478042004,-1.21555668046358,-0.188049419892745
"CC002xCC011","X15156x3252","117","D7","SARS","S",-1.2644131726557,0.397776018500304,-0.0258929916681948,-0.467738146016052,0.633756052559002,0.657401017023881
"CC002xCC011","X15156x3252","132","D7","SARS","N",-1.51626035888556,-1.33069015082832,-1.2084805129716,-11,-1.20841192212171,-0.434685442381696
"CC002xCC011","X15156x3252","132","D7","SARS","S",-1.33742886408441,0.214683936722913,0.0915554692645869,-0.529731857995461,0.623353917708073,0.611226320719947
"CC002xCC021","X15156x1566","107","D7","SARS","N",-11,-1.15644680846816,-11,-11,-1.99394573340085,-0.781838403781647
"CC002xCC021","X15156x1566","107","D7","SARS","S",-11,0.189902044192379,-0.940935954826294,-1.74488832925952,0.176893951507002,0.357001153339202
"CC002xCC021","X15156x1566","273","D7","SARS","N",-11,-2.24193729047285,-11,-11,-0.933370294833453,-1.27412174501624
"CC002xCC021","X15156x1566","273","D7","SARS","S",-11,0.518654403312357,0.0696887113034456,-0.634310816921501,0.553341418490305,0.680706497676283
"CC002xCC021","X15156x1566","287","D7","SARS","N",-11,-11,-11,-11,-11,-11
"CC002xCC021","X15156x1566","287","D7","SARS","S",-11,0.394493876991661,-0.309408596268113,-0.807496091834779,0.477715818455456,0.542390743945642
"CC002xCC021","X15156x1566","288","D7","SARS","N",-11,-11,-11,-11,-1.63135674358703,-1.11622888479478
