"RIX","alias","ID","day","virus","antigen","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"CC001xCC074","X13140x3015","43","D29","SARS","S",54.7722557505166,1000,173.205080756888,0,2,1e+06
"CC001xCC074","X13140x3015","50","D29","SARS","S",54.7722557505166,1000,173.205080756888,0,2,1e+06
"CC001xCC074","X13140x3015","57","D29","SARS","S",316.227766016838,1000,316.227766016838,0,2,3e+06
"CC002xCC021","X15156x1566","101","D29","SARS","S",31.6227766016838,316.227766016838,54.7722557505166,2,0,3e+05
"CC002xCC021","X15156x1566","102","D29","SARS","S",31.6227766016838,316.227766016838,100,2.47712125471966,2,3e+05
"CC002xCC021","X15156x1566","130","D29","SARS","S",31.6227766016838,547.722557505166,100,2.47712125471966,0,3e+05
"CC003xCC051","X13067x16912","118","D29","SARS","S",316.227766016838,547.722557505166,173.205080756888,2,2,3e+05
"CC003xCC051","X13067x16912","119","D29","SARS","S",173.205080756888,1000,316.227766016838,2.47712125471966,3,3e+05
"CC003xCC051","X13067x16912","120","D29","SARS","S",100,1000,173.205080756888,3,2.47712125471966,3e+05
"CC005xCC001","X16211x13140","105","D29","SARS","S",31.6227766016838,547.722557505166,54.7722557505166,0,2,3e+05
"CC005xCC001","X16211x13140","90","D29","SARS","S",31.6227766016838,316.227766016838,54.7722557505166,0,2,3e+05
"CC005xCC001","X16211x13140","91","D29","SARS","S",31.6227766016838,316.227766016838,31.6227766016838,0,2.47712125471966,1e+05
"CC005xCC038","X16211x8049","78","D29","SARS","S",173.205080756888,1000,547.722557505166,4.47712125471966,3.47712125471966,3e+06
"CC005xCC038","X16211x8049","79","D29","SARS","S",173.205080756888,1000,547.722557505166,4,3.47712125471966,3e+06
"CC005xCC038","X16211x8049","80","D29","SARS","S",100,1000,547.722557505166,4,3.47712125471966,3e+06
"CC005xCC040","X16211x16557","20","D29","SARS","S",31.6227766016838,547.722557505166,100,2.47712125471966,2,3e+05
"CC005xCC040","X16211x16557","22","D29","SARS","S",54.7722557505166,316.227766016838,100,2,2,3e+05
"CC005xCC040","X16211x16557","23","D29","SARS","S",31.6227766016838,1000,173.205080756888,2.47712125471966,2,1e+06
"CC006xCC007","X16750x13421","120","D29","SARS","S",100,547.722557505166,316.227766016838,2.47712125471966,2,3e+06
"CC006xCC007","X16750x13421","135","D29","SARS","S",100,547.722557505166,316.227766016838,3.47712125471966,2,1e+06
"CC006xCC007","X16750x13421","136","D29","SARS","S",100,547.722557505166,316.227766016838,3.47712125471966,2,3e+05
"CC006xCC007","X16750x13421","137","D29","SARS","S",173.205080756888,547.722557505166,316.227766016838,3.47712125471966,2,1e+06
"CC006xCC039","X16750x15155","12","D29","SARS","S",173.205080756888,547.722557505166,173.205080756888,3.47712125471966,2,1e+06
"CC006xCC039","X16750x15155","17","D29","SARS","S",173.205080756888,547.722557505166,173.205080756888,3.47712125471966,0,1e+06
"CC006xCC039","X16750x15155","18","D29","SARS","S",54.7722557505166,547.722557505166,173.205080756888,3.47712125471966,0,1e+06
"CC008xCC009","X8036x5489","52","D29","SARS","S",173.205080756888,173.205080756888,316.227766016838,3,0,3e+05
"CC008xCC009","X8036x5489","53","D29","SARS","S",173.205080756888,173.205080756888,316.227766016838,2.47712125471966,0,3e+05
"CC008xCC009","X8036x5489","55","D29","SARS","S",100,173.205080756888,316.227766016838,2.47712125471966,0,3e+05
"CC008xCC010","X8036x8018","102","D29","SARS","S",10,1732.05080756888,100,0,2.47712125471966,3e+05
"CC008xCC010","X8036x8018","94","D29","SARS","S",100,547.722557505166,173.205080756888,3,2.47712125471966,3e+05
"CC008xCC010","X8036x8018","95","D29","SARS","S",100,1732.05080756888,100,3.47712125471966,2,3e+05
"CC008xCC018","X8036x3609","55","D29","SARS","S",54.7722557505166,547.722557505166,173.205080756888,3,2.47712125471966,3e+05
"CC008xCC018","X8036x3609","60","D29","SARS","S",54.7722557505166,547.722557505166,173.205080756888,3,3,3e+05
"CC008xCC018","X8036x3609","61","D29","SARS","S",100,316.227766016838,173.205080756888,3.47712125471966,2.47712125471966,3e+05
"CC008xCC018","X8036x3609","65","D29","SARS","S",54.7722557505166,316.227766016838,173.205080756888,3.47712125471966,2.47712125471966,3e+05
"CC009xCC040","X5489x16557","126","D29","SARS","S",100,1000,547.722557505166,3.47712125471966,3,3e+06
"CC009xCC040","X5489x16557","127","D29","SARS","S",31.6227766016838,547.722557505166,316.227766016838,3.47712125471966,2.47712125471966,1e+06
"CC009xCC040","X5489x16557","133","D29","SARS","S",31.6227766016838,1000,316.227766016838,3,3,1e+06
"CC009xCC040","X5489x16557","134","D29","SARS","S",17.3205080756888,547.722557505166,316.227766016838,3.47712125471966,3,3e+06
"CC010xCC015","X8018x3154","63","D29","SARS","S",316.227766016838,1732.05080756888,173.205080756888,4.47712125471966,2.47712125471966,3e+06
"CC010xCC015","X8018x3154","64","D29","SARS","S",316.227766016838,1000,316.227766016838,3.47712125471966,3,3e+06
"CC010xCC015","X8018x3154","65","D29","SARS","S",316.227766016838,1000,173.205080756888,3,4,3e+06
