"RIX","alias","ID","day","virus","antigen","Ig2A.2C","IgG1","IgG2A.2B","IgG2ac","IgG2b","IgG3","TotalG"
"CC008xNA","X8036x18018","112","DRECHAL","SARS","N",NA,NA,NA,0.884111929572998,NA,NA,1.66769610771995
"CC008xNA","X8036x18018","112","DRECHAL","SARS","S",NA,NA,NA,5.06594354546608,NA,NA,5.76052528727264
"CC008xNA","X8036x18018","115","DRECHAL","SARS","N",NA,NA,NA,0.0593134136276442,NA,NA,0.191205236665686
"CC008xNA","X8036x18018","115","DRECHAL","SARS","S",NA,NA,NA,4.62154816601792,NA,NA,5.19735869527731
"CC008xNA","X8036x18018","2","DRECHAL","SARS","N",NA,NA,NA,0.82606706813822,NA,NA,1.02719677976178
"CC008xNA","X8036x18018","2","DRECHAL","SARS","S",NA,NA,NA,0.0800162139529456,NA,NA,4.7891854384896
"CC008xNA","X8036x18018","3","DRECHAL","SARS","N",NA,NA,NA,0.855697003775731,NA,NA,1.89564012902694
"CC008xNA","X8036x18018","3","DRECHAL","SARS","S",NA,NA,NA,4.31772119879167,NA,NA,4.89086180365951
"CC008xNA","X8036x18018","65","D15","SARS","N",NA,NA,NA,0.132453794481547,NA,NA,0.148104172523953
"CC008xNA","X8036x18018","65","D15","SARS","S",NA,NA,NA,2.49604172523954,NA,NA,2.6634466538483
"CC008xNA","X8036x18018","66","D15","SARS","N",NA,NA,NA,0.0226665919953514,NA,NA,0.0463725007028744
"CC008xNA","X8036x18018","66","D15","SARS","S",NA,NA,NA,2.00706771236704,NA,NA,1.75493088792325
"CC008xNA","X8036x18018","70","D15","SARS","N",NA,NA,NA,0.0747121254719662,NA,NA,0.0867612153586942
"CC008xNA","X8036x18018","70","D15","SARS","S",NA,NA,NA,2.18911391788549,NA,NA,2.43714278938126
"CC008xNA","X8036x18018","94","D29","SARS","N",NA,NA,NA,0.198067964194004,NA,NA,0.141980005622996
"CC008xNA","X8036x18018","94","D29","SARS","S",NA,NA,NA,5.65342044270686,NA,NA,5.70081248975884
"CC008xNA","X8036x18018","95","D29","SARS","N",NA,NA,NA,0.117019322335167,NA,NA,0.128296975660753
"CC008xNA","X8036x18018","95","D29","SARS","S",NA,NA,NA,5.82806437997087,NA,NA,4.30353794481548
"CC009xCC040","X5489x16557","126","D29","SARS","N",NA,NA,NA,3.48928871495778,NA,NA,3.25651884649426
"CC009xCC040","X5489x16557","126","D29","SARS","S",NA,NA,NA,6.0629106695323,NA,NA,7.06857014870742
"CC009xCC040","X5489x16557","127","D29","SARS","N",NA,NA,NA,1.70384981815852,NA,NA,2.2548427053383
"CC009xCC040","X5489x16557","127","D29","SARS","S",NA,NA,NA,5.3135150660702,NA,NA,6.35344931420264
"CC009xCC040","X5489x16557","133","D29","SARS","N",NA,NA,NA,1.53410170837055,NA,NA,2.83778317023518
"CC009xCC040","X5489x16557","133","D29","SARS","S",NA,NA,NA,4.51838756677307,NA,NA,5.64947552534408
"CC009xCC040","X5489x16557","134","D29","SARS","N",NA,NA,NA,1.77827717748468,NA,NA,3.24373718873066
"CC009xCC040","X5489x16557","134","D29","SARS","S",NA,NA,NA,4.93097908175419,NA,NA,5.71072408315994
"CC009xCC040","X5489x16557","156","DRECHAL","SARS","N",NA,NA,NA,2.80414900614571,NA,NA,4.26871120160316
"CC009xCC040","X5489x16557","156","DRECHAL","SARS","S",NA,NA,NA,5.55540711312218,NA,NA,5.48055105038621
"CC009xCC040","X5489x16557","157","DRECHAL","SARS","N",NA,NA,NA,3.61411635422587,NA,NA,4.90309014308442
"CC009xCC040","X5489x16557","157","DRECHAL","SARS","S",NA,NA,NA,6.1863842343769,NA,NA,5.89195309462669
"CC009xCC040","X5489x16557","158","DRECHAL","SARS","N",NA,NA,NA,3.71010324865515,NA,NA,5.07569143124011
"CC009xCC040","X5489x16557","158","DRECHAL","SARS","S",NA,NA,NA,6.37247574935803,NA,NA,6.33780582496651
"CC009xCC040","X5489x16557","160","DRECHAL","SARS","N",NA,NA,NA,3.49635491485323,NA,NA,5.10555415876842
"CC009xCC040","X5489x16557","160","DRECHAL","SARS","S",NA,NA,NA,6.76314878213177,NA,NA,6.43212901176871
"CC009xCC040","X5489x16557","167","D10","SARS","N",NA,NA,NA,3.00699507169319,NA,NA,3.22385225449891
"CC009xCC040","X5489x16557","167","D10","SARS","S",NA,NA,NA,3.71203483643325,NA,NA,4.398295827778
"CC009xCC040","X5489x16557","168","D10","SARS","N",NA,NA,NA,1.36306617208244,NA,NA,1.06738625050242
"CC009xCC040","X5489x16557","168","D10","SARS","S",NA,NA,NA,3.47601839846636,NA,NA,4.15787756958457
"CC009xCC040","X5489x16557","170","D10","SARS","N",NA,NA,NA,2.94776317585816,NA,NA,3.60135536288112
"CC009xCC040","X5489x16557","170","D10","SARS","S",NA,NA,NA,3.16268521447566,NA,NA,4.21838734275912
"CC009xCC040","X5489x16557","68","D15","SARS","N",NA,NA,NA,2.93913234416487,NA,NA,3.19999619176292
"CC009xCC040","X5489x16557","68","D15","SARS","S",NA,NA,NA,5.2233549148532,NA,NA,6.46191977066501
"CC009xCC040","X5489x16557","70","D15","SARS","N",NA,NA,NA,2.80625651106584,NA,NA,3.53599641577687
"CC009xCC040","X5489x16557","70","D15","SARS","S",NA,NA,NA,4.89781915455117,NA,NA,5.73494931420263
"CC009xCC040","X5489x16557","71","D15","SARS","N",NA,NA,NA,1.52704640171938,NA,NA,1.69829050706934
"CC009xCC040","X5489x16557","71","D15","SARS","S",NA,NA,NA,2.67061657823982,NA,NA,3.67244287342424
"CC010xCC015","X8018x3154","22","DRECHAL","NARS","N",NA,NA,NA,3.91563878494326,NA,NA,4.88839000311346
"CC010xCC015","X8018x3154","22","DRECHAL","SARS","S",NA,NA,NA,8.7403142540574,NA,NA,9.0032613837466
"CC010xCC015","X8018x3154","23","DRECHAL","NARS","N",NA,NA,NA,3.69624740993312,NA,NA,4.47715477488226
"CC010xCC015","X8018x3154","23","DRECHAL","SARS","S",NA,NA,NA,9.64277160494904,NA,NA,9.39627426530337
"CC010xCC015","X8018x3154","28","DRECHAL","NARS","N",NA,NA,NA,4.69927983783901,NA,NA,5.05328538256161
"CC010xCC015","X8018x3154","28","DRECHAL","SARS","S",NA,NA,NA,9.98242842376986,NA,NA,10.0056336604355
"CC010xCC015","X8018x3154","4","D15","NARS","N",NA,NA,4.20098529851863,NA,NA,NA,4.38617499327321
"CC010xCC015","X8018x3154","4","D15","SARS","S",NA,NA,6.11708969505655,NA,NA,NA,5.24165278656977
"CC010xCC015","X8018x3154","5","D15","NARS","N",NA,NA,4.23719764800455,NA,NA,NA,4.16702861966881
"CC010xCC015","X8018x3154","5","D15","SARS","S",NA,NA,5.93147885774025,NA,NA,NA,5.25857770955554
"CC010xCC015","X8018x3154","50","D15","NARS","N",NA,NA,NA,3.68938711874517,NA,NA,3.84955172242804
"CC010xCC015","X8018x3154","50","D15","SARS","S",NA,NA,NA,6.26933514449018,NA,NA,5.55424430155089
"CC010xCC015","X8018x3154","51","D15","NARS","N",NA,NA,NA,3.39424651387733,NA,NA,3.38978695065923
"CC010xCC015","X8018x3154","51","D15","SARS","S",NA,NA,NA,5.59636824443791,NA,NA,5.13446331582914
"CC010xCC015","X8018x3154","52","D15","NARS","N",NA,NA,NA,2.52272741555611,NA,NA,3.30784914611668
"CC010xCC015","X8018x3154","52","D15","SARS","S",NA,NA,NA,5.864743853523,NA,NA,5.71531559814106
"CC010xCC015","X8018x3154","6","D15","NARS","N",NA,NA,3.86709969224504,NA,NA,NA,3.85882937575362
"CC010xCC015","X8018x3154","6","D15","SARS","S",NA,NA,5.44956393194298,NA,NA,NA,4.71536891647974
"CC010xCC015","X8018x3154","63","D29","NARS","N",NA,NA,NA,2.43147930576814,NA,NA,3.05574808197495
"CC010xCC015","X8018x3154","63","D29","SARS","S",NA,NA,NA,7.08333847688634,NA,NA,6.54204082918376
"CC010xCC015","X8018x3154","64","D29","NARS","N",NA,NA,NA,2.67981248975885,NA,NA,2.91330383665401
"CC010xCC015","X8018x3154","64","D29","SARS","S",NA,NA,NA,6.2419830861922,NA,NA,6.02689112318319
"CC010xCC015","X8018x3154","65","D29","NARS","N",NA,NA,NA,2.47021120160316,NA,NA,3.07943377229152
"CC010xCC015","X8018x3154","65","D29","SARS","S",NA,NA,NA,5.66532514730167,NA,NA,5.62510725309315
"CC011xCC032","X3252x8002","26","D15","SARS","N",1.48447776548353,NA,NA,NA,NA,NA,0.19598933076966
"CC011xCC032","X3252x8002","26","D15","SARS","S",5.68882780765601,NA,NA,NA,NA,NA,6.45583735681662
"CC011xCC032","X3252x8002","28","D10","SARS","N",0.18995690286377,NA,NA,NA,NA,NA,-0.0634182581934351
"CC011xCC032","X3252x8002","28","D10","SARS","S",4.60594976223052,NA,NA,NA,NA,NA,-0.0424313637641591
"CC011xCC032","X3252x8002","29","D10","SARS","N",-0.0427385606273598,NA,NA,NA,NA,NA,-0.0641796975660753
"CC011xCC032","X3252x8002","29","D10","SARS","S",4.60594976223052,NA,NA,NA,NA,NA,-0.0527483338019162
"CC011xCC032","X3252x8002","30","D15","SARS","N",0.0516925791228535,NA,NA,NA,NA,NA,0.0690648558117817
"CC011xCC032","X3252x8002","30","D15","SARS","S",6.52647174492002,NA,NA,NA,NA,NA,7.26672318710415
"CC011xCC032","X3252x8002","34","DRECHAL","SARS","N",1.54404973411555,NA,NA,NA,NA,NA,2.09740490079575
"CC011xCC032","X3252x8002","34","DRECHAL","SARS","S",5.29269165525405,NA,NA,NA,NA,NA,6.10490378072602
"CC011xCC032","X3252x8002","35","DRECHAL","SARS","N",2.48712257099032,NA,NA,NA,NA,NA,2.05158415033393
"CC011xCC032","X3252x8002","35","DRECHAL","SARS","S",7.16817499327322,NA,NA,NA,NA,NA,9.42338375853599
"CC011xCC032","X3252x8002","36","D29","SARS","N",0.736102604426333,NA,NA,NA,NA,NA,0.88203996094099
"CC011xCC032","X3252x8002","36","D29","SARS","S",4.30193998905597,NA,NA,NA,NA,NA,6.2656450017077
"CC011xCC032","X3252x8002","37","D29","SARS","N",0.0254835620331087,NA,NA,NA,NA,NA,0.0241075049201208
"CC011xCC032","X3252x8002","37","D29","SARS","S",4.55234847407485,NA,NA,NA,NA,NA,6.35184446963684
"CC011xCC032","X3252x8002","52","DRECHAL","SARS","N",0.180205236665686,NA,NA,NA,NA,NA,0.423387818600036
"CC011xCC032","X3252x8002","52","DRECHAL","SARS","S",7.97948907894269,NA,NA,NA,NA,NA,6.74769476363627
"CC011xCC032","X3252x8002","60","D29","SARS","N",0.192675917142017,NA,NA,NA,NA,NA,0.560023971001991
"CC011xCC032","X3252x8002","60","D29","SARS","S",5.27730271658428,NA,NA,NA,NA,NA,8.30154836221886
"CC011xCC032","X3252x8002","61","D29","SARS","N",0.0622352282311925,NA,NA,NA,NA,NA,-0.000715905896025306
"CC011xCC032","X3252x8002","61","D29","SARS","S",4.98575695909373,NA,NA,NA,NA,NA,9.47271671851275
"CC011xCC032","X3252x8002","70","D10","SARS","N",-0.0515228787452802,NA,NA,NA,NA,NA,-0.0579313637641593
"CC011xCC032","X3252x8002","70","D10","SARS","S",4.60594976223052,NA,NA,NA,NA,NA,-0.0520784094103974
"CC011xNA","X3252x8042","10","D15","SARS","N",NA,NA,NA,0.77378541037463,NA,NA,1.64553528446115
"CC011xNA","X3252x8042","10","D15","SARS","S",NA,NA,NA,4.6456609916467,NA,NA,5.21060879337775
"CC011xNA","X3252x8042","11","D15","SARS","N",NA,NA,NA,0.223728115410966,NA,NA,1.11687314493169
"CC011xNA","X3252x8042","11","D15","SARS","S",NA,NA,NA,5.28195841533535,NA,NA,5.70185046238733
"CC011xNA","X3252x8042","2","D15","SARS","N",NA,NA,NA,0.581289414812635,NA,NA,2.19224074514078
"CC011xNA","X3252x8042","2","D15","SARS","S",NA,NA,NA,4.87041265784479,NA,NA,5.66339311149568
"CC011xNA","X3252x8042","39","D29","SARS","N",NA,NA,NA,1.15479117911118,NA,NA,2.34126939262261
"CC011xNA","X3252x8042","39","D29","SARS","S",NA,NA,NA,6.81450084042975,NA,NA,7.35347129689213
"CC011xNA","X3252x8042","40","D29","SARS","N",NA,NA,NA,1.37828739868712,NA,NA,2.913239849085
"CC011xNA","X3252x8042","40","D29","SARS","S",NA,NA,NA,6.62768053799582,NA,NA,7.21769031117037
"CC011xNA","X3252x8042","49","DRECHAL","SARS","N",NA,NA,NA,1.32149330739465,NA,NA,1.9896554469241
"CC011xNA","X3252x8042","49","DRECHAL","SARS","S",NA,NA,NA,7.07279159932605,NA,NA,7.44497129689213
"CC011xNA","X3252x8042","51","D29","SARS","N",NA,NA,NA,0.619217222166684,NA,NA,1.85693643264585
"CC011xNA","X3252x8042","51","D29","SARS","S",NA,NA,NA,5.51467432123138,NA,NA,6.08003349234958
"CC011xNA","X3252x8042","6","DRECHAL","SARS","N",NA,NA,NA,2.01509369949454,NA,NA,3.1306874268021
"CC011xNA","X3252x8042","6","DRECHAL","SARS","S",NA,NA,NA,6.72048462647679,NA,NA,7.37754970630252
"CC011xNA","X3252x8042","71","DRECHAL","SARS","N",NA,NA,NA,1.60808126596566,NA,NA,2.21018765081604
"CC011xNA","X3252x8042","71","DRECHAL","SARS","S",NA,NA,NA,6.56655947947707,NA,NA,7.05214455367982
"CC012xCC038","X8005x8049","108","DRECHAL","SARS","N",NA,NA,NA,1.48863102789422,NA,NA,3.89822119879167
"CC012xCC038","X8005x8049","108","DRECHAL","SARS","S",NA,NA,NA,3.81009369949454,NA,NA,6.24420453681083
"CC012xCC038","X8005x8049","57","D29","SARS","N",NA,NA,NA,0.664223662945072,NA,NA,2.51775385071151
"CC012xCC038","X8005x8049","57","D29","SARS","S",NA,NA,NA,5.6111034726691,NA,NA,7.80913567656104
"CC012xCC038","X8005x8049","63","D29","SARS","N",NA,NA,NA,0.78530518073769,NA,NA,3.40023097196623
"CC012xCC038","X8005x8049","63","D29","SARS","S",NA,NA,NA,5.44196953259358,NA,NA,7.84370120441464
"CC012xCC038","X8005x8049","65","D29","SARS","N",NA,NA,NA,0.939856930978746,NA,NA,3.23303172805103
"CC012xCC038","X8005x8049","65","D29","SARS","S",NA,NA,NA,5.19373097196622,NA,NA,7.47556393194298
"CC012xCC038","X8005x8049","87","D15","SARS","N",NA,NA,NA,0.243976449212882,NA,NA,1.67859437153637
"CC012xCC038","X8005x8049","87","D15","SARS","S",NA,NA,NA,2.35761369387155,NA,NA,3.76740733713613
"CC012xCC038","X8005x8049","88","D15","SARS","N",NA,NA,NA,0.261414253755431,NA,NA,2.02205816320643
"CC012xCC038","X8005x8049","88","D15","SARS","S",NA,NA,NA,3.45751862248031,NA,NA,4.78673408034844
"CC012xCC038","X8005x8049","97","D15","SARS","N",NA,NA,NA,0.844811621516078,NA,NA,2.68029316742368
"CC012xCC038","X8005x8049","97","D15","SARS","S",NA,NA,NA,1.94428695065923,NA,NA,3.21259036709837
"CC012xCC038","X8005x8049","98","DRECHAL","SARS","N",NA,NA,NA,1.15338625050242,NA,NA,3.39626051550384
"CC012xCC038","X8005x8049","98","DRECHAL","SARS","S",NA,NA,NA,2.80246642421136,NA,NA,5.29656082356077
"CC012xCC038","X8005x8049","99","DRECHAL","SARS","N",NA,NA,NA,1.82214990220149,NA,NA,4.04327672945678
"CC012xCC038","X8005x8049","99","DRECHAL","SARS","S",NA,NA,NA,3.41744021306991,NA,NA,5.50825362669755
"CC013xCC026","X8010x8026","16","D15","SARS","N",NA,NA,NA,2.16846930857963,NA,NA,3.62110280062726
"CC013xCC026","X8010x8026","16","D15","SARS","S",NA,NA,NA,6.06086757239607,NA,NA,6.82141621425491
"CC013xCC026","X8010x8026","19","D15","SARS","N",NA,NA,NA,2.51279271939579,NA,NA,3.88066832848088
"CC013xCC026","X8010x8026","19","D15","SARS","S",NA,NA,NA,6.02629582777801,NA,NA,6.62127560938706
"CC013xCC026","X8010x8026","20","D15","SARS","N",NA,NA,NA,2.76077961382506,NA,NA,3.67633181209401
"CC013xCC026","X8010x8026","20","D15","SARS","S",NA,NA,NA,6.67048507450468,NA,NA,7.19409924421715
"CC014xCC059","X3415x16012","55","D15","SARS","N",NA,NA,NA,0.0633951554342085,NA,NA,0.300280313679913
"CC014xCC059","X3415x16012","55","D15","SARS","S",NA,NA,NA,0.975900700156815,NA,NA,1.62426631205341
"CC014xCC059","X3415x16012","61","D15","SARS","N",NA,NA,NA,-0.000856286749928958,NA,NA,0.455790086854471
"CC014xCC059","X3415x16012","61","D15","SARS","S",NA,NA,NA,1.15888403817597,NA,NA,1.80420411659596
"CC014xCC059","X3415x16012","62","D15","SARS","N",NA,NA,NA,0.0508493979436479,NA,NA,0.951381153807702
"CC014xCC059","X3415x16012","62","D15","SARS","S",NA,NA,NA,1.05118812665696,NA,NA,1.54835116224219
"CC014xCC059","X3415x16012","85","D29","SARS","N",NA,NA,NA,0.0109475777171045,NA,NA,0.835008877118774
"CC014xCC059","X3415x16012","85","D29","SARS","S",NA,NA,NA,1.40391024931743,NA,NA,2.46352397100199
"CC014xCC059","X3415x16012","86","D29","SARS","N",NA,NA,NA,0.00441492579726771,NA,NA,0.906440016868986
"CC014xCC059","X3415x16012","86","D29","SARS","S",NA,NA,NA,1.09050842909088,NA,NA,1.56533472427531
"CC014xCC059","X3415x16012","89","D29","SARS","N",NA,NA,NA,0.102241444995636,NA,NA,0.704015317897162
"CC014xCC059","X3415x16012","89","D29","SARS","S",NA,NA,NA,1.3957567628928,NA,NA,1.92438048176586
"CC014xCC059","X3415x16012","99","D29","SARS","N",NA,NA,NA,0.119908036990987,NA,NA,0.7073551666802
"CC014xCC059","X3415x16012","99","D29","SARS","S",NA,NA,NA,1.81831540194014,NA,NA,2.37996555596861
"CC015xCC018","X3154x3609","11","D29","SARS","N",NA,NA,NA,3.11282559532956,NA,NA,3.95202483924475
"CC015xCC018","X3154x3609","11","D29","SARS","S",NA,NA,NA,5.14026673226828,NA,NA,6.10816522009866
"CC015xCC018","X3154x3609","12","D29","SARS","N",NA,NA,NA,1.15453573248904,NA,NA,1.4119830861922
"CC015xCC018","X3154x3609","12","D29","SARS","S",NA,NA,NA,3.83454127721165,NA,NA,4.72228627861739
"CC015xCC018","X3154x3609","13","D29","SARS","N",NA,NA,NA,2.98473408034845,NA,NA,3.82944976223053
"CC015xCC018","X3154x3609","13","D29","SARS","S",NA,NA,NA,5.62792355108908,NA,NA,6.81672075076378
"CC015xCC018","X3154x3609","21","D15","SARS","N",NA,NA,NA,2.58893354827758,NA,NA,3.62195287061274
"CC015xCC018","X3154x3609","21","D15","SARS","S",NA,NA,NA,4.04862301901821,NA,NA,5.43505749116459
"CC015xCC018","X3154x3609","3","D15","SARS","N",NA,NA,NA,2.35978650263134,NA,NA,2.93324696190522
"CC015xCC018","X3154x3609","3","D15","SARS","S",NA,NA,NA,3.42201195768798,NA,NA,4.72137779359852
"CC015xCC018","X3154x3609","35","D15","SARS","N",NA,NA,NA,2.58429294340973,NA,NA,3.30262279500426
"CC015xCC018","X3154x3609","35","D15","SARS","S",NA,NA,NA,3.26289756396157,NA,NA,4.3105150660702
"CC015xCC018","X3154x3609","54","D10","SARS","N",NA,NA,NA,0.378289638826581,NA,NA,0.832393811350533
"CC015xCC018","X3154x3609","54","D10","SARS","S",NA,NA,NA,2.97389112318318,NA,NA,4.0900870347022
"CC015xCC018","X3154x3609","56","DRECHAL","SARS","N",NA,NA,NA,3.21076339987211,NA,NA,3.57722097477772
"CC015xCC018","X3154x3609","56","DRECHAL","SARS","S",NA,NA,NA,5.59074052112683,NA,NA,6.90879916017418
"CC015xCC018","X3154x3609","62","D10","SARS","N",NA,NA,NA,1.78346043146086,NA,NA,2.71571232167289
"CC015xCC018","X3154x3609","62","D10","SARS","S",NA,NA,NA,2.65455460679631,NA,NA,3.6215674883531
"CC015xCC018","X3154x3609","63","DRECHAL","SARS","N",NA,NA,NA,3.85959347548059,NA,NA,5.00880249257033
"CC015xCC018","X3154x3609","63","DRECHAL","SARS","S",NA,NA,NA,4.83867521728716,NA,NA,7.08738734275913
"CC015xCC018","X3154x3609","64","DRECHAL","SARS","N",NA,NA,NA,2.48289089916924,NA,NA,3.94707370511753
"CC015xCC018","X3154x3609","64","DRECHAL","SARS","S",NA,NA,NA,4.38569809603244,NA,NA,7.0374886309148
"CC015xCC059","X3154x16012","103","DRECHAL","SARS","N",NA,NA,NA,1.45013102789422,NA,NA,3.29846998062148
"CC015xCC059","X3154x16012","103","DRECHAL","SARS","S",NA,NA,NA,6.88735802323546,NA,NA,8.78024917423165
"CC015xCC059","X3154x16012","104","DRECHAL","SARS","N",NA,NA,NA,1.25395133032814,NA,NA,2.99285247851285
"CC015xCC059","X3154x16012","104","DRECHAL","SARS","S",NA,NA,NA,5.12890733713612,NA,NA,7.21828605460345
"CC015xCC059","X3154x16012","36","D15","SARS","N",NA,NA,NA,0.765844497449861,NA,NA,2.29713679663077
"CC015xCC059","X3154x16012","36","D15","SARS","S",NA,NA,NA,4.74714567374953,NA,NA,6.70018121003766
"CC015xCC059","X3154x16012","42","D15","SARS","N",NA,NA,NA,0.500583730119057,NA,NA,2.01674141718262
"CC015xCC059","X3154x16012","42","D15","SARS","S",NA,NA,NA,4.67920142842861,NA,NA,6.64135491485323
"CC015xCC059","X3154x16012","43","D15","SARS","N",NA,NA,NA,0.682570176520441,NA,NA,2.39143755271558
"CC015xCC059","X3154x16012","43","D15","SARS","S",NA,NA,NA,4.76891377791452,NA,NA,6.61141688629674
"CC015xCC059","X3154x16012","44","D29","SARS","N",NA,NA,NA,1.22411148154511,NA,NA,3.24746998062147
"CC015xCC059","X3154x16012","44","D29","SARS","S",NA,NA,NA,7.15528605460345,NA,NA,8.91485712717965
"CC015xCC059","X3154x16012","47","D29","SARS","N",NA,NA,NA,1.47500663697932,NA,NA,3.30577384508851
"CC015xCC059","X3154x16012","47","D29","SARS","S",NA,NA,NA,7.13229916017417,NA,NA,8.75659924421714
"CC015xCC059","X3154x16012","50","D29","SARS","N",NA,NA,NA,1.35290246445536,NA,NA,3.34269876807428
"CC015xCC059","X3154x16012","50","D29","SARS","S",NA,NA,NA,6.25039756396157,NA,NA,8.12233469646229
"CC016xCC038","X8024x8049","28","DRECHAL","SARS","N",NA,NA,NA,1.32029117911117,NA,NA,3.93532892772573
"CC016xCC038","X8024x8049","28","DRECHAL","SARS","S",NA,NA,NA,6.87136779641001,NA,NA,8.12993287623573
"CC016xCC038","X8024x8049","29","DRECHAL","SARS","N",NA,NA,NA,2.44080649700834,NA,NA,4.11420142842861
"CC016xCC038","X8024x8049","29","DRECHAL","SARS","S",NA,NA,NA,6.93867499327321,NA,NA,8.07924340549511
"CC016xCC038","X8024x8049","31","DRECHAL","SARS","N",NA,NA,NA,2.92470210047044,NA,NA,5.37783514449017
"CC016xCC038","X8024x8049","31","DRECHAL","SARS","S",NA,NA,NA,6.31601484205625,NA,NA,7.85194598180646
"CC016xCC038","X8024x8049","32","DRECHAL","SARS","N",NA,NA,NA,0.928854046610471,NA,NA,2.0841234670461
"CC016xCC038","X8024x8049","32","DRECHAL","SARS","S",NA,NA,NA,6.15215877932027,NA,NA,7.37005970349103
"CC016xCC038","X8024x8049","4","D15","SARS","N",NA,NA,NA,1.38488913487069,NA,NA,3.85059036709838
"CC016xCC038","X8024x8049","4","D15","SARS","S",NA,NA,NA,4.21625051831534,NA,NA,5.05686802042396
"CC016xCC038","X8024x8049","5","D15","SARS","N",NA,NA,NA,0.984647913889001,NA,NA,1.9076334642346
"CC016xCC038","X8024x8049","5","D15","SARS","S",NA,NA,NA,4.47821120160317,NA,NA,5.37189089916924
"CC016xCC038","X8024x8049","6","D15","SARS","N",NA,NA,NA,1.22434360139408,NA,NA,2.66524096915472
"CC016xCC038","X8024x8049","6","D15","SARS","S",NA,NA,NA,4.68067854968332,NA,NA,5.55170453681084
"CC016xCC038","X8024x8049","61","D10","SARS","N",NA,NA,NA,0.166783646076083,NA,NA,1.01297532914315
"CC016xCC038","X8024x8049","61","D10","SARS","S",NA,NA,NA,1.3649346683473,NA,NA,2.35585869527729
"CC016xCC038","X8024x8049","62","D10","SARS","N",NA,NA,NA,1.24777762551257,NA,NA,3.18519476363628
"CC016xCC038","X8024x8049","62","D10","SARS","S",NA,NA,NA,1.46507860561132,NA,NA,2.4322638479
"CC016xCC038","X8024x8049","72","D10","SARS","N",NA,NA,NA,0.386289638826581,NA,NA,0.703765864025518
"CC016xCC038","X8024x8049","72","D10","SARS","S",NA,NA,NA,1.464643909451,NA,NA,2.35175718310767
"CC016xCC038","X8024x8049","73","D10","SARS","N",NA,NA,NA,1.20455261848382,NA,NA,1.5894046767818
"CC016xCC038","X8024x8049","73","D10","SARS","S",NA,NA,NA,0.853916690095814,NA,NA,1.18568034179489
"CC016xCC038","X8024x8049","77","D29","SARS","N",NA,NA,NA,3.14930938137662,NA,NA,4.3559890789427
"CC016xCC038","X8024x8049","77","D29","SARS","S",NA,NA,NA,6.73771097758922,NA,NA,7.69722052674981
"CC016xCC038","X8024x8049","78","D29","SARS","N",NA,NA,NA,0.538014869869271,NA,NA,1.41077762551257
"CC016xCC038","X8024x8049","78","D29","SARS","S",NA,NA,NA,4.35907392913148,NA,NA,5.2758418092825
"CC016xCC038","X8024x8049","79","D29","SARS","N",NA,NA,NA,2.56877362107456,NA,NA,4.75459036709837
"CC016xCC038","X8024x8049","79","D29","SARS","S",NA,NA,NA,5.5684006723438,NA,NA,6.65001484205625
"CC016xCC061","X8024x8048","112","DRECHAL","SARS","N",NA,NA,NA,1.54549375542254,NA,NA,3.35690089635774
"CC016xCC061","X8024x8048","112","DRECHAL","SARS","S",NA,NA,NA,3.72884049301186,NA,NA,7.2806554469241
"CC016xCC061","X8024x8048","113","DRECHAL","SARS","N",NA,NA,NA,2.50315656699383,NA,NA,5.05827006466444
"CC016xCC061","X8024x8048","113","DRECHAL","SARS","S",NA,NA,NA,3.35321299371473,NA,NA,6.54595620300891
"CC016xCC061","X8024x8048","94","D15","SARS","N",NA,NA,NA,0.454462671600321,NA,NA,1.53227740149862
"CC016xCC061","X8024x8048","94","D15","SARS","S",NA,NA,NA,2.20714768987506,NA,NA,4.58231915455118
"CC016xCC061","X8024x8048","95","D15","SARS","N",NA,NA,NA,1.08509238322389,NA,NA,3.24905127440015
"CC016xCC061","X8024x8048","95","D15","SARS","S",NA,NA,NA,2.72987647732788,NA,NA,5.51800862529178
"CC016xCC061","X8024x8048","97","D15","SARS","N",NA,NA,NA,0.685279193610186,NA,NA,2.13614301339521
"CC016xCC061","X8024x8048","97","D15","SARS","S",NA,NA,NA,2.79697465710131,NA,NA,5.74699551972109
"CC017xCC004","X3032x16188","142","D15","SARS","N",NA,NA,NA,1.96177051269234,NA,NA,1.95826740431012
"CC017xCC004","X3032x16188","142","D15","SARS","S",NA,NA,NA,4.84387135282013,NA,NA,5.33187779359851
"CC017xCC004","X3032x16188","143","D15","SARS","N",NA,NA,NA,1.27446754428109,NA,NA,1.77581960257907
"CC017xCC004","X3032x16188","143","D15","SARS","S",NA,NA,NA,5.66595953540508,NA,NA,5.99893976504203
"CC017xCC004","X3032x16188","144","D15","SARS","N",NA,NA,NA,1.3386539066395,NA,NA,1.72488179803652
"CC017xCC004","X3032x16188","144","D15","SARS","S",NA,NA,NA,4.9414366566598,NA,NA,5.12034180928251
"CC017xCC004","X3032x16188","73","D29","SARS","N",NA,NA,NA,2.2809630918152,NA,NA,3.0343222629334
"CC017xCC004","X3032x16188","73","D29","SARS","S",NA,NA,NA,8.28273363232055,NA,NA,8.92218098602371
"CC017xCC004","X3032x16188","74","DRECHAL","SARS","N",NA,NA,NA,3.72249551972108,NA,NA,2.76547908175419
