"RIX","alias","ID","day","isotype","virus","antigen","halfmax","last_positive"
"CC010xCC060","X8018x3460","70","D7","IgM","SARS","S",300,10000
"CC010xCC060","X8018x3460","70","D7","TotalG","SARS","N",NA,100
"CC010xCC060","X8018x3460","70","D7","TotalG","SARS","S",3000,30000
"CC010xCC060","X8018x3460","71","D7","IgG1","SARS","N",NA,NA
"CC010xCC060","X8018x3460","71","D7","IgG1","SARS","S",NA,NA
"CC010xCC060","X8018x3460","71","D7","IgG2ac","SARS","N",NA,100
"CC010xCC060","X8018x3460","71","D7","IgG2ac","SARS","S",1000,10000
"CC010xCC060","X8018x3460","71","D7","IgG2b","SARS","N",NA,NA
"CC010xCC060","X8018x3460","71","D7","IgG2b","SARS","S",300,10000
"CC010xCC060","X8018x3460","71","D7","IgG3","SARS","N",NA,NA
"CC010xCC060","X8018x3460","71","D7","IgG3","SARS","S",NA,300
"CC010xCC060","X8018x3460","71","D7","IgM","SARS","N",NA,100
"CC010xCC060","X8018x3460","71","D7","IgM","SARS","S",300,10000
"CC010xCC060","X8018x3460","71","D7","TotalG","SARS","N",NA,100
"CC010xCC060","X8018x3460","71","D7","TotalG","SARS","S",3000,30000
"CC010xCC060","X8018x3460","74","D7","IgG1","SARS","N",NA,NA
"CC010xCC060","X8018x3460","74","D7","IgG1","SARS","S",NA,NA
"CC010xCC060","X8018x3460","74","D7","IgG2ac","SARS","N",NA,NA
"CC010xCC060","X8018x3460","74","D7","IgG2ac","SARS","S",300,3000
"CC010xCC060","X8018x3460","74","D7","IgG2b","SARS","N",NA,NA
"CC010xCC060","X8018x3460","74","D7","IgG2b","SARS","S",100,3000
"CC010xCC060","X8018x3460","74","D7","IgG3","SARS","N",NA,NA
"CC010xCC060","X8018x3460","74","D7","IgG3","SARS","S",NA,NA
"CC010xCC060","X8018x3460","74","D7","IgM","SARS","N",NA,NA
"CC010xCC060","X8018x3460","74","D7","IgM","SARS","S",300,3000
"CC010xCC060","X8018x3460","74","D7","TotalG","SARS","N",NA,100
"CC010xCC060","X8018x3460","74","D7","TotalG","SARS","S",1000,10000
"CC011xCC032","X3252x8002","26","D15","IgG1","SARS","S",300,3000
"CC011xCC032","X3252x8002","26","D15","IgG2ac","SARS","N",1000,10000
"CC011xCC032","X3252x8002","26","D15","IgG2ac","SARS","S",30000,1e+06
"CC011xCC032","X3252x8002","26","D15","IgG2b","SARS","N",NA,100
"CC011xCC032","X3252x8002","26","D15","IgG2b","SARS","S",1000,30000
"CC011xCC032","X3252x8002","26","D15","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","26","D15","IgG3","SARS","S",NA,1000
"CC011xCC032","X3252x8002","26","D15","IgM","SARS","N",NA,100
"CC011xCC032","X3252x8002","26","D15","IgM","SARS","S",NA,1000
"CC011xCC032","X3252x8002","26","D15","TotalG","SARS","S",30000,1e+06
"CC011xCC032","X3252x8002","28","D10","IgG1","SARS","S",NA,NA
"CC011xCC032","X3252x8002","28","D10","IgG2ac","SARS","N",NA,1000
"CC011xCC032","X3252x8002","28","D10","IgG2ac","SARS","S",10000,1e+05
"CC011xCC032","X3252x8002","28","D10","IgG2b","SARS","N",NA,NA
"CC011xCC032","X3252x8002","28","D10","IgG2b","SARS","S",NA,NA
"CC011xCC032","X3252x8002","28","D10","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","28","D10","IgG3","SARS","S",NA,NA
"CC011xCC032","X3252x8002","28","D10","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","28","D10","IgM","SARS","S",NA,100
"CC011xCC032","X3252x8002","28","D10","TotalG","SARS","S",NA,NA
"CC011xCC032","X3252x8002","29","D10","IgG1","SARS","S",NA,NA
"CC011xCC032","X3252x8002","29","D10","IgG2ac","SARS","N",NA,NA
"CC011xCC032","X3252x8002","29","D10","IgG2ac","SARS","S",10000,1e+05
"CC011xCC032","X3252x8002","29","D10","IgG2b","SARS","N",NA,NA
"CC011xCC032","X3252x8002","29","D10","IgG2b","SARS","S",NA,NA
"CC011xCC032","X3252x8002","29","D10","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","29","D10","IgG3","SARS","S",NA,NA
"CC011xCC032","X3252x8002","29","D10","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","29","D10","IgM","SARS","S",NA,NA
"CC011xCC032","X3252x8002","29","D10","TotalG","SARS","S",NA,NA
"CC011xCC032","X3252x8002","30","D15","IgG1","SARS","S",300,10000
"CC011xCC032","X3252x8002","30","D15","IgG2ac","SARS","N",NA,NA
"CC011xCC032","X3252x8002","30","D15","IgG2ac","SARS","S",30000,3e+06
"CC011xCC032","X3252x8002","30","D15","IgG2b","SARS","N",NA,100
"CC011xCC032","X3252x8002","30","D15","IgG2b","SARS","S",3000,30000
"CC011xCC032","X3252x8002","30","D15","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","30","D15","IgG3","SARS","S",100,3000
"CC011xCC032","X3252x8002","30","D15","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","30","D15","IgM","SARS","S",NA,1000
"CC011xCC032","X3252x8002","30","D15","TotalG","SARS","S",30000,3e+06
"CC011xCC032","X3252x8002","34","DRECHAL","IgG1","SARS","N",1000,10000
"CC011xCC032","X3252x8002","34","DRECHAL","IgG1","SARS","S",3000,1e+05
"CC011xCC032","X3252x8002","34","DRECHAL","IgG2ac","SARS","N",NA,1e+05
"CC011xCC032","X3252x8002","34","DRECHAL","IgG2ac","SARS","S",30000,3e+05
"CC011xCC032","X3252x8002","34","DRECHAL","IgG2b","SARS","N",NA,100
"CC011xCC032","X3252x8002","34","DRECHAL","IgG2b","SARS","S",1000,30000
"CC011xCC032","X3252x8002","34","DRECHAL","IgG3","SARS","N",NA,100
"CC011xCC032","X3252x8002","34","DRECHAL","IgG3","SARS","S",NA,1000
"CC011xCC032","X3252x8002","34","DRECHAL","IgM","SARS","N",NA,100
"CC011xCC032","X3252x8002","34","DRECHAL","IgM","SARS","S",NA,100
"CC011xCC032","X3252x8002","34","DRECHAL","TotalG","SARS","N",3000,10000
"CC011xCC032","X3252x8002","34","DRECHAL","TotalG","SARS","S",30000,3e+05
"CC011xCC032","X3252x8002","35","DRECHAL","IgG1","SARS","N",300,30000
"CC011xCC032","X3252x8002","35","DRECHAL","IgG1","SARS","S",1000,30000
"CC011xCC032","X3252x8002","35","DRECHAL","IgG2ac","SARS","N",3000,30000
"CC011xCC032","X3252x8002","35","DRECHAL","IgG2ac","SARS","S",1e+05,3e+06
"CC011xCC032","X3252x8002","35","DRECHAL","IgG2b","SARS","N",NA,1000
"CC011xCC032","X3252x8002","35","DRECHAL","IgG2b","SARS","S",10000,1e+05
"CC011xCC032","X3252x8002","35","DRECHAL","IgG3","SARS","N",NA,100
"CC011xCC032","X3252x8002","35","DRECHAL","IgG3","SARS","S",NA,1000
"CC011xCC032","X3252x8002","35","DRECHAL","IgM","SARS","N",NA,100
"CC011xCC032","X3252x8002","35","DRECHAL","IgM","SARS","S",NA,NA
"CC011xCC032","X3252x8002","35","DRECHAL","TotalG","SARS","N",1000,30000
"CC011xCC032","X3252x8002","35","DRECHAL","TotalG","SARS","S",1e+05,3e+05
"CC011xCC032","X3252x8002","36","D29","IgG1","SARS","S",300,3000
"CC011xCC032","X3252x8002","36","D29","IgG2ac","SARS","N",NA,3000
"CC011xCC032","X3252x8002","36","D29","IgG2ac","SARS","S",10000,1e+05
"CC011xCC032","X3252x8002","36","D29","IgG2b","SARS","N",NA,100
"CC011xCC032","X3252x8002","36","D29","IgG2b","SARS","S",1000,10000
"CC011xCC032","X3252x8002","36","D29","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","36","D29","IgG3","SARS","S",NA,100
"CC011xCC032","X3252x8002","36","D29","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","36","D29","IgM","SARS","S",NA,NA
"CC011xCC032","X3252x8002","36","D29","TotalG","SARS","S",30000,1e+06
"CC011xCC032","X3252x8002","37","D29","IgG1","SARS","S",NA,3000
"CC011xCC032","X3252x8002","37","D29","IgG2ac","SARS","N",NA,NA
"CC011xCC032","X3252x8002","37","D29","IgG2ac","SARS","S",10000,1e+05
"CC011xCC032","X3252x8002","37","D29","IgG2b","SARS","N",NA,300
"CC011xCC032","X3252x8002","37","D29","IgG2b","SARS","S",300,10000
"CC011xCC032","X3252x8002","37","D29","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","37","D29","IgG3","SARS","S",NA,300
"CC011xCC032","X3252x8002","37","D29","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","37","D29","IgM","SARS","S",NA,NA
"CC011xCC032","X3252x8002","37","D29","TotalG","SARS","S",30000,1e+06
"CC011xCC032","X3252x8002","52","DRECHAL","IgG1","SARS","N",NA,3000
"CC011xCC032","X3252x8002","52","DRECHAL","IgG1","SARS","S",10000,3e+05
"CC011xCC032","X3252x8002","52","DRECHAL","IgG2ac","SARS","N",NA,1000
"CC011xCC032","X3252x8002","52","DRECHAL","IgG2ac","SARS","S",3e+05,1e+06
"CC011xCC032","X3252x8002","52","DRECHAL","IgG2b","SARS","N",NA,1000
"CC011xCC032","X3252x8002","52","DRECHAL","IgG2b","SARS","S",3000,1e+05
"CC011xCC032","X3252x8002","52","DRECHAL","IgG3","SARS","N",NA,300
"CC011xCC032","X3252x8002","52","DRECHAL","IgG3","SARS","S",100,3000
"CC011xCC032","X3252x8002","52","DRECHAL","IgM","SARS","N",NA,100
"CC011xCC032","X3252x8002","52","DRECHAL","IgM","SARS","S",NA,100
"CC011xCC032","X3252x8002","52","DRECHAL","TotalG","SARS","N",NA,3000
"CC011xCC032","X3252x8002","52","DRECHAL","TotalG","SARS","S",1e+05,1e+06
"CC011xCC032","X3252x8002","60","D29","IgG1","SARS","S",3000,30000
"CC011xCC032","X3252x8002","60","D29","IgG2ac","SARS","N",NA,1000
"CC011xCC032","X3252x8002","60","D29","IgG2ac","SARS","S",30000,3e+05
"CC011xCC032","X3252x8002","60","D29","IgG2b","SARS","N",NA,1000
"CC011xCC032","X3252x8002","60","D29","IgG2b","SARS","S",3000,30000
"CC011xCC032","X3252x8002","60","D29","IgG3","SARS","N",NA,100
"CC011xCC032","X3252x8002","60","D29","IgG3","SARS","S",NA,1000
"CC011xCC032","X3252x8002","60","D29","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","60","D29","IgM","SARS","S",NA,NA
"CC011xCC032","X3252x8002","60","D29","TotalG","SARS","S",1e+05,3e+05
"CC011xCC032","X3252x8002","61","D29","IgG1","SARS","S",100,3000
"CC011xCC032","X3252x8002","61","D29","IgG2ac","SARS","N",NA,NA
"CC011xCC032","X3252x8002","61","D29","IgG2ac","SARS","S",10000,3e+05
"CC011xCC032","X3252x8002","61","D29","IgG2b","SARS","N",NA,NA
"CC011xCC032","X3252x8002","61","D29","IgG2b","SARS","S",3000,30000
"CC011xCC032","X3252x8002","61","D29","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","61","D29","IgG3","SARS","S",NA,1000
"CC011xCC032","X3252x8002","61","D29","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","61","D29","IgM","SARS","S",NA,NA
"CC011xCC032","X3252x8002","61","D29","TotalG","SARS","S",1e+05,3e+05
"CC011xCC032","X3252x8002","70","D10","IgG1","SARS","S",NA,NA
"CC011xCC032","X3252x8002","70","D10","IgG2ac","SARS","N",NA,NA
"CC011xCC032","X3252x8002","70","D10","IgG2ac","SARS","S",10000,1e+05
"CC011xCC032","X3252x8002","70","D10","IgG2b","SARS","N",NA,NA
"CC011xCC032","X3252x8002","70","D10","IgG2b","SARS","S",NA,NA
"CC011xCC032","X3252x8002","70","D10","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","70","D10","IgG3","SARS","S",NA,NA
"CC011xCC032","X3252x8002","70","D10","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","70","D10","IgM","SARS","S",NA,NA
"CC011xCC032","X3252x8002","70","D10","TotalG","SARS","S",NA,NA
"CC011xCC032","X3252x8002","80","D7","IgG1","SARS","N",NA,NA
"CC011xCC032","X3252x8002","80","D7","IgG1","SARS","S",NA,NA
"CC011xCC032","X3252x8002","80","D7","IgG2ac","SARS","N",NA,100
"CC011xCC032","X3252x8002","80","D7","IgG2ac","SARS","S",300,3000
"CC011xCC032","X3252x8002","80","D7","IgG2b","SARS","N",NA,NA
"CC011xCC032","X3252x8002","80","D7","IgG2b","SARS","S",NA,1000
"CC011xCC032","X3252x8002","80","D7","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","80","D7","IgG3","SARS","S",NA,100
"CC011xCC032","X3252x8002","80","D7","IgM","SARS","N",NA,100
"CC011xCC032","X3252x8002","80","D7","IgM","SARS","S",300,1000
"CC011xCC032","X3252x8002","80","D7","TotalG","SARS","N",NA,100
"CC011xCC032","X3252x8002","80","D7","TotalG","SARS","S",100,10000
"CC011xCC032","X3252x8002","81","D7","IgG1","SARS","N",NA,NA
"CC011xCC032","X3252x8002","81","D7","IgG1","SARS","S",NA,NA
"CC011xCC032","X3252x8002","81","D7","IgG2ac","SARS","N",NA,NA
"CC011xCC032","X3252x8002","81","D7","IgG2ac","SARS","S",1000,3000
"CC011xCC032","X3252x8002","81","D7","IgG2b","SARS","N",NA,NA
"CC011xCC032","X3252x8002","81","D7","IgG2b","SARS","S",NA,300
"CC011xCC032","X3252x8002","81","D7","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","81","D7","IgG3","SARS","S",NA,100
"CC011xCC032","X3252x8002","81","D7","IgM","SARS","N",NA,100
"CC011xCC032","X3252x8002","81","D7","IgM","SARS","S",300,1000
"CC011xCC032","X3252x8002","81","D7","TotalG","SARS","N",NA,100
"CC011xCC032","X3252x8002","81","D7","TotalG","SARS","S",100,10000
"CC011xCC032","X3252x8002","82","D7","IgG1","SARS","N",NA,NA
"CC011xCC032","X3252x8002","82","D7","IgG1","SARS","S",NA,NA
"CC011xCC032","X3252x8002","82","D7","IgG2ac","SARS","N",NA,NA
"CC011xCC032","X3252x8002","82","D7","IgG2ac","SARS","S",NA,300
"CC011xCC032","X3252x8002","82","D7","IgG2b","SARS","N",NA,NA
"CC011xCC032","X3252x8002","82","D7","IgG2b","SARS","S",NA,NA
"CC011xCC032","X3252x8002","82","D7","IgG3","SARS","N",NA,NA
"CC011xCC032","X3252x8002","82","D7","IgG3","SARS","S",NA,NA
"CC011xCC032","X3252x8002","82","D7","IgM","SARS","N",NA,NA
"CC011xCC032","X3252x8002","82","D7","IgM","SARS","S",NA,100
"CC011xCC032","X3252x8002","82","D7","TotalG","SARS","N",NA,100
"CC011xCC032","X3252x8002","82","D7","TotalG","SARS","S",NA,300
"CC011xCC042","X3252x18042","10","D15","IgG1","SARS","N",300,3000
"CC011xCC042","X3252x18042","10","D15","IgG1","SARS","S",NA,300
"CC011xCC042","X3252x18042","10","D15","IgG2ac","SARS","N",NA,3000
"CC011xCC042","X3252x18042","10","D15","IgG2ac","SARS","S",10000,1e+05
"CC011xCC042","X3252x18042","10","D15","IgG2b","SARS","N",100,3000
"CC011xCC042","X3252x18042","10","D15","IgG2b","SARS","S",1000,30000
"CC011xCC042","X3252x18042","10","D15","IgG3","SARS","N",NA,300
"CC011xCC042","X3252x18042","10","D15","IgG3","SARS","S",100,3000
"CC011xCC042","X3252x18042","10","D15","IgM","SARS","N",NA,100
"CC011xCC042","X3252x18042","10","D15","IgM","SARS","S",100,3000
"CC011xCC042","X3252x18042","10","D15","TotalG","SARS","N",1000,10000
"CC011xCC042","X3252x18042","10","D15","TotalG","SARS","S",10000,1e+05
"CC011xCC042","X3252x18042","11","D15","IgG1","SARS","N",300,10000
"CC011xCC042","X3252x18042","11","D15","IgG1","SARS","S",100,3000
"CC011xCC042","X3252x18042","11","D15","IgG2ac","SARS","N",NA,1000
"CC011xCC042","X3252x18042","11","D15","IgG2ac","SARS","S",10000,1e+05
"CC011xCC042","X3252x18042","11","D15","IgG2b","SARS","N",NA,1000
"CC011xCC042","X3252x18042","11","D15","IgG2b","SARS","S",1000,30000
"CC011xCC042","X3252x18042","11","D15","IgG3","SARS","N",NA,100
"CC011xCC042","X3252x18042","11","D15","IgG3","SARS","S",100,3000
"CC011xCC042","X3252x18042","11","D15","IgM","SARS","N",NA,NA
"CC011xCC042","X3252x18042","11","D15","IgM","SARS","S",NA,1000
"CC011xCC042","X3252x18042","11","D15","TotalG","SARS","N",1000,10000
"CC011xCC042","X3252x18042","11","D15","TotalG","SARS","S",10000,3e+05
"CC011xCC042","X3252x18042","2","D15","IgG1","SARS","N",1000,10000
"CC011xCC042","X3252x18042","2","D15","IgG1","SARS","S",300,10000
"CC011xCC042","X3252x18042","2","D15","IgG2ac","SARS","N",NA,3000
"CC011xCC042","X3252x18042","2","D15","IgG2ac","SARS","S",10000,1e+05
"CC011xCC042","X3252x18042","2","D15","IgG2b","SARS","N",300,3000
"CC011xCC042","X3252x18042","2","D15","IgG2b","SARS","S",1000,30000
"CC011xCC042","X3252x18042","2","D15","IgG3","SARS","N",NA,1000
"CC011xCC042","X3252x18042","2","D15","IgG3","SARS","S",100,3000
"CC011xCC042","X3252x18042","2","D15","IgM","SARS","N",NA,100
"CC011xCC042","X3252x18042","2","D15","IgM","SARS","S",100,3000
"CC011xCC042","X3252x18042","2","D15","TotalG","SARS","N",1000,30000
"CC011xCC042","X3252x18042","2","D15","TotalG","SARS","S",30000,3e+05
"CC011xCC042","X3252x18042","28","D7","IgG1","SARS","N",NA,NA
"CC011xCC042","X3252x18042","28","D7","IgG1","SARS","S",NA,100
"CC011xCC042","X3252x18042","28","D7","IgG2ac","SARS","N",NA,NA
"CC011xCC042","X3252x18042","28","D7","IgG2ac","SARS","S",NA,300
"CC011xCC042","X3252x18042","28","D7","IgG2b","SARS","N",NA,NA
"CC011xCC042","X3252x18042","28","D7","IgG2b","SARS","S",NA,100
"CC011xCC042","X3252x18042","28","D7","IgG3","SARS","N",NA,NA
"CC011xCC042","X3252x18042","28","D7","IgG3","SARS","S",NA,NA
"CC011xCC042","X3252x18042","28","D7","IgM","SARS","N",NA,NA
"CC011xCC042","X3252x18042","28","D7","IgM","SARS","S",300,3000
"CC011xCC042","X3252x18042","28","D7","TotalG","SARS","N",NA,100
"CC011xCC042","X3252x18042","28","D7","TotalG","SARS","S",100,1000
"CC011xCC042","X3252x18042","29","D7","IgG1","SARS","N",NA,NA
"CC011xCC042","X3252x18042","29","D7","IgG1","SARS","S",NA,NA
"CC011xCC042","X3252x18042","29","D7","IgG2ac","SARS","N",NA,NA
"CC011xCC042","X3252x18042","29","D7","IgG2ac","SARS","S",100,1000
"CC011xCC042","X3252x18042","29","D7","IgG2b","SARS","N",NA,NA
"CC011xCC042","X3252x18042","29","D7","IgG2b","SARS","S",NA,300
"CC011xCC042","X3252x18042","29","D7","IgG3","SARS","N",NA,NA
"CC011xCC042","X3252x18042","29","D7","IgG3","SARS","S",NA,NA
"CC011xCC042","X3252x18042","29","D7","IgM","SARS","N",NA,NA
"CC011xCC042","X3252x18042","29","D7","IgM","SARS","S",300,3000
"CC011xCC042","X3252x18042","29","D7","TotalG","SARS","N",NA,1000
"CC011xCC042","X3252x18042","29","D7","TotalG","SARS","S",300,3000
"CC011xCC042","X3252x18042","31","D7","IgG1","SARS","N",NA,NA
"CC011xCC042","X3252x18042","31","D7","IgG1","SARS","S",NA,NA
"CC011xCC042","X3252x18042","31","D7","IgG2ac","SARS","N",NA,3000
"CC011xCC042","X3252x18042","31","D7","IgG2ac","SARS","S",NA,1000
"CC011xCC042","X3252x18042","31","D7","IgG2b","SARS","N",NA,NA
"CC011xCC042","X3252x18042","31","D7","IgG2b","SARS","S",NA,300
"CC011xCC042","X3252x18042","31","D7","IgG3","SARS","N",NA,3e+05
"CC011xCC042","X3252x18042","31","D7","IgG3","SARS","S",NA,NA
"CC011xCC042","X3252x18042","31","D7","IgM","SARS","N",NA,NA
"CC011xCC042","X3252x18042","31","D7","IgM","SARS","S",300,3000
"CC011xCC042","X3252x18042","31","D7","TotalG","SARS","N",NA,NA
"CC011xCC042","X3252x18042","31","D7","TotalG","SARS","S",100,1000
"CC011xCC042","X3252x18042","39","D29","IgG1","SARS","N",300,10000
"CC011xCC042","X3252x18042","39","D29","IgG1","SARS","S",300,10000
"CC011xCC042","X3252x18042","39","D29","IgG2ac","SARS","N",1000,10000
"CC011xCC042","X3252x18042","39","D29","IgG2ac","SARS","S",30000,3e+05
"CC011xCC042","X3252x18042","39","D29","IgG2b","SARS","N",300,3000
"CC011xCC042","X3252x18042","39","D29","IgG2b","SARS","S",3000,1e+05
"CC011xCC042","X3252x18042","39","D29","IgG3","SARS","N",NA,NA
"CC011xCC042","X3252x18042","39","D29","IgG3","SARS","S",NA,1000
"CC011xCC042","X3252x18042","39","D29","IgM","SARS","N",NA,NA
"CC011xCC042","X3252x18042","39","D29","IgM","SARS","S",NA,100
"CC011xCC042","X3252x18042","39","D29","TotalG","SARS","N",3000,30000
"CC011xCC042","X3252x18042","39","D29","TotalG","SARS","S",30000,1e+06
"CC011xCC042","X3252x18042","40","D29","IgG1","SARS","N",300,10000
"CC011xCC042","X3252x18042","40","D29","IgG1","SARS","S",1000,10000
"CC011xCC042","X3252x18042","40","D29","IgG2ac","SARS","N",1000,10000
"CC011xCC042","X3252x18042","40","D29","IgG2ac","SARS","S",30000,3e+05
"CC011xCC042","X3252x18042","40","D29","IgG2b","SARS","N",1000,10000
"CC011xCC042","X3252x18042","40","D29","IgG2b","SARS","S",3000,1e+05
"CC011xCC042","X3252x18042","40","D29","IgG3","SARS","N",NA,1000
"CC011xCC042","X3252x18042","40","D29","IgG3","SARS","S",NA,3000
"CC011xCC042","X3252x18042","40","D29","IgM","SARS","N",NA,NA
"CC011xCC042","X3252x18042","40","D29","IgM","SARS","S",NA,100
"CC011xCC042","X3252x18042","40","D29","TotalG","SARS","N",3000,30000
"CC011xCC042","X3252x18042","40","D29","TotalG","SARS","S",30000,1e+06
"CC011xCC042","X3252x18042","49","DRECHAL","IgG1","SARS","N",100,3000
"CC011xCC042","X3252x18042","49","DRECHAL","IgG1","SARS","S",NA,3000
"CC011xCC042","X3252x18042","49","DRECHAL","IgG2ac","SARS","N",1000,10000
"CC011xCC042","X3252x18042","49","DRECHAL","IgG2ac","SARS","S",30000,1e+06
"CC011xCC042","X3252x18042","49","DRECHAL","IgG2b","SARS","N",300,3000
"CC011xCC042","X3252x18042","49","DRECHAL","IgG2b","SARS","S",3000,1e+05
"CC011xCC042","X3252x18042","49","DRECHAL","IgG3","SARS","N",NA,1000
"CC011xCC042","X3252x18042","49","DRECHAL","IgG3","SARS","S",NA,3000
"CC011xCC042","X3252x18042","49","DRECHAL","IgM","SARS","N",NA,100
"CC011xCC042","X3252x18042","49","DRECHAL","IgM","SARS","S",NA,300
"CC011xCC042","X3252x18042","49","DRECHAL","TotalG","SARS","N",1000,30000
"CC011xCC042","X3252x18042","49","DRECHAL","TotalG","SARS","S",30000,1e+06
"CC011xCC042","X3252x18042","51","D29","IgG1","SARS","N",300,3000
"CC011xCC042","X3252x18042","51","D29","IgG1","SARS","S",100,3000
"CC011xCC042","X3252x18042","51","D29","IgG2ac","SARS","N",NA,3000
"CC011xCC042","X3252x18042","51","D29","IgG2ac","SARS","S",10000,3e+05
"CC011xCC042","X3252x18042","51","D29","IgG2b","SARS","N",300,3000
"CC011xCC042","X3252x18042","51","D29","IgG2b","SARS","S",1000,10000
"CC011xCC042","X3252x18042","51","D29","IgG3","SARS","N",NA,300
"CC011xCC042","X3252x18042","51","D29","IgG3","SARS","S",NA,1000
"CC011xCC042","X3252x18042","51","D29","IgM","SARS","N",NA,NA
"CC011xCC042","X3252x18042","51","D29","IgM","SARS","S",NA,100
"CC011xCC042","X3252x18042","51","D29","TotalG","SARS","N",1000,10000
"CC011xCC042","X3252x18042","51","D29","TotalG","SARS","S",30000,3e+05
"CC011xCC042","X3252x18042","6","DRECHAL","IgG1","SARS","N",300,10000
"CC011xCC042","X3252x18042","6","DRECHAL","IgG1","SARS","S",300,10000
"CC011xCC042","X3252x18042","6","DRECHAL","IgG2ac","SARS","N",1000,30000
"CC011xCC042","X3252x18042","6","DRECHAL","IgG2ac","SARS","S",30000,1e+06
"CC011xCC042","X3252x18042","6","DRECHAL","IgG2b","SARS","N",300,3000
"CC011xCC042","X3252x18042","6","DRECHAL","IgG2b","SARS","S",3000,1e+05
"CC011xCC042","X3252x18042","6","DRECHAL","IgG3","SARS","N",NA,300
"CC011xCC042","X3252x18042","6","DRECHAL","IgG3","SARS","S",100,3000
"CC011xCC042","X3252x18042","6","DRECHAL","IgM","SARS","N",NA,100
"CC011xCC042","X3252x18042","6","DRECHAL","IgM","SARS","S",NA,100
"CC011xCC042","X3252x18042","6","DRECHAL","TotalG","SARS","N",3000,30000
"CC011xCC042","X3252x18042","6","DRECHAL","TotalG","SARS","S",30000,1e+06
"CC011xCC042","X3252x18042","71","DRECHAL","IgG1","SARS","N",1000,10000
"CC011xCC042","X3252x18042","71","DRECHAL","IgG1","SARS","S",300,10000
"CC011xCC042","X3252x18042","71","DRECHAL","IgG2ac","SARS","N",1000,10000
"CC011xCC042","X3252x18042","71","DRECHAL","IgG2ac","SARS","S",30000,1e+06
"CC011xCC042","X3252x18042","71","DRECHAL","IgG2b","SARS","N",300,3000
"CC011xCC042","X3252x18042","71","DRECHAL","IgG2b","SARS","S",3000,1e+05
"CC011xCC042","X3252x18042","71","DRECHAL","IgG3","SARS","N",NA,100
"CC011xCC042","X3252x18042","71","DRECHAL","IgG3","SARS","S",NA,1000
"CC011xCC042","X3252x18042","71","DRECHAL","IgM","SARS","N",NA,NA
"CC011xCC042","X3252x18042","71","DRECHAL","IgM","SARS","S",NA,100
"CC011xCC042","X3252x18042","71","DRECHAL","TotalG","SARS","N",1000,30000
"CC011xCC042","X3252x18042","71","DRECHAL","TotalG","SARS","S",30000,1e+06
"CC012xCC038","X8005x8049","108","DRECHAL","IgG1","SARS","N",3000,30000
"CC012xCC038","X8005x8049","108","DRECHAL","IgG1","SARS","S",NA,100
"CC012xCC038","X8005x8049","108","DRECHAL","IgG2ac","SARS","N",1000,10000
"CC012xCC038","X8005x8049","108","DRECHAL","IgG2ac","SARS","S",10000,1e+05
"CC012xCC038","X8005x8049","108","DRECHAL","IgG2b","SARS","N",300,10000
"CC012xCC038","X8005x8049","108","DRECHAL","IgG2b","SARS","S",3000,30000
"CC012xCC038","X8005x8049","108","DRECHAL","IgG3","SARS","N",NA,NA
"CC012xCC038","X8005x8049","108","DRECHAL","IgG3","SARS","S",NA,300
"CC012xCC038","X8005x8049","108","DRECHAL","IgM","SARS","N",NA,NA
"CC012xCC038","X8005x8049","108","DRECHAL","IgM","SARS","S",NA,300
"CC012xCC038","X8005x8049","108","DRECHAL","TotalG","SARS","N",10000,1e+05
"CC012xCC038","X8005x8049","108","DRECHAL","TotalG","SARS","S",30000,3e+05
"CC012xCC038","X8005x8049","15","D7","IgG1","SARS","N",NA,NA
"CC012xCC038","X8005x8049","15","D7","IgG1","SARS","S",NA,NA
"CC012xCC038","X8005x8049","15","D7","IgG2ac","SARS","N",NA,NA
"CC012xCC038","X8005x8049","15","D7","IgG2ac","SARS","S",NA,300
"CC012xCC038","X8005x8049","15","D7","IgG2b","SARS","N",NA,NA
"CC012xCC038","X8005x8049","15","D7","IgG2b","SARS","S",NA,100
"CC012xCC038","X8005x8049","15","D7","IgG3","SARS","N",NA,NA
"CC012xCC038","X8005x8049","15","D7","IgG3","SARS","S",NA,NA
"CC012xCC038","X8005x8049","15","D7","IgM","SARS","N",NA,NA
"CC012xCC038","X8005x8049","15","D7","IgM","SARS","S",100,1000
