"RIX","alias","ID","day","isotype","virus","antigen","halfmax","last_positive"
"CC033xCC046","X8033x5346","111","D10","IgG1","SARS","N",3000,30000
"CC033xCC046","X8033x5346","111","D10","IgG1","SARS","S",NA,100
"CC033xCC046","X8033x5346","111","D10","IgG2ac","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","111","D10","IgG2ac","SARS","S",1000,1e+05
"CC033xCC046","X8033x5346","111","D10","IgG2b","SARS","N",3000,30000
"CC033xCC046","X8033x5346","111","D10","IgG2b","SARS","S",1000,10000
"CC033xCC046","X8033x5346","111","D10","IgG3","SARS","N",NA,1000
"CC033xCC046","X8033x5346","111","D10","IgG3","SARS","S",NA,1000
"CC033xCC046","X8033x5346","111","D10","IgM","SARS","N",100,1000
"CC033xCC046","X8033x5346","111","D10","IgM","SARS","S",300,3000
"CC033xCC046","X8033x5346","111","D10","TotalG","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","111","D10","TotalG","SARS","S",10000,1e+06
"CC033xCC046","X8033x5346","116","D10","IgG1","SARS","N",1000,10000
"CC033xCC046","X8033x5346","116","D10","IgG1","SARS","S",NA,100
"CC033xCC046","X8033x5346","116","D10","IgG2ac","SARS","N",3000,1e+05
"CC033xCC046","X8033x5346","116","D10","IgG2ac","SARS","S",3000,1e+05
"CC033xCC046","X8033x5346","116","D10","IgG2b","SARS","N",1000,10000
"CC033xCC046","X8033x5346","116","D10","IgG2b","SARS","S",1000,10000
"CC033xCC046","X8033x5346","116","D10","IgG3","SARS","N",100,3000
"CC033xCC046","X8033x5346","116","D10","IgG3","SARS","S",NA,300
"CC033xCC046","X8033x5346","116","D10","IgM","SARS","N",100,1000
"CC033xCC046","X8033x5346","116","D10","IgM","SARS","S",1000,10000
"CC033xCC046","X8033x5346","116","D10","TotalG","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","116","D10","TotalG","SARS","S",10000,1e+05
"CC033xCC046","X8033x5346","46","DRECHAL","IgG1","SARS","N",300,10000
"CC033xCC046","X8033x5346","46","DRECHAL","IgG1","SARS","S",300,3000
"CC033xCC046","X8033x5346","46","DRECHAL","IgG2ac","SARS","N",3000,30000
"CC033xCC046","X8033x5346","46","DRECHAL","IgG2ac","SARS","S",30000,3e+05
"CC033xCC046","X8033x5346","46","DRECHAL","IgG2b","SARS","N",1000,10000
"CC033xCC046","X8033x5346","46","DRECHAL","IgG2b","SARS","S",3000,30000
"CC033xCC046","X8033x5346","46","DRECHAL","IgG3","SARS","N",100,1000
"CC033xCC046","X8033x5346","46","DRECHAL","IgG3","SARS","S",300,3000
"CC033xCC046","X8033x5346","46","DRECHAL","IgM","SARS","N",NA,300
"CC033xCC046","X8033x5346","46","DRECHAL","IgM","SARS","S",100,1000
"CC033xCC046","X8033x5346","46","DRECHAL","TotalG","SARS","N",10000,30000
"CC033xCC046","X8033x5346","46","DRECHAL","TotalG","SARS","S",30000,3e+05
"CC033xCC046","X8033x5346","47","DRECHAL","IgG1","SARS","N",3000,30000
"CC033xCC046","X8033x5346","47","DRECHAL","IgG1","SARS","S",3000,30000
"CC033xCC046","X8033x5346","47","DRECHAL","IgG2ac","SARS","N",10000,1e+06
"CC033xCC046","X8033x5346","47","DRECHAL","IgG2ac","SARS","S",1e+05,3e+06
"CC033xCC046","X8033x5346","47","DRECHAL","IgG2b","SARS","N",3000,30000
"CC033xCC046","X8033x5346","47","DRECHAL","IgG2b","SARS","S",10000,1e+05
"CC033xCC046","X8033x5346","47","DRECHAL","IgG3","SARS","N",100,1000
"CC033xCC046","X8033x5346","47","DRECHAL","IgG3","SARS","S",300,3000
"CC033xCC046","X8033x5346","47","DRECHAL","IgM","SARS","N",100,300
"CC033xCC046","X8033x5346","47","DRECHAL","IgM","SARS","S",300,1000
"CC033xCC046","X8033x5346","47","DRECHAL","TotalG","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","47","DRECHAL","TotalG","SARS","S",3e+05,3e+06
"CC033xCC046","X8033x5346","48","DRECHAL","IgG1","SARS","N",1000,10000
"CC033xCC046","X8033x5346","48","DRECHAL","IgG1","SARS","S",300,10000
"CC033xCC046","X8033x5346","48","DRECHAL","IgG2ac","SARS","N",3000,30000
"CC033xCC046","X8033x5346","48","DRECHAL","IgG2ac","SARS","S",30000,3e+05
"CC033xCC046","X8033x5346","48","DRECHAL","IgG2b","SARS","N",1000,10000
"CC033xCC046","X8033x5346","48","DRECHAL","IgG2b","SARS","S",3000,1e+05
"CC033xCC046","X8033x5346","48","DRECHAL","IgG3","SARS","N",NA,1000
"CC033xCC046","X8033x5346","48","DRECHAL","IgG3","SARS","S",100,3000
"CC033xCC046","X8033x5346","48","DRECHAL","IgM","SARS","N",NA,300
"CC033xCC046","X8033x5346","48","DRECHAL","IgM","SARS","S",300,1000
"CC033xCC046","X8033x5346","48","DRECHAL","TotalG","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","48","DRECHAL","TotalG","SARS","S",30000,1e+06
"CC033xCC046","X8033x5346","88","D7","IgG1","SARS","N",NA,300
"CC033xCC046","X8033x5346","88","D7","IgG1","SARS","S",NA,NA
"CC033xCC046","X8033x5346","88","D7","IgG2ac","SARS","N",100,10000
"CC033xCC046","X8033x5346","88","D7","IgG2ac","SARS","S",300,10000
"CC033xCC046","X8033x5346","88","D7","IgG2b","SARS","N",NA,300
"CC033xCC046","X8033x5346","88","D7","IgG2b","SARS","S",NA,100
"CC033xCC046","X8033x5346","88","D7","IgG3","SARS","N",NA,300
"CC033xCC046","X8033x5346","88","D7","IgG3","SARS","S",NA,NA
"CC033xCC046","X8033x5346","88","D7","IgM","SARS","N",NA,300
"CC033xCC046","X8033x5346","88","D7","IgM","SARS","S",300,3000
"CC033xCC046","X8033x5346","88","D7","TotalG","SARS","N",100,1000
"CC033xCC046","X8033x5346","88","D7","TotalG","SARS","S",1000,30000
"CC033xCC046","X8033x5346","89","D7","IgG1","SARS","N",NA,300
"CC033xCC046","X8033x5346","89","D7","IgG1","SARS","S",NA,100
"CC033xCC046","X8033x5346","89","D7","IgG2ac","SARS","N",300,3000
"CC033xCC046","X8033x5346","89","D7","IgG2ac","SARS","S",1000,10000
"CC033xCC046","X8033x5346","89","D7","IgG2b","SARS","N",NA,300
"CC033xCC046","X8033x5346","89","D7","IgG2b","SARS","S",100,1000
"CC033xCC046","X8033x5346","89","D7","IgG3","SARS","N",NA,100
"CC033xCC046","X8033x5346","89","D7","IgG3","SARS","S",NA,NA
"CC033xCC046","X8033x5346","89","D7","IgM","SARS","N",100,1000
"CC033xCC046","X8033x5346","89","D7","IgM","SARS","S",1000,10000
"CC033xCC046","X8033x5346","89","D7","TotalG","SARS","N",300,3000
"CC033xCC046","X8033x5346","89","D7","TotalG","SARS","S",3000,10000
"CC033xCC046","X8033x5346","90","D7","IgG1","SARS","N",NA,300
"CC033xCC046","X8033x5346","90","D7","IgG1","SARS","S",NA,NA
"CC033xCC046","X8033x5346","90","D7","IgG2ac","SARS","N",NA,300
"CC033xCC046","X8033x5346","90","D7","IgG2ac","SARS","S",300,3000
"CC033xCC046","X8033x5346","90","D7","IgG2b","SARS","N",NA,100
"CC033xCC046","X8033x5346","90","D7","IgG2b","SARS","S",100,1000
"CC033xCC046","X8033x5346","90","D7","IgG3","SARS","N",NA,300
"CC033xCC046","X8033x5346","90","D7","IgG3","SARS","S",NA,NA
"CC033xCC046","X8033x5346","90","D7","IgM","SARS","N",NA,300
"CC033xCC046","X8033x5346","90","D7","IgM","SARS","S",300,3000
"CC033xCC046","X8033x5346","90","D7","TotalG","SARS","N",100,1000
"CC033xCC046","X8033x5346","90","D7","TotalG","SARS","S",1000,1e+05
"CC033xCC046","X8033x5346","91","D7","IgG1","SARS","N",NA,300
"CC033xCC046","X8033x5346","91","D7","IgG1","SARS","S",NA,NA
"CC033xCC046","X8033x5346","91","D7","IgG2ac","SARS","N",100,3000
"CC033xCC046","X8033x5346","91","D7","IgG2ac","SARS","S",100,1000
"CC033xCC046","X8033x5346","91","D7","IgG2b","SARS","N",NA,300
"CC033xCC046","X8033x5346","91","D7","IgG2b","SARS","S",NA,300
"CC033xCC046","X8033x5346","91","D7","IgG3","SARS","N",NA,NA
"CC033xCC046","X8033x5346","91","D7","IgG3","SARS","S",NA,NA
"CC033xCC046","X8033x5346","91","D7","IgM","SARS","N",100,1000
"CC033xCC046","X8033x5346","91","D7","IgM","SARS","S",300,3000
"CC033xCC046","X8033x5346","91","D7","TotalG","SARS","N",300,3000
"CC033xCC046","X8033x5346","91","D7","TotalG","SARS","S",300,30000
"CC033xCC046","X8033x5346","94","D15","IgG1","SARS","N",1000,10000
"CC033xCC046","X8033x5346","94","D15","IgG1","SARS","S",100,3000
"CC033xCC046","X8033x5346","94","D15","IgG2ac","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","94","D15","IgG2ac","SARS","S",1e+05,1e+06
"CC033xCC046","X8033x5346","94","D15","IgG2b","SARS","N",3000,30000
"CC033xCC046","X8033x5346","94","D15","IgG2b","SARS","S",3000,30000
"CC033xCC046","X8033x5346","94","D15","IgG3","SARS","N",NA,1000
"CC033xCC046","X8033x5346","94","D15","IgG3","SARS","S",NA,3000
"CC033xCC046","X8033x5346","94","D15","IgM","SARS","N",100,300
"CC033xCC046","X8033x5346","94","D15","IgM","SARS","S",300,3000
"CC033xCC046","X8033x5346","94","D15","TotalG","SARS","N",10000,3e+05
"CC033xCC046","X8033x5346","94","D15","TotalG","SARS","S",1e+05,3e+06
"CC033xCC046","X8033x5346","95","D15","IgG1","SARS","N",3000,30000
"CC033xCC046","X8033x5346","95","D15","IgG1","SARS","S",300,10000
"CC033xCC046","X8033x5346","95","D15","IgG2ac","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","95","D15","IgG2ac","SARS","S",30000,3e+05
"CC033xCC046","X8033x5346","95","D15","IgG2b","SARS","N",3000,30000
"CC033xCC046","X8033x5346","95","D15","IgG2b","SARS","S",3000,30000
"CC033xCC046","X8033x5346","95","D15","IgG3","SARS","N",300,3000
"CC033xCC046","X8033x5346","95","D15","IgG3","SARS","S",300,3000
"CC033xCC046","X8033x5346","95","D15","IgM","SARS","N",NA,1000
"CC033xCC046","X8033x5346","95","D15","IgM","SARS","S",300,3000
"CC033xCC046","X8033x5346","95","D15","TotalG","SARS","N",10000,3e+05
"CC033xCC046","X8033x5346","95","D15","TotalG","SARS","S",30000,1e+06
"CC033xCC046","X8033x5346","98","D15","IgG1","SARS","N",3000,30000
"CC033xCC046","X8033x5346","98","D15","IgG1","SARS","S",300,3000
"CC033xCC046","X8033x5346","98","D15","IgG2ac","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","98","D15","IgG2ac","SARS","S",30000,3e+05
"CC033xCC046","X8033x5346","98","D15","IgG2b","SARS","N",1000,10000
"CC033xCC046","X8033x5346","98","D15","IgG2b","SARS","S",3000,30000
"CC033xCC046","X8033x5346","98","D15","IgG3","SARS","N",NA,1000
"CC033xCC046","X8033x5346","98","D15","IgG3","SARS","S",100,1000
"CC033xCC046","X8033x5346","98","D15","IgM","SARS","N",NA,300
"CC033xCC046","X8033x5346","98","D15","IgM","SARS","S",300,3000
"CC033xCC046","X8033x5346","98","D15","TotalG","SARS","N",10000,1e+05
"CC033xCC046","X8033x5346","98","D15","TotalG","SARS","S",30000,3e+06
"CC033xCC068","X8033x16768","105","DRECHAL","IgG1","SARS","N",300,10000
"CC033xCC068","X8033x16768","105","DRECHAL","IgG1","SARS","S",300,3000
"CC033xCC068","X8033x16768","105","DRECHAL","IgG2ac","SARS","N",10000,1e+05
"CC033xCC068","X8033x16768","105","DRECHAL","IgG2ac","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","105","DRECHAL","IgG2b","SARS","N",1000,10000
"CC033xCC068","X8033x16768","105","DRECHAL","IgG2b","SARS","S",1000,30000
"CC033xCC068","X8033x16768","105","DRECHAL","IgG3","SARS","N",100,1000
"CC033xCC068","X8033x16768","105","DRECHAL","IgG3","SARS","S",NA,3000
"CC033xCC068","X8033x16768","105","DRECHAL","IgM","SARS","N",NA,300
"CC033xCC068","X8033x16768","105","DRECHAL","IgM","SARS","S",300,3000
"CC033xCC068","X8033x16768","105","DRECHAL","TotalG","SARS","N",10000,1e+05
"CC033xCC068","X8033x16768","105","DRECHAL","TotalG","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","106","DRECHAL","IgG1","SARS","N",3000,30000
"CC033xCC068","X8033x16768","106","DRECHAL","IgG1","SARS","S",NA,3000
"CC033xCC068","X8033x16768","106","DRECHAL","IgG2ac","SARS","N",30000,3e+05
"CC033xCC068","X8033x16768","106","DRECHAL","IgG2ac","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","106","DRECHAL","IgG2b","SARS","N",3000,30000
"CC033xCC068","X8033x16768","106","DRECHAL","IgG2b","SARS","S",3000,30000
"CC033xCC068","X8033x16768","106","DRECHAL","IgG3","SARS","N",100,3000
"CC033xCC068","X8033x16768","106","DRECHAL","IgG3","SARS","S",100,3000
"CC033xCC068","X8033x16768","106","DRECHAL","IgM","SARS","N",100,300
"CC033xCC068","X8033x16768","106","DRECHAL","IgM","SARS","S",300,1000
"CC033xCC068","X8033x16768","106","DRECHAL","TotalG","SARS","N",30000,3e+05
"CC033xCC068","X8033x16768","106","DRECHAL","TotalG","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","62","D7","IgG1","SARS","N",NA,NA
"CC033xCC068","X8033x16768","62","D7","IgG1","SARS","S",NA,NA
"CC033xCC068","X8033x16768","62","D7","IgG2ac","SARS","N",NA,NA
"CC033xCC068","X8033x16768","62","D7","IgG2ac","SARS","S",100,1000
"CC033xCC068","X8033x16768","62","D7","IgG2b","SARS","N",NA,NA
"CC033xCC068","X8033x16768","62","D7","IgG2b","SARS","S",NA,300
"CC033xCC068","X8033x16768","62","D7","IgG3","SARS","N",NA,NA
"CC033xCC068","X8033x16768","62","D7","IgG3","SARS","S",NA,NA
"CC033xCC068","X8033x16768","62","D7","IgM","SARS","N",NA,100
"CC033xCC068","X8033x16768","62","D7","IgM","SARS","S",300,3000
"CC033xCC068","X8033x16768","62","D7","TotalG","SARS","N",NA,NA
"CC033xCC068","X8033x16768","62","D7","TotalG","SARS","S",100,1000
"CC033xCC068","X8033x16768","63","D29","IgG1","SARS","N",1000,10000
"CC033xCC068","X8033x16768","63","D29","IgG1","SARS","S",1000,10000
"CC033xCC068","X8033x16768","63","D29","IgG2ac","SARS","N",10000,1e+05
"CC033xCC068","X8033x16768","63","D29","IgG2ac","SARS","S",1e+05,3e+05
"CC033xCC068","X8033x16768","63","D29","IgG2b","SARS","N",1000,10000
"CC033xCC068","X8033x16768","63","D29","IgG2b","SARS","S",3000,30000
"CC033xCC068","X8033x16768","63","D29","IgG3","SARS","N",NA,1000
"CC033xCC068","X8033x16768","63","D29","IgG3","SARS","S",NA,1000
"CC033xCC068","X8033x16768","63","D29","IgM","SARS","N",NA,300
"CC033xCC068","X8033x16768","63","D29","IgM","SARS","S",100,1000
"CC033xCC068","X8033x16768","63","D29","TotalG","SARS","N",10000,1e+05
"CC033xCC068","X8033x16768","63","D29","TotalG","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","67","D7","IgG1","SARS","N",NA,NA
"CC033xCC068","X8033x16768","67","D7","IgG1","SARS","S",NA,NA
"CC033xCC068","X8033x16768","67","D7","IgG2ac","SARS","N",NA,NA
"CC033xCC068","X8033x16768","67","D7","IgG2ac","SARS","S",300,3000
"CC033xCC068","X8033x16768","67","D7","IgG2b","SARS","N",NA,NA
"CC033xCC068","X8033x16768","67","D7","IgG2b","SARS","S",NA,100
"CC033xCC068","X8033x16768","67","D7","IgG3","SARS","N",NA,NA
"CC033xCC068","X8033x16768","67","D7","IgG3","SARS","S",NA,NA
"CC033xCC068","X8033x16768","67","D7","IgM","SARS","N",NA,100
"CC033xCC068","X8033x16768","67","D7","IgM","SARS","S",300,3000
"CC033xCC068","X8033x16768","67","D7","TotalG","SARS","N",NA,100
"CC033xCC068","X8033x16768","67","D7","TotalG","SARS","S",300,3000
"CC033xCC068","X8033x16768","68","D29","IgG1","SARS","N",300,3000
"CC033xCC068","X8033x16768","68","D29","IgG1","SARS","S",NA,300
"CC033xCC068","X8033x16768","68","D29","IgG2ac","SARS","N",1000,10000
"CC033xCC068","X8033x16768","68","D29","IgG2ac","SARS","S",30000,3e+05
"CC033xCC068","X8033x16768","68","D29","IgG2b","SARS","N",NA,300
"CC033xCC068","X8033x16768","68","D29","IgG2b","SARS","S",1000,10000
"CC033xCC068","X8033x16768","68","D29","IgG3","SARS","N",NA,100
"CC033xCC068","X8033x16768","68","D29","IgG3","SARS","S",NA,1000
"CC033xCC068","X8033x16768","68","D29","IgM","SARS","N",NA,100
"CC033xCC068","X8033x16768","68","D29","IgM","SARS","S",100,1000
"CC033xCC068","X8033x16768","68","D29","TotalG","SARS","N",1000,10000
"CC033xCC068","X8033x16768","68","D29","TotalG","SARS","S",30000,3e+05
"CC033xCC068","X8033x16768","71","D7","IgG1","SARS","N",NA,NA
"CC033xCC068","X8033x16768","71","D7","IgG1","SARS","S",NA,NA
"CC033xCC068","X8033x16768","71","D7","IgG2ac","SARS","N",NA,NA
"CC033xCC068","X8033x16768","71","D7","IgG2ac","SARS","S",NA,NA
"CC033xCC068","X8033x16768","71","D7","IgG2b","SARS","N",NA,NA
"CC033xCC068","X8033x16768","71","D7","IgG2b","SARS","S",NA,NA
"CC033xCC068","X8033x16768","71","D7","IgG3","SARS","N",NA,NA
"CC033xCC068","X8033x16768","71","D7","IgG3","SARS","S",NA,NA
"CC033xCC068","X8033x16768","71","D7","IgM","SARS","N",NA,100
"CC033xCC068","X8033x16768","71","D7","IgM","SARS","S",NA,100
"CC033xCC068","X8033x16768","71","D7","TotalG","SARS","N",NA,NA
"CC033xCC068","X8033x16768","71","D7","TotalG","SARS","S",NA,NA
"CC033xCC068","X8033x16768","72","D29","IgG1","SARS","N",100,1000
"CC033xCC068","X8033x16768","72","D29","IgG1","SARS","S",NA,1000
"CC033xCC068","X8033x16768","72","D29","IgG2ac","SARS","N",3000,30000
"CC033xCC068","X8033x16768","72","D29","IgG2ac","SARS","S",1e+05,3e+05
"CC033xCC068","X8033x16768","72","D29","IgG2b","SARS","N",300,3000
"CC033xCC068","X8033x16768","72","D29","IgG2b","SARS","S",3000,30000
"CC033xCC068","X8033x16768","72","D29","IgG3","SARS","N",NA,100
"CC033xCC068","X8033x16768","72","D29","IgG3","SARS","S",NA,1000
"CC033xCC068","X8033x16768","72","D29","IgM","SARS","N",NA,300
"CC033xCC068","X8033x16768","72","D29","IgM","SARS","S",300,1000
"CC033xCC068","X8033x16768","72","D29","TotalG","SARS","N",3000,30000
"CC033xCC068","X8033x16768","72","D29","TotalG","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","98","DRECHAL","IgG1","SARS","N",1000,10000
"CC033xCC068","X8033x16768","98","DRECHAL","IgG1","SARS","S",300,3000
"CC033xCC068","X8033x16768","98","DRECHAL","IgG2ac","SARS","N",10000,1e+05
"CC033xCC068","X8033x16768","98","DRECHAL","IgG2ac","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","98","DRECHAL","IgG2b","SARS","N",1000,10000
"CC033xCC068","X8033x16768","98","DRECHAL","IgG2b","SARS","S",3000,30000
"CC033xCC068","X8033x16768","98","DRECHAL","IgG3","SARS","N",NA,300
"CC033xCC068","X8033x16768","98","DRECHAL","IgG3","SARS","S",1000,10000
"CC033xCC068","X8033x16768","98","DRECHAL","IgM","SARS","N",100,300
"CC033xCC068","X8033x16768","98","DRECHAL","IgM","SARS","S",300,3000
"CC033xCC068","X8033x16768","98","DRECHAL","TotalG","SARS","N",10000,1e+05
"CC033xCC068","X8033x16768","98","DRECHAL","TotalG","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","99","DRECHAL","IgG1","SARS","N",3000,30000
"CC033xCC068","X8033x16768","99","DRECHAL","IgG1","SARS","S",100,3000
"CC033xCC068","X8033x16768","99","DRECHAL","IgG2ac","SARS","N",30000,3e+05
"CC033xCC068","X8033x16768","99","DRECHAL","IgG2ac","SARS","S",1e+05,1e+06
"CC033xCC068","X8033x16768","99","DRECHAL","IgG2b","SARS","N",1000,10000
"CC033xCC068","X8033x16768","99","DRECHAL","IgG2b","SARS","S",3000,30000
"CC033xCC068","X8033x16768","99","DRECHAL","IgG3","SARS","N",300,3000
"CC033xCC068","X8033x16768","99","DRECHAL","IgG3","SARS","S",NA,3000
"CC033xCC068","X8033x16768","99","DRECHAL","IgM","SARS","N",100,300
"CC033xCC068","X8033x16768","99","DRECHAL","IgM","SARS","S",300,3000
"CC033xCC068","X8033x16768","99","DRECHAL","TotalG","SARS","N",30000,3e+05
"CC033xCC068","X8033x16768","99","DRECHAL","TotalG","SARS","S",1e+05,1e+06
"CC035xCC020","X5035x8054","18","DRECHAL","IgG1","SARS","N",1000,10000
"CC035xCC020","X5035x8054","18","DRECHAL","IgG1","SARS","S",1000,10000
"CC035xCC020","X5035x8054","18","DRECHAL","IgG2ac","SARS","N",1000,10000
"CC035xCC020","X5035x8054","18","DRECHAL","IgG2ac","SARS","S",1e+05,1e+06
"CC035xCC020","X5035x8054","18","DRECHAL","IgG2b","SARS","N",1000,10000
"CC035xCC020","X5035x8054","18","DRECHAL","IgG2b","SARS","S",3000,30000
"CC035xCC020","X5035x8054","18","DRECHAL","IgG3","SARS","N",100,1000
"CC035xCC020","X5035x8054","18","DRECHAL","IgG3","SARS","S",300,3000
"CC035xCC020","X5035x8054","18","DRECHAL","IgM","SARS","N",NA,NA
"CC035xCC020","X5035x8054","18","DRECHAL","IgM","SARS","S",300,1000
"CC035xCC020","X5035x8054","18","DRECHAL","TotalG","SARS","N",3000,30000
"CC035xCC020","X5035x8054","18","DRECHAL","TotalG","SARS","S",1e+05,3e+06
"CC035xCC020","X5035x8054","19","DRECHAL","IgG1","SARS","N",100,1000
"CC035xCC020","X5035x8054","19","DRECHAL","IgG1","SARS","S",3000,30000
"CC035xCC020","X5035x8054","19","DRECHAL","IgG2ac","SARS","N",1000,10000
"CC035xCC020","X5035x8054","19","DRECHAL","IgG2ac","SARS","S",1e+05,1e+06
"CC035xCC020","X5035x8054","19","DRECHAL","IgG2b","SARS","N",1000,10000
"CC035xCC020","X5035x8054","19","DRECHAL","IgG2b","SARS","S",3000,30000
"CC035xCC020","X5035x8054","19","DRECHAL","IgG3","SARS","N",NA,300
"CC035xCC020","X5035x8054","19","DRECHAL","IgG3","SARS","S",1000,10000
"CC035xCC020","X5035x8054","19","DRECHAL","IgM","SARS","N",NA,300
"CC035xCC020","X5035x8054","19","DRECHAL","IgM","SARS","S",300,3000
"CC035xCC020","X5035x8054","19","DRECHAL","TotalG","SARS","N",3000,30000
"CC035xCC020","X5035x8054","19","DRECHAL","TotalG","SARS","S",1e+05,3e+06
"CC035xCC020","X5035x8054","35","D7","IgG1","SARS","N",NA,100
"CC035xCC020","X5035x8054","35","D7","IgG1","SARS","S",NA,NA
"CC035xCC020","X5035x8054","35","D7","IgG2ac","SARS","N",NA,300
"CC035xCC020","X5035x8054","35","D7","IgG2ac","SARS","S",1000,10000
"CC035xCC020","X5035x8054","35","D7","IgG2b","SARS","N",NA,NA
"CC035xCC020","X5035x8054","35","D7","IgG2b","SARS","S",NA,300
"CC035xCC020","X5035x8054","35","D7","IgG3","SARS","N",NA,NA
"CC035xCC020","X5035x8054","35","D7","IgG3","SARS","S",NA,300
"CC035xCC020","X5035x8054","35","D7","IgM","SARS","N",NA,100
"CC035xCC020","X5035x8054","35","D7","IgM","SARS","S",3000,30000
"CC035xCC020","X5035x8054","35","D7","TotalG","SARS","N",NA,300
"CC035xCC020","X5035x8054","35","D7","TotalG","SARS","S",3000,3e+05
"CC035xCC020","X5035x8054","36","D7","IgG1","SARS","N",300,3000
"CC035xCC020","X5035x8054","36","D7","IgG1","SARS","S",NA,NA
"CC035xCC020","X5035x8054","36","D7","IgG2ac","SARS","N",300,1000
"CC035xCC020","X5035x8054","36","D7","IgG2ac","SARS","S",3000,30000
"CC035xCC020","X5035x8054","36","D7","IgG2b","SARS","N",100,1000
"CC035xCC020","X5035x8054","36","D7","IgG2b","SARS","S",NA,1000
"CC035xCC020","X5035x8054","36","D7","IgG3","SARS","N",100,1000
"CC035xCC020","X5035x8054","36","D7","IgG3","SARS","S",100,1000
"CC035xCC020","X5035x8054","36","D7","IgM","SARS","N",NA,300
"CC035xCC020","X5035x8054","36","D7","IgM","SARS","S",3000,30000
"CC035xCC020","X5035x8054","36","D7","TotalG","SARS","N",1000,10000
"CC035xCC020","X5035x8054","36","D7","TotalG","SARS","S",10000,3e+05
"CC035xCC020","X5035x8054","37","D7","IgG1","SARS","N",NA,NA
"CC035xCC020","X5035x8054","37","D7","IgG1","SARS","S",NA,1000
"CC035xCC020","X5035x8054","37","D7","IgG2ac","SARS","N",NA,100
"CC035xCC020","X5035x8054","37","D7","IgG2ac","SARS","S",3000,30000
"CC035xCC020","X5035x8054","37","D7","IgG2b","SARS","N",NA,NA
"CC035xCC020","X5035x8054","37","D7","IgG2b","SARS","S",100,1000
"CC035xCC020","X5035x8054","37","D7","IgG3","SARS","N",NA,NA
"CC035xCC020","X5035x8054","37","D7","IgG3","SARS","S",100,1000
"CC035xCC020","X5035x8054","37","D7","IgM","SARS","N",NA,100
"CC035xCC020","X5035x8054","37","D7","IgM","SARS","S",3000,30000
"CC035xCC020","X5035x8054","37","D7","TotalG","SARS","N",NA,100
"CC035xCC020","X5035x8054","37","D7","TotalG","SARS","S",10000,1e+05
"CC035xCC020","X5035x8054","38","D15","IgG1","SARS","N",3000,10000
"CC035xCC020","X5035x8054","38","D15","IgG1","SARS","S",300,10000
"CC035xCC020","X5035x8054","38","D15","IgG2ac","SARS","N",3000,30000
"CC035xCC020","X5035x8054","38","D15","IgG2ac","SARS","S",30000,3e+05
"CC035xCC020","X5035x8054","38","D15","IgG2b","SARS","N",1000,10000
"CC035xCC020","X5035x8054","38","D15","IgG2b","SARS","S",3000,30000
"CC035xCC020","X5035x8054","38","D15","IgG3","SARS","N",100,1000
"CC035xCC020","X5035x8054","38","D15","IgG3","SARS","S",1000,10000
"CC035xCC020","X5035x8054","38","D15","IgM","SARS","N",NA,300
"CC035xCC020","X5035x8054","38","D15","IgM","SARS","S",300,3000
"CC035xCC020","X5035x8054","38","D15","TotalG","SARS","N",10000,1e+05
"CC035xCC020","X5035x8054","38","D15","TotalG","SARS","S",1e+05,1e+06
"CC035xCC020","X5035x8054","39","D15","IgG1","SARS","N",300,3000
"CC035xCC020","X5035x8054","39","D15","IgG1","SARS","S",NA,3000
"CC035xCC020","X5035x8054","39","D15","IgG2ac","SARS","N",3000,30000
"CC035xCC020","X5035x8054","39","D15","IgG2ac","SARS","S",30000,3e+05
"CC035xCC020","X5035x8054","39","D15","IgG2b","SARS","N",1000,10000
"CC035xCC020","X5035x8054","39","D15","IgG2b","SARS","S",3000,30000
"CC035xCC020","X5035x8054","39","D15","IgG3","SARS","N",300,3000
"CC035xCC020","X5035x8054","39","D15","IgG3","SARS","S",300,3000
"CC035xCC020","X5035x8054","39","D15","IgM","SARS","N",NA,300
"CC035xCC020","X5035x8054","39","D15","IgM","SARS","S",100,3000
"CC035xCC020","X5035x8054","39","D15","TotalG","SARS","N",10000,1e+05
"CC035xCC020","X5035x8054","39","D15","TotalG","SARS","S",1e+05,3e+06
"CC035xCC020","X5035x8054","42","D15","IgG1","SARS","N",100,1000
"CC035xCC020","X5035x8054","42","D15","IgG1","SARS","S",100,3000
"CC035xCC020","X5035x8054","42","D15","IgG2ac","SARS","N",1000,3000
"CC035xCC020","X5035x8054","42","D15","IgG2ac","SARS","S",30000,3e+05
