"RIX","alias","ID","day","virus","antigen","IgM"
"CC061xCC039","X8048x15155","70","D29","SARS","S",-0.13865591881127
"CC062xCC072","X5306x16521","104","D29","SARS","N",-1.59262837365547
"CC062xCC072","X5306x16521","104","D29","SARS","S",-0.465490148850552
"CC062xCC072","X5306x16521","105","D29","SARS","N",-1.37218118397785
"CC062xCC072","X5306x16521","105","D29","SARS","S",0.109644717854255
"CC062xCC072","X5306x16521","106","D29","SARS","N",-1.37932851846073
"CC062xCC072","X5306x16521","106","D29","SARS","S",-0.433309710265137
"CC062xCC072","X5306x16521","107","D29","SARS","N",-1.04200617757345
"CC062xCC072","X5306x16521","107","D29","SARS","S",-0.303816013730604
"CC068xCC043","X16768x8021","140","D29","SARS","N",-0.569374312322068
"CC068xCC043","X16768x8021","140","D29","SARS","S",0.24949563847534
"CC068xCC043","X16768x8021","141","D29","SARS","N",-0.413667693302448
"CC068xCC043","X16768x8021","141","D29","SARS","S",0.0753241304727627
"CC068xCC043","X16768x8021","151","D29","SARS","N",-0.364688916044475
"CC068xCC043","X16768x8021","151","D29","SARS","S",-0.118288426643405
"CC070xCC003","X16034x13067","49","D29","SARS","N",-2.05035863289548
"CC070xCC003","X16034x13067","49","D29","SARS","S",-1.2615269217923
"CC070xCC003","X16034x13067","50","D29","SARS","N",-1.85969194056399
"CC070xCC003","X16034x13067","50","D29","SARS","S",-1.36984649072177
"CC070xCC003","X16034x13067","53","D29","SARS","N",-2.11539764863661
"CC070xCC003","X16034x13067","53","D29","SARS","S",-1.19266998852041
"CC072xCC063","X16521x5391","122","D29","SARS","N",-2.04044170808373
"CC072xCC063","X16521x5391","122","D29","SARS","S",-0.00526171680867541
"CC072xCC063","X16521x5391","124","D29","SARS","N",-1.01194528466581
"CC072xCC063","X16521x5391","124","D29","SARS","S",0.255689086934709
"CC072xCC063","X16521x5391","125","D29","SARS","N",-1.49110106131759
"CC072xCC063","X16521x5391","125","D29","SARS","S",0.204831437074307
"CC072xCC063","X16521x5391","126","D29","SARS","N",-1.6920081909701
"CC072xCC063","X16521x5391","126","D29","SARS","S",0.033264633303217
"CC072xCC075","X16521x3260","10","D29","SARS","N",-1.52945918329862
"CC072xCC075","X16521x3260","10","D29","SARS","S",-1.03332256237696
"CC072xCC075","X16521x3260","15","D29","SARS","N",-1.72139876695843
"CC072xCC075","X16521x3260","15","D29","SARS","S",-1.73030662910404
"CC072xCC075","X16521x3260","4","D29","SARS","N",-1.63624273560568
"CC072xCC075","X16521x3260","4","D29","SARS","S",-1.42988620092558
"CC075xCC021","X3260x1566","42","D29","SARS","N",-1.73084093537243
"CC075xCC021","X3260x1566","42","D29","SARS","S",-0.737868488476952
"CC075xCC021","X3260x1566","43","D29","SARS","N",-2.45919658207555
"CC075xCC021","X3260x1566","43","D29","SARS","S",-0.931391386914875
"CC075xCC021","X3260x1566","44","D29","SARS","N",-2.13046598609372
"CC075xCC021","X3260x1566","44","D29","SARS","S",0.204381623765261
"CC075xCC035","X3260x5035","107","D29","SARS","N",-0.368942735863112
"CC075xCC035","X3260x5035","107","D29","SARS","S",0.472300568007444
"CC075xCC035","X3260x5035","108","D29","SARS","N",-0.272029924327347
"CC075xCC035","X3260x5035","108","D29","SARS","S",0.489844821527495
"CC075xCC035","X3260x5035","109","D29","SARS","N",-0.0889691898655552
"CC075xCC035","X3260x5035","109","D29","SARS","S",0.509709076242163
"NAxCC019","X8042x16513","101","D29","SARS","N",-1.42722075846047
"NAxCC019","X8042x16513","101","D29","SARS","S",-1.24926139294642
"NAxCC019","X8042x16513","102","D29","SARS","N",NA
"NAxCC019","X8042x16513","102","D29","SARS","S",-1.54730303630881
"NAxCC019","X8042x16513","110","D29","SARS","N",NA
"NAxCC019","X8042x16513","110","D29","SARS","S",-1.35282306069636
"NAxCC053","X16875x773","70","D29","SARS","N",-1.84454661358579
"NAxCC053","X16875x773","70","D29","SARS","S",-0.586608258024642
"NAxCC053","X16875x773","76","D29","SARS","N",-1.48624478246156
"NAxCC053","X16875x773","76","D29","SARS","S",-1.27561858871461
"NAxCC053","X16875x773","77","D29","SARS","N",-1.49202252817669
"NAxCC053","X16875x773","77","D29","SARS","S",0.106043179390502
"NAxCC060","X18018x3460","41","D29","SARS","N",NA
"NAxCC060","X18018x3460","41","D29","SARS","S",-0.982504060674952
"NAxCC060","X18018x3460","45","D29","SARS","N",NA
"NAxCC060","X18018x3460","45","D29","SARS","S",-1.70353755202097
"NAxCC060","X18018x3460","50","D29","SARS","N",NA
"NAxCC060","X18018x3460","50","D29","SARS","S",-1.10576491940583
"NAxCC072","X15119x16521","23","D29","SARS","N",-1.3695143107659
"NAxCC072","X15119x16521","23","D29","SARS","S",-1.04594833603316
"NAxCC072","X15119x16521","28","D29","SARS","N",-1.96471880546473
"NAxCC072","X15119x16521","28","D29","SARS","S",-1.05626121049933
"NAxCC072","X15119x16521","34","D29","SARS","N",-1.38673409535327
"NAxCC072","X15119x16521","34","D29","SARS","S",-0.808170369012491
"NAxCC072","X15119x16521","35","D29","SARS","N",-1.14138987191209
"NAxCC072","X15119x16521","35","D29","SARS","S",-0.93348036563725
