"RIX","alias","ID","day","virus","antigen","Ig2A.2C","IgG1","IgG2A.2B","IgG2ac","IgG2b","IgG3","TotalG"
"CC008xNA","X8036x18018","94","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC008xNA","X8036x18018","94","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC008xNA","X8036x18018","95","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC008xNA","X8036x18018","95","D29","SARS","S",NA,NA,NA,4,NA,NA,3
"CC009xCC040","X5489x16557","126","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","126","D29","SARS","S",NA,NA,NA,4,NA,NA,5
"CC009xCC040","X5489x16557","127","D29","SARS","N",NA,NA,NA,0,NA,NA,2
"CC009xCC040","X5489x16557","127","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC009xCC040","X5489x16557","133","D29","SARS","N",NA,NA,NA,0,NA,NA,2
"CC009xCC040","X5489x16557","133","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC009xCC040","X5489x16557","134","D29","SARS","N",NA,NA,NA,1,NA,NA,2
"CC009xCC040","X5489x16557","134","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC009xCC040","X5489x16557","156","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","156","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,4
"CC009xCC040","X5489x16557","157","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","157","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,5
"CC009xCC040","X5489x16557","158","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","158","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,5
"CC009xCC040","X5489x16557","160","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","160","DRECHAL","SARS","S",NA,NA,NA,5,NA,NA,5
"CC009xCC040","X5489x16557","167","D10","SARS","N",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","167","D10","SARS","S",NA,NA,NA,1,NA,NA,3
"CC009xCC040","X5489x16557","168","D10","SARS","N",NA,NA,NA,0,NA,NA,0
"CC009xCC040","X5489x16557","168","D10","SARS","S",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","170","D10","SARS","N",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","170","D10","SARS","S",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","68","D15","SARS","N",NA,NA,NA,2,NA,NA,2
"CC009xCC040","X5489x16557","68","D15","SARS","S",NA,NA,NA,4,NA,NA,4
"CC009xCC040","X5489x16557","70","D15","SARS","N",NA,NA,NA,2,NA,NA,3
"CC009xCC040","X5489x16557","70","D15","SARS","S",NA,NA,NA,3,NA,NA,4
"CC009xCC040","X5489x16557","71","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC009xCC040","X5489x16557","71","D15","SARS","S",NA,NA,NA,2,NA,NA,2
"CC010xCC015","X8018x3154","22","DRECHAL","NARS","N",NA,NA,NA,3,NA,NA,3
"CC010xCC015","X8018x3154","22","DRECHAL","SARS","S",NA,NA,NA,5,NA,NA,6
"CC010xCC015","X8018x3154","23","DRECHAL","NARS","N",NA,NA,NA,3,NA,NA,3
"CC010xCC015","X8018x3154","23","DRECHAL","SARS","S",NA,NA,NA,6,NA,NA,6
"CC010xCC015","X8018x3154","28","DRECHAL","NARS","N",NA,NA,NA,2,NA,NA,4
"CC010xCC015","X8018x3154","28","DRECHAL","SARS","S",NA,NA,NA,6,NA,NA,7
"CC010xCC015","X8018x3154","4","D15","NARS","N",NA,NA,3,NA,NA,NA,3
"CC010xCC015","X8018x3154","4","D15","SARS","S",NA,NA,2,NA,NA,NA,5
"CC010xCC015","X8018x3154","5","D15","NARS","N",NA,NA,3,NA,NA,NA,3
"CC010xCC015","X8018x3154","5","D15","SARS","S",NA,NA,4,NA,NA,NA,3
"CC010xCC015","X8018x3154","50","D15","NARS","N",NA,NA,NA,3,NA,NA,3
"CC010xCC015","X8018x3154","50","D15","SARS","S",NA,NA,NA,5,NA,NA,3
