"RIX","alias","ID","day","virus","antigen","Ig2A.2C","IgG1","IgG2A.2B","IgG2ac","IgG2b","IgG3","TotalG"
"CC010xCC015","X8018x3154","51","D15","NARS","N",NA,NA,NA,2,NA,NA,3
"CC010xCC015","X8018x3154","51","D15","SARS","S",NA,NA,NA,4,NA,NA,3
"CC010xCC015","X8018x3154","52","D15","NARS","N",NA,NA,NA,2,NA,NA,2
"CC010xCC015","X8018x3154","52","D15","SARS","S",NA,NA,NA,4,NA,NA,5
"CC010xCC015","X8018x3154","6","D15","NARS","N",NA,NA,3,NA,NA,NA,3
"CC010xCC015","X8018x3154","6","D15","SARS","S",NA,NA,4,NA,NA,NA,3
"CC010xCC015","X8018x3154","63","D29","NARS","N",NA,NA,NA,2,NA,NA,2
"CC010xCC015","X8018x3154","63","D29","SARS","S",NA,NA,NA,2,NA,NA,4
"CC010xCC015","X8018x3154","64","D29","NARS","N",NA,NA,NA,2,NA,NA,2
"CC010xCC015","X8018x3154","64","D29","SARS","S",NA,NA,NA,5,NA,NA,4
"CC010xCC015","X8018x3154","65","D29","NARS","N",NA,NA,NA,2,NA,NA,2
"CC010xCC015","X8018x3154","65","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC011xCC032","X3252x8002","26","D15","SARS","N",1,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","26","D15","SARS","S",4,NA,NA,NA,NA,NA,4
"CC011xCC032","X3252x8002","28","D10","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","28","D10","SARS","S",3,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","29","D10","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","29","D10","SARS","S",3,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","30","D15","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","30","D15","SARS","S",4,NA,NA,NA,NA,NA,4
"CC011xCC032","X3252x8002","34","DRECHAL","SARS","N",0,NA,NA,NA,NA,NA,2
"CC011xCC032","X3252x8002","34","DRECHAL","SARS","S",4,NA,NA,NA,NA,NA,4
"CC011xCC032","X3252x8002","35","DRECHAL","SARS","N",2,NA,NA,NA,NA,NA,1
"CC011xCC032","X3252x8002","35","DRECHAL","SARS","S",5,NA,NA,NA,NA,NA,5
"CC011xCC032","X3252x8002","36","D29","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","36","D29","SARS","S",3,NA,NA,NA,NA,NA,4
"CC011xCC032","X3252x8002","37","D29","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","37","D29","SARS","S",3,NA,NA,NA,NA,NA,4
"CC011xCC032","X3252x8002","52","DRECHAL","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","52","DRECHAL","SARS","S",6,NA,NA,NA,NA,NA,5
"CC011xCC032","X3252x8002","60","D29","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","60","D29","SARS","S",4,NA,NA,NA,NA,NA,5
"CC011xCC032","X3252x8002","61","D29","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","61","D29","SARS","S",3,NA,NA,NA,NA,NA,5
"CC011xCC032","X3252x8002","70","D10","SARS","N",0,NA,NA,NA,NA,NA,0
"CC011xCC032","X3252x8002","70","D10","SARS","S",3,NA,NA,NA,NA,NA,0
"CC011xNA","X3252x8042","10","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC011xNA","X3252x8042","10","D15","SARS","S",NA,NA,NA,3,NA,NA,3
"CC011xNA","X3252x8042","11","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC011xNA","X3252x8042","11","D15","SARS","S",NA,NA,NA,3,NA,NA,3
"CC011xNA","X3252x8042","2","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC011xNA","X3252x8042","2","D15","SARS","S",NA,NA,NA,3,NA,NA,4
"CC011xNA","X3252x8042","39","D29","SARS","N",NA,NA,NA,1,NA,NA,2
"CC011xNA","X3252x8042","39","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC011xNA","X3252x8042","40","D29","SARS","N",NA,NA,NA,1,NA,NA,2
"CC011xNA","X3252x8042","40","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC011xNA","X3252x8042","49","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,1
"CC011xNA","X3252x8042","49","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,4
"CC011xNA","X3252x8042","51","D29","SARS","N",NA,NA,NA,0,NA,NA,1
"CC011xNA","X3252x8042","51","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC011xNA","X3252x8042","6","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,2
"CC011xNA","X3252x8042","6","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,4
"CC011xNA","X3252x8042","71","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,1
"CC011xNA","X3252x8042","71","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,4
"CC012xCC038","X8005x8049","108","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,3
"CC012xCC038","X8005x8049","108","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,4
"CC012xCC038","X8005x8049","57","D29","SARS","N",NA,NA,NA,0,NA,NA,2
"CC012xCC038","X8005x8049","57","D29","SARS","S",NA,NA,NA,4,NA,NA,5
"CC012xCC038","X8005x8049","63","D29","SARS","N",NA,NA,NA,0,NA,NA,2
"CC012xCC038","X8005x8049","63","D29","SARS","S",NA,NA,NA,4,NA,NA,6
"CC012xCC038","X8005x8049","65","D29","SARS","N",NA,NA,NA,0,NA,NA,2
"CC012xCC038","X8005x8049","65","D29","SARS","S",NA,NA,NA,4,NA,NA,5
"CC012xCC038","X8005x8049","87","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC012xCC038","X8005x8049","87","D15","SARS","S",NA,NA,NA,2,NA,NA,3
"CC012xCC038","X8005x8049","88","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC012xCC038","X8005x8049","88","D15","SARS","S",NA,NA,NA,2,NA,NA,3
"CC012xCC038","X8005x8049","97","D15","SARS","N",NA,NA,NA,0,NA,NA,2
"CC012xCC038","X8005x8049","97","D15","SARS","S",NA,NA,NA,1,NA,NA,2
"CC012xCC038","X8005x8049","98","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,3
"CC012xCC038","X8005x8049","98","DRECHAL","SARS","S",NA,NA,NA,2,NA,NA,4
"CC012xCC038","X8005x8049","99","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,3
"CC012xCC038","X8005x8049","99","DRECHAL","SARS","S",NA,NA,NA,2,NA,NA,4
"CC013xCC026","X8010x8026","16","D15","SARS","N",NA,NA,NA,1,NA,NA,2
"CC013xCC026","X8010x8026","16","D15","SARS","S",NA,NA,NA,4,NA,NA,4
"CC013xCC026","X8010x8026","19","D15","SARS","N",NA,NA,NA,2,NA,NA,3
"CC013xCC026","X8010x8026","19","D15","SARS","S",NA,NA,NA,4,NA,NA,4
"CC013xCC026","X8010x8026","20","D15","SARS","N",NA,NA,NA,2,NA,NA,3
"CC013xCC026","X8010x8026","20","D15","SARS","S",NA,NA,NA,4,NA,NA,4
"CC014xCC059","X3415x16012","55","D15","SARS","N",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","55","D15","SARS","S",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","61","D15","SARS","N",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","61","D15","SARS","S",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","62","D15","SARS","N",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","62","D15","SARS","S",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","85","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","85","D29","SARS","S",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","86","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","86","D29","SARS","S",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","89","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","89","D29","SARS","S",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","99","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC014xCC059","X3415x16012","99","D29","SARS","S",NA,NA,NA,0,NA,NA,0
"CC015xCC018","X3154x3609","11","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC015xCC018","X3154x3609","11","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC015xCC018","X3154x3609","12","D29","SARS","N",NA,NA,NA,1,NA,NA,1
"CC015xCC018","X3154x3609","12","D29","SARS","S",NA,NA,NA,3,NA,NA,3
"CC015xCC018","X3154x3609","13","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC015xCC018","X3154x3609","13","D29","SARS","S",NA,NA,NA,4,NA,NA,5
"CC015xCC018","X3154x3609","21","D15","SARS","N",NA,NA,NA,2,NA,NA,2
"CC015xCC018","X3154x3609","21","D15","SARS","S",NA,NA,NA,3,NA,NA,4
"CC015xCC018","X3154x3609","3","D15","SARS","N",NA,NA,NA,2,NA,NA,2
"CC015xCC018","X3154x3609","3","D15","SARS","S",NA,NA,NA,2,NA,NA,3
"CC015xCC018","X3154x3609","35","D15","SARS","N",NA,NA,NA,2,NA,NA,2
"CC015xCC018","X3154x3609","35","D15","SARS","S",NA,NA,NA,2,NA,NA,3
"CC015xCC018","X3154x3609","54","D10","SARS","N",NA,NA,NA,0,NA,NA,0
"CC015xCC018","X3154x3609","54","D10","SARS","S",NA,NA,NA,2,NA,NA,3
"CC015xCC018","X3154x3609","56","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,2
"CC015xCC018","X3154x3609","56","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,5
"CC015xCC018","X3154x3609","62","D10","SARS","N",NA,NA,NA,1,NA,NA,2
"CC015xCC018","X3154x3609","62","D10","SARS","S",NA,NA,NA,2,NA,NA,3
"CC015xCC018","X3154x3609","63","DRECHAL","SARS","N",NA,NA,NA,3,NA,NA,3
"CC015xCC018","X3154x3609","63","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,5
"CC015xCC018","X3154x3609","64","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,3
"CC015xCC018","X3154x3609","64","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,5
"CC015xCC059","X3154x16012","103","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,2
"CC015xCC059","X3154x16012","103","DRECHAL","SARS","S",NA,NA,NA,5,NA,NA,6
"CC015xCC059","X3154x16012","104","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,2
"CC015xCC059","X3154x16012","104","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,5
"CC015xCC059","X3154x16012","36","D15","SARS","N",NA,NA,NA,0,NA,NA,2
"CC015xCC059","X3154x16012","36","D15","SARS","S",NA,NA,NA,3,NA,NA,4
"CC015xCC059","X3154x16012","42","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC015xCC059","X3154x16012","42","D15","SARS","S",NA,NA,NA,3,NA,NA,5
"CC015xCC059","X3154x16012","43","D15","SARS","N",NA,NA,NA,0,NA,NA,2
"CC015xCC059","X3154x16012","43","D15","SARS","S",NA,NA,NA,3,NA,NA,5
"CC015xCC059","X3154x16012","44","D29","SARS","N",NA,NA,NA,1,NA,NA,2
"CC015xCC059","X3154x16012","44","D29","SARS","S",NA,NA,NA,5,NA,NA,6
"CC015xCC059","X3154x16012","47","D29","SARS","N",NA,NA,NA,1,NA,NA,1
"CC015xCC059","X3154x16012","47","D29","SARS","S",NA,NA,NA,5,NA,NA,6
"CC015xCC059","X3154x16012","50","D29","SARS","N",NA,NA,NA,1,NA,NA,1
"CC015xCC059","X3154x16012","50","D29","SARS","S",NA,NA,NA,4,NA,NA,6
"CC016xCC038","X8024x8049","28","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,3
"CC016xCC038","X8024x8049","28","DRECHAL","SARS","S",NA,NA,NA,5,NA,NA,6
"CC016xCC038","X8024x8049","29","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,3
"CC016xCC038","X8024x8049","29","DRECHAL","SARS","S",NA,NA,NA,5,NA,NA,6
"CC016xCC038","X8024x8049","31","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,4
"CC016xCC038","X8024x8049","31","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,5
"CC016xCC038","X8024x8049","32","DRECHAL","SARS","N",NA,NA,NA,0,NA,NA,1
"CC016xCC038","X8024x8049","32","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,5
"CC016xCC038","X8024x8049","4","D15","SARS","N",NA,NA,NA,1,NA,NA,3
"CC016xCC038","X8024x8049","4","D15","SARS","S",NA,NA,NA,3,NA,NA,4
"CC016xCC038","X8024x8049","5","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC016xCC038","X8024x8049","5","D15","SARS","S",NA,NA,NA,3,NA,NA,4
"CC016xCC038","X8024x8049","6","D15","SARS","N",NA,NA,NA,1,NA,NA,2
"CC016xCC038","X8024x8049","6","D15","SARS","S",NA,NA,NA,3,NA,NA,4
"CC016xCC038","X8024x8049","61","D10","SARS","N",NA,NA,NA,0,NA,NA,0
"CC016xCC038","X8024x8049","61","D10","SARS","S",NA,NA,NA,1,NA,NA,2
"CC016xCC038","X8024x8049","62","D10","SARS","N",NA,NA,NA,1,NA,NA,2
"CC016xCC038","X8024x8049","62","D10","SARS","S",NA,NA,NA,1,NA,NA,2
"CC016xCC038","X8024x8049","72","D10","SARS","N",NA,NA,NA,0,NA,NA,0
"CC016xCC038","X8024x8049","72","D10","SARS","S",NA,NA,NA,1,NA,NA,2
"CC016xCC038","X8024x8049","73","D10","SARS","N",NA,NA,NA,1,NA,NA,1
"CC016xCC038","X8024x8049","73","D10","SARS","S",NA,NA,NA,0,NA,NA,1
"CC016xCC038","X8024x8049","77","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC016xCC038","X8024x8049","77","D29","SARS","S",NA,NA,NA,5,NA,NA,5
"CC016xCC038","X8024x8049","78","D29","SARS","N",NA,NA,NA,0,NA,NA,1
"CC016xCC038","X8024x8049","78","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC016xCC038","X8024x8049","79","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC016xCC038","X8024x8049","79","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC016xCC061","X8024x8048","112","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,2
"CC016xCC061","X8024x8048","112","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,5
"CC016xCC061","X8024x8048","113","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,4
"CC016xCC061","X8024x8048","113","DRECHAL","SARS","S",NA,NA,NA,1,NA,NA,5
"CC016xCC061","X8024x8048","94","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC016xCC061","X8024x8048","94","D15","SARS","S",NA,NA,NA,1,NA,NA,3
"CC016xCC061","X8024x8048","95","D15","SARS","N",NA,NA,NA,0,NA,NA,2
"CC016xCC061","X8024x8048","95","D15","SARS","S",NA,NA,NA,1,NA,NA,4
"CC016xCC061","X8024x8048","97","D15","SARS","N",NA,NA,NA,0,NA,NA,2
"CC016xCC061","X8024x8048","97","D15","SARS","S",NA,NA,NA,2,NA,NA,4
"CC017xCC004","X3032x16188","142","D15","SARS","N",NA,NA,NA,1,NA,NA,0
"CC017xCC004","X3032x16188","142","D15","SARS","S",NA,NA,NA,3,NA,NA,4
"CC017xCC004","X3032x16188","143","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC017xCC004","X3032x16188","143","D15","SARS","S",NA,NA,NA,4,NA,NA,4
"CC017xCC004","X3032x16188","144","D15","SARS","N",NA,NA,NA,1,NA,NA,1
"CC017xCC004","X3032x16188","144","D15","SARS","S",NA,NA,NA,3,NA,NA,3
"CC017xCC004","X3032x16188","73","D29","SARS","N",NA,NA,NA,2,NA,NA,2
"CC017xCC004","X3032x16188","73","D29","SARS","S",NA,NA,NA,6,NA,NA,5
"CC017xCC004","X3032x16188","74","DRECHAL","SARS","N",NA,NA,NA,3,NA,NA,0
"CC017xCC004","X3032x16188","74","DRECHAL","SARS","S",NA,NA,NA,0,NA,NA,5
"CC017xCC004","X3032x16188","81","DRECHAL","SARS","N",NA,NA,NA,3,NA,NA,2
"CC017xCC004","X3032x16188","81","DRECHAL","SARS","S",NA,NA,NA,0,NA,NA,5
"CC017xCC004","X3032x16188","82","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC017xCC004","X3032x16188","82","D29","SARS","S",NA,NA,NA,6,NA,NA,6
"CC017xCC004","X3032x16188","83","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC017xCC004","X3032x16188","83","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC018xCC009","X3609x5489","127","DRECHAL","SARS","N",NA,NA,NA,0,NA,NA,3
"CC018xCC009","X3609x5489","127","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,3
"CC018xCC009","X3609x5489","128","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,4
"CC018xCC009","X3609x5489","128","DRECHAL","SARS","S",NA,NA,NA,7,NA,NA,4
"CC018xCC009","X3609x5489","129","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,4
"CC018xCC009","X3609x5489","129","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,3
"CC018xCC009","X3609x5489","80","D15","SARS","N",NA,NA,NA,1,NA,NA,2
"CC018xCC009","X3609x5489","80","D15","SARS","S",NA,NA,NA,3,NA,NA,3
"CC018xCC009","X3609x5489","81","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC018xCC009","X3609x5489","81","D15","SARS","S",NA,NA,NA,3,NA,NA,2
"CC018xCC009","X3609x5489","89","D10","SARS","N",NA,NA,NA,0,NA,NA,2
"CC018xCC009","X3609x5489","89","D10","SARS","S",NA,NA,NA,1,NA,NA,2
"CC018xCC009","X3609x5489","90","D10","SARS","N",NA,NA,NA,0,NA,NA,1
"CC018xCC009","X3609x5489","90","D10","SARS","S",NA,NA,NA,0,NA,NA,2
"CC018xCC009","X3609x5489","92","D15","SARS","N",NA,NA,NA,0,NA,NA,0
"CC018xCC009","X3609x5489","92","D15","SARS","S",NA,NA,NA,0,NA,NA,0
"CC018xCC009","X3609x5489","93","D29","SARS","N",NA,NA,NA,1,NA,NA,2
"CC018xCC009","X3609x5489","93","D29","SARS","S",NA,NA,NA,4,NA,NA,3
"CC018xCC009","X3609x5489","94","D29","SARS","N",NA,NA,NA,1,NA,NA,3
"CC018xCC009","X3609x5489","94","D29","SARS","S",NA,NA,NA,4,NA,NA,3
"CC018xCC009","X3609x5489","98","D29","SARS","N",NA,NA,NA,0,NA,NA,2
"CC018xCC009","X3609x5489","98","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC018xCC065","X3609x5119","100","D15","SARS","N",NA,NA,NA,1,NA,NA,2
"CC018xCC065","X3609x5119","100","D15","SARS","S",NA,NA,NA,3,NA,NA,7
"CC018xCC065","X3609x5119","101","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC018xCC065","X3609x5119","101","D29","SARS","S",NA,NA,NA,4,NA,NA,5
"CC018xCC065","X3609x5119","6","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,4
"CC018xCC065","X3609x5119","6","DRECHAL","SARS","S",NA,NA,NA,5,NA,NA,5
"CC018xCC065","X3609x5119","7","DRECHAL","SARS","N",NA,NA,NA,3,NA,NA,4
"CC018xCC065","X3609x5119","7","DRECHAL","SARS","S",NA,NA,NA,5,NA,NA,5
"CC018xCC065","X3609x5119","83","D29","SARS","N",NA,NA,NA,0,NA,NA,2
"CC018xCC065","X3609x5119","83","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC018xCC065","X3609x5119","99","D10","SARS","N",NA,NA,NA,2,NA,NA,NA
"CC018xCC065","X3609x5119","99","D15","SARS","N",NA,NA,NA,NA,NA,NA,3
"CC018xCC065","X3609x5119","99","D15","SARS","S",NA,NA,NA,4,NA,NA,5
"CC019xCC002","X16513x15156","1","D29","SARS","N",NA,0,NA,0,0,0,1
"CC019xCC002","X16513x15156","1","D29","SARS","S",NA,1,NA,3,2,0,3
"CC019xCC002","X16513x15156","18","D29","SARS","N",NA,1,NA,1,0,0,1
"CC019xCC002","X16513x15156","18","D29","SARS","S",NA,0,NA,3,2,0,4
"CC019xCC002","X16513x15156","8","D15","SARS","N",NA,0,NA,0,0,0,0
"CC019xCC002","X16513x15156","8","D15","SARS","S",NA,0,NA,2,1,0,2
"CC019xCC002","X16513x15156","86","DRECHAL","SARS","N",NA,0,NA,1,1,0,1
"CC019xCC002","X16513x15156","86","DRECHAL","SARS","S",NA,0,NA,3,2,0,3
"CC019xCC002","X16513x15156","9","D29","SARS","N",NA,1,NA,0,0,0,1
"CC019xCC002","X16513x15156","9","D29","SARS","S",NA,0,NA,3,2,0,4
"CC019xCC002","X16513x15156","98","DRECHAL","SARS","N",NA,0,NA,1,0,0,2
"CC019xCC002","X16513x15156","98","DRECHAL","SARS","S",NA,0,NA,3,2,0,3
"CC019xCC002","X16513x15156","99","DRECHAL","SARS","N",NA,1,NA,0,0,0,2
"CC019xCC002","X16513x15156","99","DRECHAL","SARS","S",NA,0,NA,3,2,0,3
"CC019xCC004","X16513x16188","123","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC019xCC004","X16513x16188","123","D29","SARS","S",NA,NA,NA,6,NA,NA,8
"CC019xCC004","X16513x16188","126","D29","SARS","N",NA,NA,NA,3,NA,NA,1
"CC019xCC004","X16513x16188","126","D29","SARS","S",NA,NA,NA,8,NA,NA,6
"CC019xCC004","X16513x16188","127","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC019xCC004","X16513x16188","127","D29","SARS","S",NA,NA,NA,5,NA,NA,6
"CC019xCC004","X16513x16188","128","D29","SARS","N",NA,NA,NA,2,NA,NA,3
"CC019xCC004","X16513x16188","128","D29","SARS","S",NA,NA,NA,5,NA,NA,5
"CC019xCC004","X16513x16188","64","D15","SARS","N",NA,NA,NA,2,NA,NA,1
"CC019xCC004","X16513x16188","64","D15","SARS","S",NA,NA,NA,4,NA,NA,7
"CC019xCC004","X16513x16188","65","D15","SARS","N",NA,NA,NA,1,NA,NA,2
"CC019xCC004","X16513x16188","65","D15","SARS","S",NA,NA,NA,4,NA,NA,5
"CC019xCC004","X16513x16188","69","D15","SARS","N",NA,NA,NA,2,NA,NA,1
"CC019xCC004","X16513x16188","69","D15","SARS","S",NA,NA,NA,4,NA,NA,5
"CC019xCC004","X16513x16188","83","DRECHAL","SARS","N",NA,NA,NA,3,NA,NA,1
"CC019xCC004","X16513x16188","83","DRECHAL","SARS","S",NA,NA,NA,7,NA,NA,6
"CC019xCC004","X16513x16188","84","DRECHAL","SARS","N",NA,NA,NA,2,NA,NA,3
"CC019xCC004","X16513x16188","84","DRECHAL","SARS","S",NA,NA,NA,5,NA,NA,6
"CC019xCC004","X16513x16188","85","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,2
"CC019xCC004","X16513x16188","85","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,4
"CC020xCC008","X8054x8036","105","D10","SARS","N",NA,NA,NA,0,NA,NA,0
"CC020xCC008","X8054x8036","105","D10","SARS","S",NA,NA,NA,1,NA,NA,2
"CC020xCC008","X8054x8036","107","D10","SARS","N",NA,NA,NA,0,NA,NA,1
"CC020xCC008","X8054x8036","107","D10","SARS","S",NA,NA,NA,2,NA,NA,2
"CC020xCC008","X8054x8036","20","DRECHAL","SARS","N",NA,NA,NA,0,NA,NA,1
"CC020xCC008","X8054x8036","20","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,4
"CC020xCC008","X8054x8036","21","DRECHAL","SARS","N",NA,NA,NA,0,NA,NA,1
"CC020xCC008","X8054x8036","21","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,5
"CC020xCC008","X8054x8036","22","DRECHAL","SARS","N",NA,NA,NA,0,NA,NA,1
"CC020xCC008","X8054x8036","22","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,4
"CC020xCC008","X8054x8036","29","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,1
"CC020xCC008","X8054x8036","29","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,3
"CC020xCC008","X8054x8036","59","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC020xCC008","X8054x8036","59","D29","SARS","S",NA,NA,NA,3,NA,NA,3
"CC020xCC008","X8054x8036","65","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC020xCC008","X8054x8036","65","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC020xCC008","X8054x8036","66","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC020xCC008","X8054x8036","66","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC020xCC008","X8054x8036","90","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC020xCC008","X8054x8036","90","D15","SARS","S",NA,NA,NA,3,NA,NA,3
"CC020xCC008","X8054x8036","91","D15","SARS","N",NA,NA,NA,0,NA,NA,0
"CC020xCC008","X8054x8036","91","D15","SARS","S",NA,NA,NA,3,NA,NA,3
"CC020xCC008","X8054x8036","98","D15","SARS","N",NA,NA,NA,0,NA,NA,1
"CC020xCC008","X8054x8036","98","D15","SARS","S",NA,NA,NA,3,NA,NA,3
"CC021xCC023","X1566x8043","102","DRECHAL","SARS","N",NA,NA,NA,1,NA,NA,2
"CC021xCC023","X1566x8043","102","DRECHAL","SARS","S",NA,NA,NA,3,NA,NA,4
"CC021xCC023","X1566x8043","103","DRECHAL","SARS","N",NA,NA,NA,0,NA,NA,0
"CC021xCC023","X1566x8043","103","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,4
"CC021xCC023","X1566x8043","104","DRECHAL","SARS","N",NA,NA,NA,3,NA,NA,2
"CC021xCC023","X1566x8043","104","DRECHAL","SARS","S",NA,NA,NA,4,NA,NA,4
"CC021xCC023","X1566x8043","126","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC021xCC023","X1566x8043","126","D29","SARS","S",NA,NA,NA,3,NA,NA,4
"CC021xCC023","X1566x8043","129","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC021xCC023","X1566x8043","129","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC021xCC023","X1566x8043","130","D29","SARS","N",NA,NA,NA,0,NA,NA,0
"CC021xCC023","X1566x8043","130","D29","SARS","S",NA,NA,NA,4,NA,NA,4
"CC021xCC023","X1566x8043","155","D10","SARS","N",NA,NA,NA,0,NA,NA,0
"CC021xCC023","X1566x8043","155","D10","SARS","S",NA,NA,NA,2,NA,NA,2
"CC021xCC023","X1566x8043","156","D10","SARS","N",NA,NA,NA,0,NA,NA,0
"CC021xCC023","X1566x8043","156","D10","SARS","S",NA,NA,NA,2,NA,NA,2
"CC021xCC023","X1566x8043","157","D10","SARS","N",NA,NA,NA,0,NA,NA,0
"CC021xCC023","X1566x8043","157","D10","SARS","S",NA,NA,NA,2,NA,NA,2
"CC021xCC023","X1566x8043","52","D15","SARS","N",NA,NA,NA,0,NA,NA,0
"CC021xCC023","X1566x8043","52","D15","SARS","S",NA,NA,NA,3,NA,NA,3
