"RIX","dam","sire","ID","day","virus","antigen_virus","antigen","cohort","assay_date","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"X13067x16912",13067,16912,100,7,"Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,-2.78130901948531
"X13067x16912",13067,16912,101,7,"Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,-1.13339590514079
"X13067x16912",13067,16912,109,7,"Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,-1.91348598135334
"X13067x16912",13067,16912,109,7,"Influenza","Influenza","HA","10_13x","2014_05_02",-5.12365128671091,-2.95947190788116,-3.18656262428275,-2.2712853454065,-1.43928379743115,NA
"X13067x5306",13067,5306,44,7,"Influenza","Influenza","HA","1_15i","2015_11_09",-5.09925535703483,-1.62268048810431,-1.61012675212757,-2.39901920282936,-0.58658358591552,0.101805118544249
"X13067x5306",13067,5306,53,7,"Influenza","Influenza","HA","1_15i","2015_11_16",-3.42450785677477,-1.31697719600903,-1.37654023927532,-1.37209710485301,0.365317261778945,0.720954293952771
"X13067x5306",13067,5306,62,7,"Influenza","Influenza","HA","1_15i","2015_11_09",-5.13524552342346,-2.13940192029178,-1.67657897702342,-2.77107589332923,-0.59102332248643,-0.174040365120755
"X13140x16680",13140,16680,101,7,"Influenza","Influenza","HA","8_14viii","2017_07_13",-4.35877183241009,-2.35315851789829,-3.23153897509388,-3.13274501597611,-0.621254762359202,-1.82633299882724
"X13140x16680",13140,16680,102,7,"Influenza","Influenza","HA","8_14viii","2017_07_13",-3.58835694576037,-1.61650750847721,-3.3821659675994,-3.25455596351194,-0.169198642065424,-1.26479645053064
"X13140x16680",13140,16680,107,7,"Influenza","Influenza","HA","8_14viii","2017_07_13",-4.42013133107517,-1.03015018794481,-3.15303839781954,-2.97804861415626,-0.0152056691903469,-0.776559715282526
"X13140x3015",13140,3015,176,7,"Influenza","Influenza","HA","4_13iv","2013_12_05",-6.71245013979606,-2.70116483051632,-3.16079450386619,-4.58287507372709,-2.60506291361384,NA
"X13140x3015",13140,3015,177,7,"Influenza","Influenza","HA","4_13iv","2013_11_26",-4.98498965533509,-4.12399805936361,NA,-4.57396516303044,-4.23068503299934,-2.55176151146416
"X13421x16034",13421,16034,76,7,"Influenza","Influenza","HA","8_15viii","2017_08_16",-1.19396018396964,-2.11895943019236,-4.14956899147688,-4.54894020313597,-0.596052336102137,-1.59376289402146
"X13421x16034",13421,16034,77,7,"Influenza","Influenza","HA","8_15viii","2017_07_25",-2.96338680911961,-2.69350085920736,-3.43641953565736,-3.46945673409846,-0.320121450350566,-2.89556336829573
"X13421x16034",13421,16034,82,7,"Influenza","Influenza","HA","8_15viii","2017_07_25",-3.02229247882747,-2.30782985031246,-3.80754694677613,-4.06003973136326,-0.466977755240251,-1.27341162860218
"X13421x16034",13421,16034,83,7,"Influenza","Influenza","HA","8_15viii","2017_07_25",-3.14057061862706,-3.0208837984108,-3.5675310466092,-3.76053819528177,-2.27623823598103,-3.16962037969417
"X13421x3260",13421,3260,46,7,"Influenza","Influenza","HA","11_15xi","2017_01_02",-2.35839653022319,1.15365890910826,-0.152163520716023,-0.684449022978356,-1.71549097300608,0.858848037701145
"X13421x3260",13421,3260,47,7,"Influenza","Influenza","HA","11_15xi","2017_01_02",-2.47686180714507,-0.0174944523777926,-1.46752081765199,-2.90447295422496,-2.07430683299941,-0.39515814444523
"X15155x8054",15155,8054,26,7,"Influenza","Influenza","HA","6_14vi","2014_08_20",-0.937521304719417,0.666401963767299,-1.48336906501167,-0.0562406476286139,-1.65392821206627,0.917484317885493
"X15155x8054",15155,8054,27,7,"Influenza","Influenza","HA","6_14vi","2014_08_20",-4.97359124718686,-0.293294732173488,-2.36394078207674,-1.02387126479339,-1.33938790238913,0.11807124217326
"X15155x8054",15155,8054,28,7,"Influenza","Influenza","HA","6_14vi","2014_08_20",-1.41336565309442,0.00822572304797458,-1.13924204099428,-2.98319899071511,-1.85182362425215,0.808169397030411
"X15156x1566",15156,1566,124,7,"Influenza","Influenza","HA","1_13i","2013_12_03",-0.293540476246404,0.147007929076271,NA,-0.203511909972477,-1.3503245156273,NA
"X15156x1566",15156,1566,125,7,"Influenza","Influenza","HA","1_13i","2017_07_13",0.208397943673396,0.201703061353456,-1.78247134582433,0.0964451736774608,0.0540896945839006,0.777322624541713
"X15156x1566",15156,1566,139,7,"Influenza","Influenza","HA","1_13i","2017_07_13",-4.12885600052289,-1.41457318644399,-4.26148912721224,-4.41255455371851,-3.82192610602259,-3.61325205432683
"X15156x1566",15156,1566,141,7,"Influenza","Influenza","HA","1_13i","2013_12_03",-3.16806745605438,-1.92048731142046,NA,-1.76651530141555,-1.94331514302346,NA
"X15156x3252",15156,3252,23,7,"Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,-2.98410315090252
"X15156x3252",15156,3252,37,7,"Influenza","Influenza","HA","10_13x","2014_05_02",-3.99592144024235,-1.71910394338594,-2.60320705517924,-3.83538288743826,-2.70606917653603,NA
"X15156x3252",15156,3252,37,7,"Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,-1.30702798361776
"X15156x3252",15156,3252,48,7,"Influenza","Influenza","HA","10_13x","2014_05_02",-4.10657814726725,-3.5092863430305,-3.61034834638534,-2.84528841937599,-3.21871481837072,NA
"X15156x3252",15156,3252,48,7,"Influenza","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,-3.23385869400267
"X1566x8043",1566,8043,31,7,"Influenza","Influenza","HA","6_14vi","2014_08_20",-2.76721890336831,-1.36977934549274,-3.83666955949985,-1.76323161300032,-1.47432142122398,-0.606516394835874
"X1566x8043",1566,8043,34,7,"Influenza","Influenza","HA","6_14vi","2014_08_20",-Inf,-0.648188271710275,-1.9786346205848,-1.60534701952846,-1.2012436837455,-0.58442428692412
"X1566x8043",1566,8043,35,7,"Influenza","Influenza","HA","6_14vi","2014_08_20",-3.15940692680156,-1.52584345571718,-3.19124036366395,-3.91267849875316,-2.24505828491616,-1.49091673164073
"X16034x13067",16034,13067,38,7,"Influenza","Influenza","HA","6_15vi","2016_01_13",-4.56733444361825,-3.86059201392822,-3.33482457341103,-3.98154357929721,-2.20760413401286,-1.90446961931875
"X16034x13067",16034,13067,85,7,"Influenza","Influenza","HA","7_15vii","2015_12_28",-3.6536907258769,-1.17420485956192,-0.59804139512256,-0.482899598585475,-1.46521259144009,0.338747978684466
"X16034x13067",16034,13067,86,7,"Influenza","Influenza","HA","7_15vii","2015_12_28",-3.91039174067243,-3.18434994640953,-3.08939877541659,-3.62556893382908,-2.0882138177922,-1.54129259490777
"X16034x13067",16034,13067,90,7,"Influenza","Influenza","HA","7_15vii","2015_12_28",-3.77582138507419,-3.08739076977258,-2.56140878295199,-2.94358840278087,-1.26453053520512,-0.800450962632163
"X16072x3393",16072,3393,13,7,"Influenza","Influenza","HA","8_14viii","2017_07_25",-0.510795287117088,0.0122004599595503,-2.63372728613197,-2.94532721994856,-0.0541166249691173,-0.463179895762877
"X16072x3393",16072,3393,14,7,"Influenza","Influenza","HA","8_14viii","2017_07_13",-3.22436622653317,-1.99279853259328,-3.98399917985019,-3.22955572718461,-0.874969550697939,-2.02939729347254
"X16072x3393",16072,3393,15,7,"Influenza","Influenza","HA","8_14viii","2017_07_13",-3.05075016266936,-2.3574645235407,-3.66473093760542,-3.38082002693246,-0.519179706997556,-2.16749673595497
"X16072x3393",16072,3393,17,7,"Influenza","Influenza","HA","8_14viii","2017_07_13",-2.19569888642446,-0.916391268847717,-2.78718069531467,-1.89143060864359,-0.207203434425793,-1.00807522425714
"X16072x5346",16072,5346,1,7,"Influenza","Influenza","HA","6_15vi","2016_01_13",-4.35520175781167,-3.85040064400432,-3.4488871013076,-4.38307563033541,-3.08990140747429,-2.41706701640363
"X16072x5346",16072,5346,19,7,"Influenza","Influenza","HA","6_15vi","2016_01_13",-3.66116404652718,-2.71080054934824,-3.11823378854405,-3.19426449353637,-2.61600046673253,-1.6745535438649
"X16072x5346",16072,5346,2,7,"Influenza","Influenza","HA","6_15vi","2016_01_13",-4.71562783560794,-4.08536678110706,-3.75423929619,-5.36172519131326,-3.39767628460847,-2.85807791611975
"X16188x3252",16188,3252,185,7,"Influenza","Influenza","HA","5_13v","2013_12_05",-7.64773989661339,-2.58874606008065,-2.21551117695901,-2.90358127510555,-1.2878189100362,NA
"X16188x3252",16188,3252,185,7,"Influenza","Influenza","HA","5_13v","2013_08_16",NA,NA,NA,NA,NA,-3.34065328077558
"X16188x3252",16188,3252,186,7,"Influenza","Influenza","HA","5_13v","2013_12_05",-4.920690670568,0.0526272014553928,-0.00569188905133412,-2.23413585828561,-1.8615539178733,NA
"X16188x3252",16188,3252,186,7,"Influenza","Influenza","HA","5_13v","2013_08_16",NA,NA,NA,NA,NA,-1.98560144709849
"X16188x3252",16188,3252,187,7,"Influenza","Influenza","HA","5_13v","2013_11_26",-4.63300859811622,-3.43418904492913,NA,-4.2802032549334,-0.829703538075034,-1.33271277102209
"X16188x3252",16188,3252,187,7,"Influenza","Influenza","HA","5_13v","2013_08_16",NA,NA,NA,NA,NA,-3.3290317272661
"X16188x8005",16188,8005,112,7,"Influenza","Influenza","HA","12_13xii","2014_01_04",-2.7864380898682,-2.31415781998953,-2.44867199425979,-0.709352891446763,-2.22765609925545,NA
"X16188x8005",16188,8005,113,7,"Influenza","Influenza","HA","12_13xii","2014_01_04",-5.26048162417819,-1.26941565763332,-0.15702463651322,-2.03635995002475,-1.55523417656968,NA
"X16188x8005",16188,8005,113,7,"Influenza","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,0.526731000031299
"X16188x8005",16188,8005,84,7,"Influenza","Influenza","HA","12_13xii","2013_12_17",0.981918389509997,0.683341589647806,0.638924457052962,0.0360559893188332,-2.72028378614736,NA
"X16188x8005",16188,8005,84,7,"Influenza","Influenza","HA","12_13xii","2014_01_17",NA,NA,NA,NA,NA,-2.51173605771722
"X16188x8005",16188,8005,85,7,"Influenza","Influenza","HA","12_13xii","2013_12_17",-0.8549456618607,0.622267604240821,0.426918204916282,-0.639472537194078,-1.23889129820284,NA
"X16211x13140",16211,13140,11,7,"Influenza","Influenza","HA","4_13iv","2013_12_03",-5.37152360619492,-0.995589532691295,NA,-2.06999894896708,-1.04180839471398,NA
"X16211x13140",16211,13140,5,7,"Influenza","Influenza","HA","4_13iv","2013_12_03",-4.76117734374093,-2.61091726444417,NA,-4.44794626386659,-2.48714729858018,NA
