"","RIX","day","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"80","CC015xCC018","d10_d15",NA,7.54098405704509,7.3527427567566,NA,NA,9.17454502506132
"81","CC015xCC018","d15_d45",NA,6.00991482807425,5.88024268672078,NA,NA,5.98659252342135
"82","CC015xCC059","d7_d10",5.26439128192263,7.14315232939668,6.04075554973555,6.08909539851859,4.98802145084509,7.41531004427326
"83","CC015xCC059","d10_d15",NA,NA,5.49652252430816,4.46259606103779,5.04944544971043,7.27406561217338
"84","CC015xCC059","d15_d45",NA,NA,7.65999941227793,4.7287859705353,NA,8.27687280903658
"85","CC016xCC038","d7_d10",5.82171091231472,10.5032088869182,8.85208123827844,8.18884653274646,5.72234493633255,11.3632801927794
"86","CC016xCC038","d10_d15",8.09861227524236,2.21306337178229,3.34987190345816,4.70659623844506,2.93242092794458,5.50836529479512
"87","CC016xCC038","d15_d45",7.09476556546607,12.4482232572658,12.449836208808,8.81823130811296,4.98518796816913,8.77236527161762
"88","CC016xCC061","d7_d10",NA,NA,NA,NA,NA,NA
"89","CC016xCC061","d10_d15",6.98896087034356,7.83736176181416,5.44825893337388,6.94422504937734,4.89965117173966,8.55887456869962
"90","CC016xCC061","d15_d45",4.3799055822344,6.8626865913853,6.97104213142208,3.70596111753502,4.98538195677597,7.36853191949064
"91","CC017xCC004","d7_d10",8.73730670724159,11.0146144502331,8.76631169192933,8.26240254877512,7.26694642996017,11.8741404769516
"92","CC017xCC004","d10_d15",4.25378172817685,4.49195033629772,4.57980806523177,2.98633794479031,2.49508329612348,NA
"93","CC017xCC004","d15_d45",6.76598546652908,8.21405391145114,6.9885087513311,6.19096644287918,4.71568553182875,NA
"94","CC017xCC041","d7_d10",5.11712573537602,6.52229715344547,5.42268318431782,5.04699457229731,5.33150985749432,8.0415395630653
"95","CC017xCC041","d10_d15",6.5469922994577,9.47773220416873,8.72983357651836,8.6109601797597,4.78522033067471,6.6383588928198
"96","CC017xCC041","d15_d45",11.1049106603871,8.11390734653295,9.73368774415519,4.44755500809173,5.07237751358108,9.30598949439623
"97","CC018xCC009","d7_d10",5.41023738480577,10.36701834735,8.46668104691432,5.39453327297113,6.35944991169896,9.78495892888936
"98","CC018xCC009","d10_d15",7.33351206982076,8.35640464420746,7.70792075542443,10.8117157990278,4.00374862334198,9.99060162455402
"99","CC018xCC009","d15_d45",5.94784267739945,5.6225900824454,6.25433082733457,1.20433695990507,4.44821136961362,5.91208896701119
"100","CC018xCC065","d7_d10",5.35709807741493,9.60601341415606,6.41250143792608,5.55310962415904,6.72253386583197,10.7666464843388
"101","CC018xCC065","d10_d15",7.19183020202522,7.99621027052945,9.06717754638188,7.56601075135816,3.78280034551839,5.36151291860213
"102","CC018xCC065","d15_d45",5.98105897068438,6.74495486587849,3.4557564316332,2.60210775004546,4.61171148162059,7.9823244962454
"103","CC019xCC002","d7_d10",6.66508575370108,8.03952766309985,7.5471506631986,6.30933294168637,6.19051693774021,9.06026691875369
"104","CC019xCC002","d10_d15",6.00052136690278,8.3195939500699,6.49618614335741,8.14977606217626,4.80017301435754,6.9607177170948
"105","CC019xCC002","d15_d45",6.38048176309409,8.60311369086505,9.9154208418103,3.5845528005266,3.94197317294601,9.57193946412286
"106","CC019xCC004","d7_d10",4.7513703726962,7.79658078731827,5.48444057718064,4.93209511647081,6.11749462085883,9.19146551437487
"107","CC019xCC004","d10_d15",7.82868148322764,9.88200623812745,10.5627222911742,10.8378645552869,4.43381328783996,8.36179895019255
"108","CC019xCC004","d15_d45",4.52512680639552,7.10162352549317,4.27480073766862,2.64334066334006,4.07984724187233,8.25959144068725
"109","CC019xCC027","d7_d10",5.61888889231473,7.69449236607979,6.04000085098543,5.52520082642258,6.2447398841658,8.83189043736065
"110","CC019xCC027","d10_d15",NA,NA,NA,NA,NA,NA
"111","CC019xCC027","d15_d45",NA,NA,NA,NA,NA,NA
"112","CC020xCC008","d7_d10",5.17452370514269,5.32240579234183,5.48615478891458,5.1540714625345,5.27708901130012,5.24883225548639
"113","CC020xCC008","d10_d15",8.37310826153334,7.08644709273099,6.77223741287042,5.50503610597142,4.6695394476386,9.82264818488705
"114","CC020xCC008","d15_d45",6.42399235533538,12.3711247180423,10.984111024372,7.32261116444364,4.83091720364982,9.75138912572552
"115","CC021xCC023","d7_d10",5.02310200718162,5.53700914811682,5.21851093095738,5.01550819593174,4.93064243469251,5.75335003302727
"116","CC021xCC023","d10_d15",6.39912775175316,5.46422468992728,5.60374267744978,5.61774356423456,5.0246598341155,7.91084891295754
"117","CC021xCC023","d15_d45",3.67208492498591,9.20851239657067,7.96188045407866,5.47897546934058,4.91906187835599,7.3034540747506
"118","CC021xCC032","d7_d10",NA,NA,NA,NA,NA,NA
"119","CC021xCC032","d10_d15",NA,NA,NA,NA,NA,NA
"120","CC021xCC032","d15_d45",NA,NA,NA,NA,NA,NA
"121","CC022xCC024","d7_d10",NA,NA,NA,NA,NA,NA
"122","CC022xCC024","d10_d15",NA,NA,NA,NA,NA,NA
"123","CC022xCC024","d15_d45",4.6052384487462,7.64601508010252,7.282079165772,2.2499664660567,4.69515180644584,6.94826796447083
"124","CC022xCC044","d7_d10",4.97685041565485,6.28555711793382,5.33913931703929,5.07639054448048,6.08087698161086,7.10502993606528
"125","CC022xCC044","d10_d15",NA,NA,NA,NA,NA,NA
"126","CC022xCC044","d15_d45",NA,NA,NA,NA,NA,NA
"127","CC023xCC025","d7_d10",5.78904250593753,9.94444807529848,6.74609621648934,7.57146152036676,5.52843226019738,10.2593714160914
"128","CC023xCC025","d10_d15",4.32431212567327,3.62926463902788,4.66056289581556,2.97131774725912,4.5526265964139,3.5562793547932
"129","CC023xCC025","d15_d45",5.3070008824009,9.1579143473462,8.8890906075882,5.44239513701801,4.98826567515529,9.32679149427233
"130","CC024xCC023","d7_d10",5.01656061821463,8.95462178706731,5.77693543861542,5.47105520429264,5.17232286970073,NA
"131","CC024xCC023","d10_d15",5.16769603780994,7.14113328695313,7.61350439696568,5.87456477212108,5.50724519773249,9.97048874768308
"132","CC024xCC023","d15_d45",5.56211821649906,4.02997681574202,4.24485039917895,4.6657753292438,4.31043053787,7.00564284290221
"133","CC024xCC052","d7_d10",NA,NA,NA,NA,NA,NA
"134","CC024xCC052","d10_d15",NA,NA,NA,NA,NA,NA
"135","CC024xCC052","d15_d45",12.1648776678108,9.03994725134463,10.2592474800947,4.93076087251033,2.9949649819014,9.3482981988439
"136","CC025xCC028","d7_d10",5.10794455829015,7.86036936012376,5.92296648034065,6.08128124281329,5.28439285941707,9.74885819149753
"137","CC025xCC028","d10_d15",5.13410926239122,7.62629906219952,7.54890471900459,5.86901108261777,4.34332045666368,6.29662819965526
"138","CC025xCC028","d15_d45",10.4769652507075,8.4757002710232,5.7748848831154,4.76487367007446,4.95302400382795,8.10042265503326
"139","CC026xCC034","d7_d10",5.38463163710512,6.80959963636736,5.71902056882163,5.21380539792419,5.78464906922826,6.83367072285009
"140","CC026xCC034","d10_d15",5.30247252665107,7.69500442954001,5.85900487756789,4.85568634625996,4.23688287381733,7.00780645040167
"141","CC026xCC034","d15_d45",6.16408595196813,8.25308114236992,6.9897425608073,5.52941568447662,4.79745355900465,8.48220638273394
"142","CC027xCC036","d7_d10",5.26823890629673,7.23547626291203,6.17619928162829,5.11260615169125,5.14479562243188,7.60146937410576
"143","CC027xCC036","d10_d15",NA,NA,NA,NA,NA,NA
"144","CC027xCC036","d15_d45",NA,NA,NA,NA,NA,NA
"145","CC027xCC045","d7_d10",5.23266952891034,7.04908360170106,6.85018107019249,6.03925340280942,5.58974189705904,8.69124119905839
"146","CC027xCC045","d10_d15",7.10834406741432,7.70051102241716,4.73000834517372,4.79074461890398,3.8130040382414,6.90045519394355
"147","CC027xCC045","d15_d45",8.38670501766468,7.72575333740911,6.44759458640512,5.64759163663654,NA,7.3827769955677
"148","CC028xCC024","d7_d10",5.49940554966006,8.91553531100765,7.28395127521863,5.87938115701942,5.8488045754123,9.49985492208957
"149","CC028xCC024","d10_d15",4.95495385305441,7.05478195212788,6.03530706180452,6.18006052146177,4.75944474960394,7.07599938421327
"150","CC028xCC024","d15_d45",4.89116161463831,7.13948906497327,7.38027181493066,4.76171775780224,4.29089418483292,7.07620825196041
"151","CC028xCC030","d7_d10",5.0654440775621,7.50032075840704,6.77984213708533,5.45218799062085,5.17645481033855,NA
"152","CC028xCC030","d10_d15",5.78469626890296,7.68796230495992,4.61730240989284,5.16207154745425,4.90802108397822,6.85401848109352
"153","CC028xCC030","d15_d45",7.90383074104934,8.89800161332814,11.8265606487228,6.60752407618152,4.82894955920215,9.46494285810189
"154","CC029xCC027","d7_d10",5.15238602661428,8.5435805008363,6.86109354100671,5.37509363422004,4.63323492040073,8.93049439050616
"155","CC029xCC027","d10_d15",8.17658612950123,9.48277251967265,7.16309126327996,7.98836142115774,4.74606654556482,9.54026800180643
"156","CC029xCC027","d15_d45",8.97621128567129,7.24105727654749,8.99531671833661,7.62454025048106,4.75933672198461,7.40814004521042
"157","CC029xCC071","d7_d10",NA,NA,NA,NA,NA,NA
"158","CC029xCC071","d10_d15",NA,NA,NA,NA,NA,NA
"159","CC029xCC071","d15_d45",NA,NA,NA,NA,NA,NA
"160","CC030xCC023","d7_d10",5.19423719275787,7.85008724162438,6.8455608436968,5.57556641630432,5.01801125362616,8.02084231621437
"161","CC030xCC023","d10_d15",5.09666612555126,8.77916774977818,8.1578112297433,7.04235876080341,5.03640054166899,8.9938746946131
"162","CC030xCC023","d15_d45",5.32170110706627,7.01099520372837,5.58375913535501,3.54867711605405,4.82247510525502,6.90082137487811
"163","CC030xCC061","d7_d10",5.02207722187423,6.23438756226338,6.05344881493257,5.29971924562289,5.19296193672755,6.7236815555812
"164","CC030xCC061","d10_d15",5.61227280908691,7.85831256455596,7.43558022069304,5.82114412431975,4.94912614606825,8.02699619188874
"165","CC030xCC061","d15_d45",5.61683031158862,8.34919653488808,7.38591027519014,5.13837022798907,4.91743939632094,8.1754771892244
"166","CC032xCC013","d7_d10",5.03684640384262,7.37517728039678,6.42381479786798,5.70704613490271,3.86488547804236,7.20091903871829
"167","CC032xCC013","d10_d15",6.46365000304068,7.5557532977557,7.68875617748848,7.39749465513089,4.68438005716712,9.31766269457214
"168","CC032xCC013","d15_d45",NA,NA,NA,NA,NA,NA
"169","CC032xCC017","d7_d10",8.0429494394658,8.45048226493354,7.58406569636734,7.75719164796305,6.27086073778939,9.05959748778439
"170","CC032xCC017","d10_d15",6.20296317588332,6.93012577271168,7.29526940665492,5.60262377512818,5.22938625062823,7.31995135869186
"171","CC032xCC017","d15_d45",4.48876401127497,6.9938581119391,6.13165413077926,2.69012120335168,3.08217792412233,5.57303998396414
"172","CC033xCC046","d7_d10",5.36658278758242,6.8762438443778,5.98604386765597,5.28899134727261,5.07784804471478,6.41620923684563
"173","CC033xCC046","d10_d15",6.84859470311051,7.58954649177062,7.8410165060624,5.1763273595652,5.20559049313766,9.09622686375918
"174","CC033xCC046","d15_d45",5.17746039882361,7.37770830210658,5.13438932862804,4.75118977901143,4.87763521450082,6.53317253015287
"175","CC033xCC068","d7_d10",5.00460420388863,6.39610232783474,5.84862168433135,5.33469346620119,4.85114270848734,6.81880021204682
"176","CC033xCC068","d10_d15",8.31396122515812,9.16986642902299,5.06695019159058,5.11044426424039,6.24616178045683,9.27106764245703
"177","CC033xCC068","d15_d45",6.39148346894558,7.07826541612344,7.06253542929408,5.19677063409613,3.52489038097971,6.83970766386087
"178","CC034xCC016","d7_d10",NA,NA,NA,NA,NA,NA
"179","CC034xCC016","d10_d15",6.1483392237253,5.5225474379726,5.44959200999311,5.70963576990018,2.56383800066798,5.85181650359366
"180","CC034xCC016","d15_d45",10.6880360454583,6.42543891095739,8.0651190449626,3.94925056028649,4.7313520281672,7.07354258408548
"181","CC035xCC020","d7_d10",NA,NA,NA,NA,NA,NA
"182","CC035xCC020","d10_d15",NA,NA,NA,NA,NA,NA
"183","CC035xCC020","d15_d45",NA,NA,NA,NA,NA,NA
"184","CC035xCC071","d7_d10",5.50952199697345,8.38063958791153,6.84063566741584,5.61762035878969,3.65847904892822,8.18052134836076
"185","CC035xCC071","d10_d15",7.71796997147627,5.76055832194587,4.85891187367016,5.42501322722614,6.7123397371535,7.2824300759356
"186","CC035xCC071","d15_d45",2.04045121355985,2.77403146657561,4.66976679754277,4.91703460302248,2.98333733326165,3.38455270718746
"187","CC036xCC051","d7_d10",5.02158594025355,5.44948317965715,5.11611864585912,4.94585326732297,4.94402426517756,5.3322316674372
"188","CC036xCC051","d10_d15",5.36837810168059,7.04127909125166,5.39737476928442,5.16971069757178,5.03240379939384,6.94803956916821
"189","CC036xCC051","d15_d45",8.36712619292655,10.2305051529498,9.04517127837528,4.99177430251321,5.40137795233796,10.3964562124057
"190","CC037xCC046","d7_d10",5.02659112320834,5.15573794484063,5.23271602755145,5.0685834222886,5.02408023923506,5.2484000936411
"191","CC037xCC046","d10_d15",5.73172919852248,8.66946151457237,8.397425679599,5.86864945429941,5.10170203519594,9.66642575427031
"192","CC037xCC046","d15_d45",NA,NA,NA,NA,NA,NA
"193","CC037xCC057","d7_d10",9.77356287739937,9.41153156260995,8.56962953008404,6.83005312984589,4.89239776930768,10.4008085111935
"194","CC037xCC057","d10_d15",4.4979093860876,6.19358415973074,3.68370730904631,4.12984313933386,4.60122592200398,4.95036744172125
"195","CC037xCC057","d15_d45",8.6442539767508,6.88705965675855,6.62566944867642,4.48680707107552,NA,7.6071967798876
"196","CC038xCC013","d7_d10",5.00910748650392,6.12900314609532,5.70352558608371,5.24221921060498,4.67510941868711,6.82959265422194
"197","CC038xCC013","d10_d15",5.7316173997501,9.57585876080342,8.60488333844694,7.00980004708476,4.91859904814203,9.69548841629767
"198","CC038xCC013","d15_d45",5.33221832845571,8.12189705529467,9.09617070881776,4.23564248129918,4.98614950554158,8.47511813719225
"199","CC039xCC020","d7_d10",6.19649581853215,8.90772807845275,7.8169646322256,6.51199062862411,5.38991734372145,9.26919106728034
"200","CC039xCC020","d10_d15",5.25490162916438,3.62736874846927,4.32306518036975,4.56384631775189,4.55413335222762,5.09148452142308
"201","CC039xCC020","d15_d45",6.93588315627833,10.5730209562105,9.07545483330415,6.15232556739072,4.96400729047913,8.94337637716126
"202","CC040xCC003","d7_d10",5.10281481872775,5.55638420643806,5.51184259577488,5.68380873739943,5.78203141777701,7.74042338333025
"203","CC040xCC003","d10_d15",5.19489483833274,7.3824701208189,5.90605460692212,4.78251530875196,4.15719923476999,6.03146680696476
"204","CC040xCC003","d15_d45",8.06146686309405,9.7468207135036,11.5065585274178,6.351052469267,5.0153102121579,11.0247902085099
"205","CC040xCC015","d7_d10",NA,NA,NA,NA,NA,NA
"206","CC040xCC015","d10_d15",NA,NA,NA,NA,NA,NA
"207","CC040xCC015","d15_d45",NA,NA,NA,NA,NA,NA
"208","CC041xCC012","d7_d10",6.55675870472444,7.70943819707021,6.81457803179576,5.67675782257516,7.49464371826302,NA
"209","CC041xCC012","d10_d15",4.50668844426167,6.90754676593076,7.90799374164183,5.05828669407094,2.23308096251907,NA
"210","CC041xCC012","d15_d45",7.80064982765598,7.13107897909371,7.25914420826207,4.70741979860384,4.70769760127206,NA
"211","CC041xCC016","d7_d10",5.46766773855232,6.16132324315797,5.56065701282978,6.19777847513782,5.26749916576193,8.11319950945129
"212","CC041xCC016","d10_d15",9.99564202425191,5.39499168329353,6.25546723645063,4.84559697588721,4.4098815926904,7.19838912572549
"213","CC041xCC016","d15_d45",0.00999999999999979,11.1657625249277,9.54582078122166,4.77827340169611,4.92769692923022,8.16043789349781
"214","CC042xCC017","d7_d10",5.78603049829208,8.82583583532564,6.64377464573902,6.50126523420646,NA,7.61102439134268
"215","CC042xCC017","d10_d15",7.14648135716318,7.43030273061661,7.44504422466247,7.26736725736072,NA,10.3185214579241
"216","CC042xCC017","d15_d45",9.77704643552276,7.97936528457183,6.8612335566718,5.65372002686523,4.89834831306796,7.14770041902554
"217","CC042xCC019","d7_d10",NA,NA,NA,NA,NA,NA
"218","CC042xCC019","d10_d15",NA,NA,NA,NA,NA,NA
"219","CC042xCC019","d15_d45",NA,NA,NA,NA,NA,NA
"220","CC042xCC025","d7_d10",NA,NA,NA,NA,NA,NA
"221","CC042xCC025","d10_d15",7.76622562112678,3.98208719331584,5.76086764243187,5.93007560704413,4.15329047205143,6.79999101588719
"222","CC042xCC025","d15_d45",NA,NA,NA,NA,NA,NA
"223","CC043xCC033","d7_d10",7.28993884731194,10.1382656528342,7.77855211787828,5.90319380539633,5.39429219356429,10.6840717481697
"224","CC043xCC033","d10_d15",7.20019176738683,6.66699383021966,4.18751635415038,5.13804285007058,5.48399815677208,6.00285396742945
"225","CC043xCC033","d15_d45",4.73611435194396,6.27279898514754,5.17401458650102,4.29401459345427,3.17735184831635,6.08055625902498
"226","CC043xCC037","d7_d10",5.2890901057907,7.25553080723062,6.82072703923501,5.49123366969814,3.97688012398678,6.79129351601562
"227","CC043xCC037","d10_d15",9.15459970489994,9.01336183485644,8.74517485023706,7.10350851967519,5.13447737045267,10.2074390090159
"228","CC043xCC037","d15_d45",5.80535516217051,7.50297887177257,7.48442471325578,2.96496983578853,4.48787148813043,6.93385544231373
"229","CC044xCC060","d7_d10",5.02955690870316,6.5447574521257,6.3069012675727,5.45607174914229,5.35956264661892,6.75154157983177
"230","CC044xCC060","d10_d15",9.0131941851852,8.31301723178996,4.35745952832601,5.25690562664913,4.66401595749047,6.70902285105806
"231","CC044xCC060","d15_d45",2.04609559421625,9.12724320014899,12.3017128166849,8.05569379303497,5.00721314318317,10.9721999536701
"232","CC045xCC044","d7_d10",5.90134621990306,6.30288223691922,6.27651099172219,5.36746191574197,5.03337818098741,7.4762018626758
"233","CC045xCC044","d10_d15",5.78929988431809,7.15354856958755,5.62009556242994,5.6456628585554,4.5960919893956,6.96320123249728
"234","CC045xCC044","d15_d45",7.56656018361078,9.96569281076265,11.4989607157032,6.97135728591912,4.96883519302652,10.3984155421951
"235","CC046xCC068","d7_d10",5.16730806175515,7.22888039112191,6.38763800797352,5.26729920220823,4.94422962781963,7.72414094486865
"236","CC046xCC068","d10_d15",6.23420457079567,6.82897724059239,6.74638416214914,5.33899553845181,5.09333254251998,7.29189383838212
"237","CC046xCC068","d15_d45",4.56380148438176,4.85448331960296,5.3517502382979,4.68416058082865,4.8342232897143,4.56442223494422
"238","CC049xCC036","d7_d10",NA,NA,NA,NA,NA,NA
"239","CC049xCC036","d10_d15",NA,NA,NA,NA,NA,NA
"240","CC049xCC036","d15_d45",NA,NA,NA,NA,NA,NA
"241","CC051xCC005","d7_d10",5.37369233437495,7.11716355402638,6.55626428910045,5.97263196617279,6.02737230500521,NA
"242","CC051xCC005","d10_d15",5.35493233255095,6.99579472174059,7.89012812279199,4.60913658433139,3.98479400515821,NA
"243","CC051xCC005","d15_d45",9.5186983855725,8.06414161794355,NA,5.13430691709739,4.7348646366598,NA
