"RIX","ID","day","virus","antigen","cohort","assay_date","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"CC001xCC055","109","15","Influenza","HA","8_14viii","2015_05_06",2.23606797749979,64,8,2.23606797749979,0.477121254719662,64
"CC001xCC074","102","15","Influenza","HA","3_13iii","2014_01_13",2.23606797749979,25,5,1,-Inf,NA
"CC002xCC011","32","15","Influenza","HA","10_13x","2014_05_20",1.4142135623731,25,4,2,0,25
"CC002xCC021","170","15","Influenza","HA","2_13ii","2013_12_03",2.23606797749979,36,5,2.23606797749979,0.477121254719662,49
"CC002xCC021","201","15","Influenza","HA","3_13iii","2014_01_13",1.73205080756888,25,5,2,-Inf,NA
"CC002xCC021","202","15","Influenza","HA","3_13iii","2013_12_03",1.73205080756888,16,4,1.73205080756888,0.301029995663981,25
"CC003xCC051","36","15","Influenza","HA","8_13viii","2013_12_03",NA,NA,4,2,0.301029995663981,NA
"CC003xCC051","36","15","Influenza","HA","8_13viii","2013_12_12",2.23606797749979,NA,NA,NA,NA,NA
"CC003xCC051","36","15","Influenza","HA.1","8_13viii","2013_12_03",1,NA,NA,NA,NA,NA
"CC003xCC051","37","15","Influenza","HA","8_13viii","2013_12_03",NA,16,4,1.73205080756888,0.301029995663981,25
"CC003xCC051","37","15","Influenza","HA","8_13viii","2013_12_12",2,NA,NA,NA,NA,NA
"CC003xCC051","37","15","Influenza","HA.1","8_13viii","2013_12_03",1.73205080756888,NA,NA,NA,NA,NA
"CC004xCC011","236","15","Influenza","HA","7_13vii","2013_12_03",2,NA,5,2.23606797749979,0.301029995663981,NA
"CC004xCC011","237","15","Influenza","HA","7_13vii","2013_12_03",1.4142135623731,36,5,2,0.477121254719662,49
"CC004xCC011","238","15","Influenza","HA","7_13vii","2013_12_03",1.73205080756888,NA,4,1.73205080756888,0.477121254719662,NA
"CC004xCC012","81","15","Influenza","HA","1_14i","2014_05_26",2.44948974278318,64,8,2.82842712474619,0.698970004336019,64
"CC004xCC012","82","15","Influenza","HA","1_14i","2014_05_26",2,64,7,2.23606797749979,0.602059991327962,64
"CC004xCC012","83","15","Influenza","HA","1_14i","2014_05_26",1.73205080756888,64,7,2.44948974278318,0.602059991327962,64
"CC005xCC001","64","15","Influenza","HA","9_13ix","2014_05_20",2.64575131106459,36,7,1.4142135623731,0.477121254719662,64
"CC005xCC001","65","15","Influenza","HA","9_13ix","2014_05_20",1.4142135623731,25,4,1,-Inf,25
"CC005xCC040","133","15","Influenza","HA","8_14viii","2015_05_06",0,36,4,0,-Inf,36
"CC007xCC070","64","15","Influenza","HA","7_15vii","2016_01_13",0,25,4,0,-Inf,25
"CC009xCC040","75","15","Influenza","HA","3_14iii","2015_04_28",2.44948974278318,64,7,2,0.477121254719662,64
"CC009xCC040","77","15","Influenza","HA","3_14iii","2015_04_28",2.23606797749979,64,7,2.44948974278318,0.602059991327962,64
"CC009xCC040","78","15","Influenza","HA","3_14iii","2015_04_28",2.23606797749979,49,6,2.23606797749979,0.301029995663981,64
"CC010xCC015","108","15","Influenza","HA","4_14iv","2015_05_06",1.73205080756888,49,6,2.23606797749979,0.602059991327962,49
"CC010xCC015","109","15","Influenza","HA","4_14iv","2015_05_06",1.73205080756888,36,5,2.23606797749979,0.602059991327962,36
"CC011xCC032","62","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,25
"CC011xCC032","63","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,16
"CC011xCC032","63","15","Influenza","HA","11_13xi","2014_04_15",1.4142135623731,25,3,1.73205080756888,-Inf,NA
"CC011xCC042","123","15","Influenza","HA","7_13vii","2014_01_13",0,25,5,1.73205080756888,0,NA
"CC011xCC042","92","15","Influenza","HA","7_13vii","2013_12_03",2,NA,4,0,0,NA
"CC011xCC042","93","15","Influenza","HA","7_13vii","2014_04_15",2,36,5,2,0.301029995663981,NA
"CC012xCC032","110","15","Influenza","HA","9_13ix","2014_05_20",2,36,6,2.23606797749979,0.477121254719662,49
"CC012xCC032","111","15","Influenza","HA","9_13ix","2014_05_20",1.73205080756888,49,6,2,-Inf,49
"CC012xCC032","116","15","Influenza","HA","9_13ix","2014_05_20",2.23606797749979,49,7,2.23606797749979,0.477121254719662,64
"CC013xCC041","150","15","Influenza","HA","3_14iii","2015_04_28",1.4142135623731,25,4,1.4142135623731,0,25
"CC013xCC041","152","15","Influenza","HA","3_14iii","2015_04_28",1.73205080756888,25,5,1.4142135623731,0,25
"CC013xCC041","153","15","Influenza","HA","3_14iii","2015_04_28",0,36,4,1.73205080756888,0.301029995663981,36
"CC013xCC041","254","15","Influenza","HA","5_15v","2016_01_13",0,16,3,0,-Inf,25
"CC013xCC041","258","15","Influenza","HA","5_15v","2016_01_13",0,9,3,1,-Inf,16
"CC013xCC041","259","15","Influenza","HA","5_15v","2016_01_13",0,16,2,0,-Inf,16
"CC016xCC061","38","15","Influenza","HA","5_15v","2016_01_13",0,25,3,1.73205080756888,-Inf,36
"CC016xCC061","44","15","Influenza","HA","5_15v","2016_01_13",0,25,3,1.4142135623731,-Inf,25
"CC017xCC004","51","15","Influenza","HA","7_13vii","2013_12_03",2.23606797749979,NA,5,2,0.301029995663981,NA
"CC017xCC041","52","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,36
"CC017xCC041","53","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,36
"CC017xCC041","53","15","Influenza","HA","11_13xi","2014_04_22",2,49,5,2.23606797749979,0.301029995663981,NA
"CC018xCC009","202","15","Influenza","HA","4_14iv","2015_05_06",2.44948974278318,64,8,2.82842712474619,0.477121254719662,64
"CC018xCC009","206","15","Influenza","HA","4_14iv","2015_05_06",2.44948974278318,64,7,2.64575131106459,0.602059991327962,64
"CC018xCC009","207","15","Influenza","HA","4_14iv","2015_05_06",2.23606797749979,64,7,2.64575131106459,0.477121254719662,64
"CC018xCC065","31","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,49
"CC018xCC065","31","15","Influenza","HA","11_13xi","2014_04_22",1.73205080756888,49,6,2,0.301029995663981,NA
"CC018xCC065","52","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,49
"CC018xCC065","52","15","Influenza","HA","11_13xi","2014_04_15",2.23606797749979,49,7,2.44948974278318,0.477121254719662,NA
"CC018xCC065","53","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,49
"CC018xCC065","53","15","Influenza","HA","11_13xi","2014_04_15",2.23606797749979,64,7,2.44948974278318,0.477121254719662,NA
"CC018xCC065","54","15","Influenza","HA","11_13xi","2014_01_17",NA,NA,NA,NA,NA,49
"CC018xCC065","54","15","Influenza","HA","11_13xi","2014_04_15",2.23606797749979,36,5,1.4142135623731,0.477121254719662,NA
"CC019xCC002","70","15","Influenza","HA","10_13x","2014_05_20",2.23606797749979,49,6,2.23606797749979,0.602059991327962,64
"CC019xCC002","72","15","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,36
"CC019xCC002","72","15","Influenza","HA","10_13x","2014_04_15",2.23606797749979,49,5,2.44948974278318,0.477121254719662,NA
"CC019xCC002","72","15","Influenza","HA.1","10_13x","2014_01_17",NA,NA,NA,NA,NA,36
"CC019xCC004","13","15","Influenza","HA","10_13x","2014_01_17",NA,NA,NA,NA,NA,49
"CC019xCC004","13","15","Influenza","HA","10_13x","2014_04_15",2,64,7,2.44948974278318,0.602059991327962,NA
"CC021xCC032","36","15","Influenza","HA","1_13i","2014_01_13",2.44948974278318,49,6,2.44948974278318,0.477121254719662,NA
