"RIX","ID","RIX_ID","Cohort","Treatment","Day","lowest.day","lowest.weight"
"CC006xCC039","114","16750x15155_114","2_16ii","Influenza",15,15,93.9914163090129
"CC006xCC039","119","16750x15155_119","2_16ii","Influenza",15,6,96.1864406779661
"CC006xCC039","38","16750x15155_38","12_15xii","Influenza",45,2,117.241379310345
"CC006xCC039","39","16750x15155_39","12_15xii","Influenza",45,3,112.432432432432
"CC006xCC039","42","16750x15155_42","12_15xii","Influenza",45,6,121.556886227545
"CC006xCC039","43","16750x15155_43","12_15xii","Influenza",45,2,118.079096045198
"CC068xCC035","85","16768x5035_85","5_16v","Influenza",10,5,92.1787709497207
"CC068xCC035","87","16768x5035_87","5_16v","Influenza",10,4,87.1794871794872
"CC068xCC035","90","16768x5035_90","7_16vii","Influenza",15,13,87.7049180327869
"CC068xCC035","96","16768x5035_96","7_16vii","Influenza",15,13,94.9308755760369
"CC068xCC035","103","16768x5035_103","7_16vii","Influenza",15,4,98.1220657276995
"CC068xCC035","109","16768x5035_109","9_16ix","Influenza",45,11,89.7321428571429
"CC068xCC035","110","16768x5035_110","9_16ix","Influenza",45,10,95.067264573991
"CC068xCC043","63","16768x8021_63","4_15iv","Influenza",10,8,91.1764705882353
"CC068xCC043","64","16768x8021_64","4_15iv","Influenza",10,4,93.4579439252336
"CC068xCC043","65","16768x8021_65","4_15iv","Influenza",10,4,91.5492957746479
"CC068xCC043","143","16768x8021_143","5_16v","Influenza",10,5,91.4141414141414
"CC068xCC043","144","16768x8021_144","5_16v","Influenza",10,3,95.1871657754011
"CC068xCC043","156","16768x8021_156","5_16v","Influenza",10,5,93.0555555555556
"CC068xCC043","112","16768x8021_112","11_15xi","Influenza",15,6,69.4835680751174
"CC068xCC043","113","16768x8021_113","11_15xi","Influenza",15,4,80.0813008130081
"CC068xCC043","116","16768x8021_116","11_15xi","Influenza",15,6,79.2207792207792
"CC068xCC043","2","16768x8021_2","10_14x","Influenza",45,7,98.6486486486486
"CC068xCC043","3","16768x8021_3","10_14x","Influenza",45,7,94.6153846153846
"CC068xCC043","11","16768x8021_11","10_14x","Influenza",45,5,96.7032967032967
"CC071xCC058","57","16785x5358_57","9_16ix","Influenza",15,6,89.7849462365591
"CC071xCC058","58","16785x5358_58","9_16ix","Influenza",15,4,92.6829268292683
"CC071xCC053","110","16785x773_110","10_15x","Influenza",10,4,92.0212765957447
"CC071xCC053","111","16785x773_111","10_15x","Influenza",10,4,90.1734104046243
"CC071xCC053","115","16785x773_115","10_15x","Influenza",10,5,82.4561403508772
"CC071xCC053","92","16785x773_92","9_15ix","Influenza",15,7,85.5491329479769
"CC071xCC053","93","16785x773_93","9_15ix","Influenza",15,5,87.2340425531915
"CC071xCC053","98","16785x773_98","9_15ix","Influenza",15,7,90
"CC051xCC005","76","16912X16211_76","6_13vi","Influenza",10,4,95.8041958041958
"CC051xCC005","81","16912X16211_81","6_13vi","Influenza",10,4,94.6635730858468
"CC051xCC005","82","16912X16211_82","6_13vi","Influenza",10,4,94.5355191256831
"CC051xCC005","109","16912X16211_109","6_13vi","Influenza",10,4,85
"CC051xCC005","153","16912x16211_153","7_13vii","Influenza",15,4,91.8864097363083
"CC051xCC005","161","16912x16211_161","7_13vii","Influenza",15,9,98.6005089058524
"CC051xCC005","162","16912x16211_162","7_13vii","Influenza",15,4,91.8552036199095
"CC051xCC005","137","16912x16211_137","7_13vii","Influenza",45,3,91.5374947633012
"CC051xCC005","138","16912x16211_138","7_13vii","Influenza",45,3,90.5003909304144
"CC051xCC005","144","16912x16211_144","7_13vii","Influenza",45,3,88.0016722408027
"CC051xCC009","12","16912x5489_12","4_14iv","Influenza",10,10,70.1193520886615
"CC051xCC009","25","16912x5489_25","4_14iv","Influenza",10,8,74.6136865342163
"CC051xCC009","26","16912x5489_26","4_14iv","Influenza",10,10,73.2673267326733
"CC051xCC009","48","16912x5489_48","5_14v","Influenza",15,13,89.2452830188679
"CC051xCC009","49","16912x5489_49","5_14v","Influenza",15,8,82.8368794326241
"CC051xCC009","52","16912x5489_52","5_14v","Influenza",15,8,84.6125730994152
"CC051xCC009","62","16912x5489_62","5_14v","Influenza",45,13,85.4849965108165
"CC051xCC009","63","16912x5489_63","5_14v","Influenza",45,8,92.9979035639413
"CC051xCC009","64","16912x5489_64","5_14v","Influenza",45,13,84.0776699029126
"CC042xCC019","124","18042x16513_124","12_13xii","Influenza",10,9,91.9308357348703
"CC042xCC019","125","18042x16513_125","12_13xii","Influenza",10,9,92.2297297297297
"CC042xCC019","126","18042x16513_126","12_13xii","Influenza",10,10,87.6971608832808
"CC042xCC019","1","18042x16513_1","9_13ix","Influenza",15,15,88.8090349075975
"CC042xCC019","2","18042x16513_2","9_13ix","Influenza",15,4,90.4208194905869
"CC042xCC019","5","18042x16513_5","9_13ix","Influenza",15,4,93.6085972850679
"CC042xCC019","12","18042x16513_12","9_13ix","Influenza",15,6,90.4988123515439
"CC042xCC019","81","18042x16513_81","10_13x","Influenza",45,4,97.1509971509972
"CC042xCC019","82","18042x16513_82","10_13x","Influenza",45,11,90.7692307692308
"CC042xCC019","83","18042x16513_83","10_13x","Influenza",45,11,94.7945205479452
"CC042xCC017","83","18042x3032_83","12_13xii","Influenza",10,8,89.9521531100479
"CC042xCC017","92","18042x3032_92","12_13xii","Influenza",10,7,89.3867924528302
"CC042xCC017","127","18042x3032_127","1_14i","Influenza",15,10,94.8018747337026
"CC042xCC017","128","18042x3032_128","1_14i","Influenza",15,3,95.3454894433781
"CC042xCC017","129","18042x3032_129","1_14i","Influenza",15,13,93.8893844781445
"CC042xCC017","130","18042x3032_130","1_14i","Influenza",15,3,93.963963963964
"CC042xCC017","82","18042x3032_82","12_13xii","Influenza",45,9,87.3508353221957
"CC042xCC017","88","18042x3032_88","12_13xii","Influenza",45,9,84.0725806451613
"CC042xCC017","106","18042x3032_106","12_13xii","Influenza",45,10,92.1518987341772
"CC042xCC017","107","18042x3032_107","12_13xii","Influenza",45,9,95.4301075268817
"CC042xCC017","114","18042x3032_114","12_13xii","Influenza",45,8,91.9239904988124
"CC042xCC025","16","18042x8008_16","7_16vii","Influenza",10,6,94.2105263157895
"CC042xCC025","21","18042x8008_21","7_16vii","Influenza",10,4,89.0710382513661
"CC042xCC025","22","18042x8008_22","7_16vii","Influenza",10,3,90.0497512437811
"CC042xCC025","6","18042x8008_6","7_16vii","Influenza",15,7,91.2442396313364
"CC042xCC025","7","18042x8008_7","7_16vii","Influenza",15,4,88.5572139303483
"CC042xCC025","8","18042x8008_8","7_16vii","Influenza",15,7,86.3414634146341
"CC042xCC025","9","18042x8008_9","7_16vii","Influenza",15,4,91.5422885572139
"CC074xCC062","1","3015x5306_1","1_16i","Influenza",10,5,82.5870646766169
"CC074xCC062","5","3015x5306_5","1_16i","Influenza",10,4,84.2857142857143
"CC074xCC062","6","3015x5306_6","1_16i","Influenza",10,3,97.0731707317073
"CC074xCC062","54","3015x5306_54","3_16iii","Influenza",15,6,71.8390804597701
"CC074xCC062","55","3015x5306_55","3_16iii","Influenza",15,5,76.878612716763
"CC074xCC062","60","3015x5306_60","3_16iii","Influenza",15,5,81.2182741116751
"CC074xCC062","61","3015x5306_61","4_16iv","Influenza",45,5,77.5
"CC074xCC062","67","3015x5306_67","4_16iv","Influenza",45,5,89.1304347826087
"CC074xCC062","68","3015x5306_68","4_16iv","Influenza",45,4,84.8039215686275
"CC074xCC062","71","3015x5306_71","4_16iv","Influenza",45,5,75
"CC074xCC062","72","3015x5306_72","4_16iv","Influenza",45,5,79.2929292929293
"CC074xCC058","94","3015x5358_94","2_16ii","Influenza",10,5,90.3914590747331
"CC074xCC058","98","3015x5358_98","2_16ii","Influenza",10,9,88.0769230769231
"CC074xCC058","99","3015x5358_99","2_16ii","Influenza",10,8,89.8305084745763
"CC074xCC058","104","3015x5358_104","2_16ii","Influenza",15,9,88.9830508474576
"CC074xCC058","105","3015x5358_105","2_16ii","Influenza",15,14,78.5123966942149
"CC074xCC058","64","3015x5358_64","11_15xi","Influenza",45,5,80.2631578947368
"CC074xCC058","68","3015x5358_68","11_15xi","Influenza",45,6,73.6842105263158
"CC017xCC004","12","3032x16188_12","7_13vii","Influenza",10,6,73.7244897959184
"CC017xCC004","23","3032x16188_23","7_13vii","Influenza",10,7,72.8798586572438
"CC017xCC004","120","3032x16188_120","8_13viii","Influenza",10,9,70.4485488126649
"CC017xCC004","121","3032x16188_121","8_13viii","Influenza",10,10,70.959595959596
"CC017xCC004","147","3032x16188_147","8_13viii","Influenza",10,7,79.3650793650794
"CC017xCC004","35","3032x16188_35","7_13vii","Influenza",15,9,70.0636942675159
"CC017xCC004","51","3032x16188_51","7_13vii","Influenza",15,7,79.0155440414508
"CC017xCC004","63","3032x16188_63","7_13vii","Influenza",15,9,70.9939148073022
"CC017xCC004","39","3032x16188_39","7_13vii","Influenza",45,7,94.8660714285714
"CC017xCC004","42","3032x16188_42","7_13vii","Influenza",45,7,92.1343349536014
"CC017xCC004","43","3032x16188_43","7_13vii","Influenza",45,14,96.6651644885083
"CC017xCC041","47","3032x16441_47","11_13xi","Influenza",10,9,72.0238095238095
"CC017xCC041","56","3032x16441_56","11_13xi","Influenza",10,10,73.314606741573
"CC017xCC041","57","3032x16441_57","11_13xi","Influenza",10,8,90.4191616766467
"CC017xCC041","58","3032x16441_58","11_13xi","Influenza",10,9,67.5977653631285
"CC017xCC041","52","3032x16441_52","11_13xi","Influenza",15,9,72.5888324873096
"CC017xCC041","53","3032x16441_53","11_13xi","Influenza",15,8,74.398249452954
"CC017xCC041","54","3032x16441_54","11_13xi","Influenza",15,10,70.7725553754727
"CC017xCC041","3","3032x16441_3","10_13x","Influenza",45,11,74.8201438848921
"CC017xCC041","20","3032x16441_20","10_13x","Influenza",45,10,71.9895287958115
"CC017xCC041","21","3032x16441_21","10_13x","Influenza",45,9,74.1239892183288
"CC015xCC059","97","3154x16012_97","8_15viii","Influenza",10,9,79.5555555555555
"CC015xCC059","101","3154x16012_101","8_15viii","Influenza",10,7,91.3934426229508
"CC015xCC059","102","3154x16012_102","8_15viii","Influenza",10,9,77.319587628866
"CC015xCC059","70","3154x16012_70","7_15vii","Influenza",15,9,73.6263736263736
"CC015xCC059","77","3154x16012_77","7_15vii","Influenza",15,12,68.3823529411765
"CC015xCC059","80","3154x16012_80","7_15vii","Influenza",15,9,83.3333333333333
"CC015xCC059","68","3154x16012_68","7_15vii","Influenza",45,7,73.2919254658385
"CC015xCC059","73","3154x16012_73","7_15vii","Influenza",45,9,72.1951219512195
"CC015xCC059","75","3154x16012_75","7_15vii","Influenza",45,8,89.1791044776119
"CC015xCC018","97","3154x3609_97","12_13xii","Influenza",10,8,90.4615384615385
"CC015xCC018","98","3154x3609_98","12_13xii","Influenza",10,7,90.2564102564103
"CC015xCC018","104","3154x3609_104","12_13xii","Influenza",10,4,95.0649350649351
"CC015xCC018","40","3154x3609_40","10_13x","Influenza",15,7,96.8085106382979
"CC015xCC018","41","3154x3609_41","10_13x","Influenza",15,7,88.1818181818182
"CC015xCC018","45","3154x3609_45","10_13x","Influenza",15,7,90.3225806451613
"CC015xCC018","138","3154x3609_138","2_14ii","Influenza",45,8,85.2941176470588
"CC015xCC018","139","3154x3609_139","2_14ii","Influenza",45,7,94.1860465116279
"CC011xCC042","97","3252x18042_97","7_13vii","Influenza",10,4,80.9312638580931
"CC011xCC042","134","3252x18042_134","7_13vii","Influenza",10,4,89.7609382047812
"CC011xCC042","137","3252x18042_137","7_13vii","Influenza",10,5,84.5356176735798
"CC011xCC042","92","3252x18042_92","7_13vii","Influenza",15,4,87.3480414227825
"CC011xCC042","93","3252x18042_93","7_13vii","Influenza",15,4,88.6385896180215
"CC011xCC042","123","3252x18042_123","7_13vii","Influenza",15,4,92.9957406530999
"CC011xCC042","67","3252x18042_67","7_13vii","Influenza",45,4,90.3294367693942
"CC011xCC042","78","3252x18042_78","7_13vii","Influenza",45,4,84.0317600352889
"CC011xCC042","96","3252x18042_96","7_13vii","Influenza",45,4,89.1642371234208
"CC011xCC032","42","3252x8002_42","11_13xi","Influenza",10,4,85.1985559566787
"CC011xCC032","43","3252x8002_43","11_13xi","Influenza",10,4,86.624203821656
"CC011xCC032","65","3252x8002_65","11_13xi","Influenza",10,3,92.8067700987306
"CC011xCC032","66","3252x8002_66","11_13xi","Influenza",10,4,90.7517309594461
"CC011xCC032","62","3252x8002_62","11_13xi","Influenza",15,9,92.9261862917399
"CC011xCC032","63","3252x8002_63","11_13xi","Influenza",15,9,90.8035299581979
"CC011xCC032","64","3252x8002_64","11_13xi","Influenza",15,4,98.7804878048781
"CC011xCC032","121","3252x8002_121","12_13xii","Influenza",45,9,97.704081632653
"CC011xCC032","122","3252x8002_122","12_13xii","Influenza",45,10,94.7712418300654
"CC011xCC032","128","3252x8002_128","12_13xii","Influenza",45,10,91.2524850894632
"CC075xCC021","65","3260x1566_65","12_15xii","Influenza",10,4,86.0986547085202
"CC075xCC021","69","3260x1566_69","12_15xii","Influenza",10,9,84.2857142857143
"CC075xCC021","70","3260x1566_70","12_15xii","Influenza",10,4,78.8461538461538
"CC075xCC021","71","3260x1566_71","12_15xii","Influenza",10,7,84.3137254901961
"CC075xCC021","77","3260x1566_77","12_15xii","Influenza",10,6,87.0786516853933
"CC075xCC021","78","3260x1566_78","12_15xii","Influenza",10,4,85.2941176470588
"CC075xCC021","85","3260x1566_85","12_15xii","Influenza",10,5,81.9047619047619
"CC075xCC021","86","3260x1566_86","12_15xii","Influenza",10,7,85.3535353535353
"CC075xCC021","87","3260x1566_87","12_15xii","Influenza",10,7,83.4170854271357
"CC075xCC021","4","3260x1566_4","11_15xi","Influenza",15,4,88.5714285714286
"CC075xCC021","5","3260x1566_5","11_15xi","Influenza",15,6,82.7102803738318
"CC075xCC021","6","3260x1566_6","11_15xi","Influenza",15,6,80.2752293577982
"CC075xCC021","79","3260x1566_79","12_15xii","Influenza",45,6,89.0710382513661
"CC075xCC021","80","3260x1566_80","12_15xii","Influenza",45,6,77.4193548387097
"CC075xCC021","81","3260x1566_81","12_15xii","Influenza",45,4,84.1176470588235
"CC075xCC021","88","3260x1566_88","12_15xii","Influenza",45,6,85.5491329479769
"CC075xCC021","89","3260x1566_89","12_15xii","Influenza",45,7,33.5106382978723
"CC075xCC035","1","3260x5035_1","6_15vi","Influenza",10,8,92.4170616113744
"CC075xCC035","2","3260x5035_2","6_15vi","Influenza",10,10,91.9431279620853
"CC075xCC035","5","3260x5035_5","6_15vi","Influenza",15,5,90.3846153846154
"CC075xCC035","21","3260x5035_21","6_15vi","Influenza",15,5,90.5829596412556
"CC075xCC035","22","3260x5035_22","6_15vi","Influenza",15,6,97.3214285714286
"CC075xCC035","29","3260x5035_29","6_15vi","Influenza",45,4,94.5054945054945
"CC075xCC035","43","3260x5035_43","6_15vi","Influenza",45,5,97.1563981042654
"CC075xCC035","52","3260x5035_52","6_15vi","Influenza",45,2,96.551724137931
"CC057xCC052","9","3393x8052_9","5_14v","Influenza",10,4,95
"CC057xCC052","10","3393x8052_10","5_14v","Influenza",10,4,90.6027527289986
"CC057xCC052","11","3393x8052_11","5_14v","Influenza",10,4,85.197234648231
"CC057xCC052","69","3393x8052_69","8_14viii","Influenza",15,4,93.5622317596567
"CC057xCC052","70","3393x8052_70","8_14viii","Influenza",15,4,92.1518987341772
"CC057xCC052","71","3393x8052_71","8_14viii","Influenza",15,9,96.375
"CC057xCC052","79","3393x8052_79","8_14viii","Influenza",45,4,97.7035490605428
"CC057xCC052","90","3393x8052_90","8_14viii","Influenza",45,4,93.2467532467532
"CC057xCC052","91","3393x8052_91","8_14viii","Influenza",45,4,99.2628992628993
"CC057xCC052","92","3393x8052_92","8_14viii","Influenza",45,7,95.4128440366973
"CC014xCC059","107","3415x16012_107","1_15i","Influenza",10,6,81.1475409836066
"CC014xCC059","108","3415x16012_108","1_15i","Influenza",10,6,77.3109243697479
"CC014xCC059","109","3415x16012_109","1_15i","Influenza",10,6,77.6649746192894
"CC014xCC059","110","3415x16012_110","1_15i","Influenza",10,6,82.1917808219178
"CC060xCC037","35","3460x16072_35","12_15xii","Influenza",10,4,90.2061855670103
"CC060xCC037","36","3460x16072_36","12_15xii","Influenza",10,4,89.1304347826087
"CC060xCC037","39","3460x16072_39","12_15xii","Influenza",10,4,93.1216931216931
"CC060xCC037","116","3460x16072_116","9_16ix","Influenza",15,3,81.4977973568282
"CC060xCC037","117","3460x16072_117","9_16ix","Influenza",15,3,82.2033898305085
"CC060xCC037","118","3460x16072_118","9_16ix","Influenza",15,3,76.7543859649123
"CC060xCC037","52","3460x16072_52","2_16ii","Influenza",45,5,96.3133640552995
"CC060xCC037","53","3460x16072_53","2_16ii","Influenza",45,7,89.2241379310345
"CC060xCC037","56","3460x16072_56","2_16ii","Influenza",45,5,98.5915492957747
"CC060xCC006","80","3460x16750_80","2_15ii","Influenza",10,1,97.6076555023923
"CC060xCC006","78","3460x16750_78","2_15ii","Influenza",15,4,87.2340425531915
"CC060xCC006","79","3460x16750_79","2_15ii","Influenza",15,14,88.9867841409692
"CC060xCC006","86","3460x16750_86","2_15ii","Influenza",15,4,87.4015748031496
"CC060xCC006","81","3460x16750_81","2_15ii","Influenza",45,4,94.0886699507389
"CC060xCC006","87","3460x16750_87","2_15ii","Influenza",45,15,94.8412698412698
"CC029xCC071","91","3564x16785_91","10_15x","Influenza",10,5,89.8936170212766
"CC029xCC071","98","3564x16785_98","10_15x","Influenza",10,5,91.7127071823204
"CC029xCC071","111","3564x16785_111","10_15x","Influenza",10,5,89.9470899470899
"CC029xCC071","118","3564x16785_118","11_15xi","Influenza",15,8,68.6695278969957
"CC029xCC071","122","3564x16785_122","11_15xi","Influenza",15,7,70.5882352941176
"CC029xCC071","123","3564x16785_123","11_15xi","Influenza",15,5,80.3108808290155
"CC029xCC071","124","3564x16785_124","11_15xi","Influenza",15,5,76.8361581920904
"CC029xCC071","137","3564x16785_137","12_15xii","Influenza",45,5,83.1578947368421
"CC029xCC071","141","3564x16785_141","12_15xii","Influenza",45,4,80.9248554913295
"CC029xCC027","2","3564x8027_2","3_15iii","Influenza",10,4,99.4413407821229
"CC029xCC027","16","3564x8027_16","3_15iii","Influenza",10,2,100
"CC029xCC027","20","3564x8027_20","3_15iii","Influenza",10,4,94.0119760479042
"CC029xCC027","9","3564x8027_9","3_15iii","Influenza",15,4,92.9292929292929
"CC029xCC027","18","3564x8027_18","3_15iii","Influenza",15,4,95.8974358974359
"CC029xCC027","25","3564x8027_25","3_15iii","Influenza",15,4,94.6428571428571
"CC029xCC027","47","3564x8027_47","3_15iii","Influenza",45,1,109.090909090909
"CC029xCC027","48","3564x8027_48","3_15iii","Influenza",45,4,101.863354037267
"CC029xCC027","53","3564x8027_53","3_15iii","Influenza",45,1,103.759398496241
"CC029xCC027","54","3564x8027_54","3_15iii","Influenza",45,4,96.2264150943396
"CC018xCC065","41","3609x5119_41","11_13xi","Influenza",10,4,95.6701030927835
"CC018xCC065","42","3609x5119_42","11_13xi","Influenza",10,4,94.2156862745098
"CC018xCC065","51","3609x5119_51","11_13xi","Influenza",10,8,92.0245398773006
"CC018xCC065","31","3609x5119_31","11_13xi","Influenza",15,8,89.2094017094017
"CC018xCC065","52","3609x5119_52","11_13xi","Influenza",15,5,84.7319978343259
"CC018xCC065","53","3609x5119_53","11_13xi","Influenza",15,3,96.0864485981308
"CC018xCC065","54","3609x5119_54","11_13xi","Influenza",15,4,93.7366548042705
"CC018xCC065","95","3609x5119_95","12_13xii","Influenza",45,4,98.7987987987988
"CC018xCC065","96","3609x5119_96","12_13xii","Influenza",45,1,96.0960960960961
"CC018xCC065","97","3609x5119_97","12_13xii","Influenza",45,6,90.9326424870466
"CC018xCC009","6","3609x5489_6","12_13xii","Influenza",10,9,94.3765281173594
"CC018xCC009","7","3609x5489_7","12_13xii","Influenza",10,9,89.2201834862385
"CC018xCC009","8","3609x5489_8","12_13xii","Influenza",10,10,91.7960088691796
"CC018xCC009","202","3609x5489_202","4_14iv","Influenza",15,9,85.9519408502773
"CC018xCC009","206","3609x5489_206","4_14iv","Influenza",15,7,85.0409836065574
"CC018xCC009","207","3609x5489_207","4_14iv","Influenza",15,7,91.959595959596
"CC018xCC009","5","3609x5489_5","12_13xii","Influenza",45,8,89.1891891891892
"CC018xCC009","36","3609x5489_36","12_13xii","Influenza",45,9,92.5601750547046
"CC018xCC009","39","3609x5489_39","12_13xii","Influenza",45,2,94.1176470588235
"CC018xCC009","44","3609x5489_44","12_13xii","Influenza",45,10,92.3645320197044
"CC018xCC009","64","3609x5489_64","12_13xii","Influenza",45,9,98.8505747126437
"CC018xCC009","65","3609x5489_65","12_13xii","Influenza",45,9,85.5263157894737
"CC044xCC060","85","4410x3460_85","3_15iii","Influenza",10,4,92.8934010152284
"CC044xCC060","86","4410x3460_86","3_15iii","Influenza",10,7,95.6284153005464
"CC044xCC060","87","4410x3460_87","3_15iii","Influenza",10,4,91.8367346938775
"CC044xCC060","88","4410x3460_88","3_15iii","Influenza",10,7,98.0295566502463
"CC044xCC060","104","4410x3460_104","4_15iv","Influenza",15,3,90.8571428571429
"CC044xCC060","105","4410x3460_105","4_15iv","Influenza",15,4,96.8911917098445
"CC044xCC060","110","4410x3460_110","4_15iv","Influenza",15,13,90.8108108108108
"CC044xCC060","51","4410x3460_51","2_15ii","Influenza",45,4,95.4545454545455
"CC044xCC060","59","4410x3460_59","2_15ii","Influenza",45,5,94.300518134715
"CC044xCC060","63","4410x3460_63","2_15ii","Influenza",45,3,98.4210526315789
"CC036xCC051","36","477x16912_36","6_14vi","Influenza",10,8,97.051597051597
"CC036xCC051","37","477x16912_37","6_14vi","Influenza",10,8,96.8888888888889
"CC036xCC051","38","477x16912_38","6_14vi","Influenza",10,9,91.9904076738609
"CC036xCC051","93","477x16912_93","7_14vii","Influenza",15,8,92.2633349351273
"CC036xCC051","107","477x16912_107","7_14vii","Influenza",15,8,89.6778916544656
"CC036xCC051","108","477x16912_108","7_14vii","Influenza",15,7,94.7558770343581
"CC036xCC051","92","477x16912_92","7_14vii","Influenza",45,7,90.4692791485244
"CC036xCC051","116","477x16912_116","7_14vii","Influenza",45,8,87.7354157096922
"CC036xCC051","117","477x16912_117","7_14vii","Influenza",45,7,92.7240461401952
"CC035xCC071","99","5035x16785_99","4_15iv","Influenza",10,8,84.0659340659341
"CC035xCC071","104","5035x16785_104","4_15iv","Influenza",10,8,92.093023255814
"CC035xCC071","111","5035x16785_111","4_15iv","Influenza",10,8,83.0687830687831
"CC035xCC071","85","5035x16785_85","4_15iv","Influenza",15,13,82.2916666666667
"CC035xCC071","92","5035x16785_92","4_15iv","Influenza",15,14,82.3834196891192
"CC035xCC071","98","5035x16785_98","4_15iv","Influenza",15,13,85.792349726776
"CC035xCC071","83","5035x16785_83","4_15iv","Influenza",45,15,79.3103448275862
"CC035xCC071","90","5035x16785_90","4_15iv","Influenza",45,15,76.1904761904762
"CC035xCC071","96","5035x16785_96","4_15iv","Influenza",45,15,78.5365853658537
"CC035xCC020","48","5035x8054_48","12_15xii","Influenza",45,12,102.285714285714
"CC035xCC020","49","5035x8054_49","12_15xii","Influenza",45,7,95.2054794520548
"CC035xCC020","50","5035x8054_50","12_15xii","Influenza",45,9,98.7730061349693
"CC035xCC020","56","5035x8054_56","12_15xii","Influenza",45,4,118.235294117647
"CC034xCC016","54","5080x8024_54","5_14v","Influenza",10,5,98.8829787234042
"CC034xCC016","55","5080x8024_55","5_14v","Influenza",10,8,90.6593406593407
"CC034xCC016","56","5080x8024_56","5_14v","Influenza",10,7,86.9356388088377
"CC034xCC016","35","5080x8024_35","4_14iv","Influenza",15,9,82.5552825552825
"CC034xCC016","36","5080x8024_36","4_14iv","Influenza",15,8,88.539104771274
"CC034xCC016","38","5080x8024_38","4_14iv","Influenza",15,8,78.3365570599613
"CC034xCC016","28","5080x8024_28","3_14iii","Influenza",45,7,89.196675900277
"CC034xCC016","29","5080x8024_29","3_14iii","Influenza",45,7,88.8888888888889
"CC034xCC016","30","5080x8024_30","3_14iii","Influenza",45,8,87.2
"CC034xCC016","31","5080x8024_31","3_14iii","Influenza",45,8,91.404011461318
"CC065xCC072","116","5119x16521_116","2_16ii","Influenza",10,4,85.2216748768473
"CC065xCC072","117","5119x16521_117","2_16ii","Influenza",10,4,80
"CC065xCC072","118","5119x16521_118","2_16ii","Influenza",10,4,78.4688995215311
"CC065xCC072","81","5119x16521_81","1_16i","Influenza",15,5,80.8873720136519
"CC065xCC072","82","5119x16521_82","1_16i","Influenza",15,5,82.2784810126582
"CC065xCC072","83","5119x16521_83","1_16i","Influenza",15,5,86.8243243243243
"CC065xCC072","84","5119x16521_84","1_16i","Influenza",15,5,84.2465753424658
"CC065xCC072","101","5119x16521_101","2_16ii","Influenza",15,5,82.6568265682657
"CC065xCC072","102","5119x16521_102","2_16ii","Influenza",15,5,77.9220779220779
"CC065xCC072","103","5119x16521_103","2_16ii","Influenza",15,5,78.8530465949821
"CC065xCC072","104","5119x16521_104","2_16ii","Influenza",15,4,81.9727891156463
"CC065xCC072","123","5119x16521_123","3_16iii","Influenza",45,7,87.1428571428571
"CC065xCC072","124","5119x16521_124","3_16iii","Influenza",45,5,79.0262172284644
"CC065xCC072","125","5119x16521_125","3_16iii","Influenza",45,5,76.9230769230769
"CC065xCC010","86","5119x8018_86","11_13xi","Influenza",10,5,92.7634774162215
"CC065xCC010","90","5119x8018_90","11_13xi","Influenza",10,10,70.7591377694471
"CC065xCC010","91","5119x8018_91","11_13xi","Influenza",10,8,78.2327586206897
"CC065xCC010","124","5119x8018_124","1_14i","Influenza",15,11,78.2798256044392
"CC065xCC010","125","5119x8018_125","1_14i","Influenza",15,8,91.6481892091648
"CC065xCC010","126","5119x8018_126","1_14i","Influenza",15,8,94.0174039158811
"CC065xCC010","81","5119x8018_81","11_13xi","Influenza",45,4,82.2972972972973
"CC065xCC010","87","5119x8018_87","11_13xi","Influenza",45,5,75.8474576271186
"CC065xCC010","88","5119x8018_88","11_13xi","Influenza",45,6,72.5988700564972
"CC062xCC072","52","5306x16521_52","12_15xii","Influenza",10,4,85.8369098712446
"CC062xCC072","53","5306x16521_53","12_15xii","Influenza",10,4,95
"CC062xCC072","58","5306x16521_58","12_15xii","Influenza",10,4,91.1627906976744
"CC062xCC072","59","5306x16521_59","12_15xii","Influenza",10,4,85.5855855855856
"CC062xCC072","60","5306x16521_60","12_15xii","Influenza",10,3,88.7029288702929
"CC062xCC072","81","5306x16521_81","1_16i","Influenza",15,7,93.2
"CC062xCC072","82","5306x16521_82","1_16i","Influenza",15,12,94.4
"CC062xCC072","83","5306x16521_83","1_16i","Influenza",15,12,90.0414937759336
"CC062xCC072","122","5306x16521_122","2_16ii","Influenza",15,5,100.374531835206
"CC062xCC072","130","5306x16521_130","2_16ii","Influenza",15,8,92.3387096774193
"CC062xCC072","131","5306x16521_131","2_16ii","Influenza",15,3,95.9349593495935
"CC062xCC072","47","5306x16521_47","12_15xii","Influenza",45,3,113.04347826087
"CC062xCC072","49","5306x16521_49","12_15xii","Influenza",45,4,117.010309278351
"CC062xCC072","50","5306x16521_50","12_15xii","Influenza",45,4,102.450980392157
"CC062xCC046","2","5306x5346_2","1_16i","Influenza",10,2,97.0954356846473
"CC062xCC046","3","5306x5346_3","1_16i","Influenza",10,5,92.0152091254753
"CC062xCC046","4","5306x5346_4","1_16i","Influenza",10,6,93.8271604938272
"CC062xCC046","5","5306x5346_5","1_16i","Influenza",10,6,89.8039215686274
"CC062xCC046","56","5306x5346_56","4_16iv","Influenza",45,7,95.3781512605042
"CC062xCC046","57","5306x5346_57","4_16iv","Influenza",45,11,95.3703703703704
"CC062xCC046","58","5306x5346_58","4_16iv","Influenza",45,10,90.8695652173913
