"RIX","ID","RIX_ID","Cohort","Treatment","Day","D1per","D2per","D3per","D4per","D5per","D6per","D7per","D8per","D9per","D10per","D11per","D12per","D13per","D14per","D15per","D45per"
"CC003xCC051","139","13067x16912_139","11_13xi","Influenza","45",97.8971962616823,100,97.3831775700935,89.4392523364486,84.3457943925234,80.3738317757009,76.4018691588785,72.196261682243,69.392523364486,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","55","13067x5306_55","1_15i","Influenza","2",96.3350785340314,95.2879581151832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","63","13067x5306_63","1_15i","Influenza","2",97.029702970297,95.5445544554455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","70","13067x5306_70","1_15i","Influenza","2",97.0149253731343,97.0149253731343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","71","13067x5306_71","1_15i","Influenza","2",95.5882352941177,96.5686274509804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","43","13067x5306_43","1_15i","Influenza","4",95.2631578947368,96.3157894736842,99.4736842105263,101.578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","52","13067x5306_52","1_15i","Influenza","4",97.5609756097561,100,100,97.0731707317073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","61","13067x5306_61","1_15i","Influenza","4",96.6346153846154,95.1923076923077,96.1538461538461,97.1153846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","44","13067x5306_44","1_15i","Influenza","7",100.943396226415,97.6415094339623,98.1132075471698,94.3396226415094,95.7547169811321,97.6415094339623,92.9245283018868,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","53","13067x5306_53","1_15i","Influenza","7",96.9387755102041,92.3469387755102,94.8979591836735,93.3673469387755,94.8979591836735,94.8979591836735,92.3469387755102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","62","13067x5306_62","1_15i","Influenza","7",101.485148514851,100,99.5049504950495,100.495049504951,101.980198019802,100.990099009901,100.495049504951,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CC003xCC062","24","13067x5306_24","1_15i","Influenza","15",101.538461538462,102.307692307692,100,101.538461538462,103.461538461538,105.384615384615,101.153846153846,101.538461538462,101.538461538462,99.6153846153846,100.769230769231,98.0769230769231,100,100.769230769231,101.923076923077,NA
"CC003xCC062","29","13067x5306_29","1_15i","Influenza","15",98.7124463519313,98.2832618025751,99.1416309012876,97.4248927038627,98.2832618025751,99.5708154506438,94.8497854077253,93.5622317596567,95.2789699570815,94.8497854077253,93.9914163090129,94.4206008583691,95.2789699570815,96.9957081545064,98.2832618025751,NA
"CC003xCC062","34","13067x5306_34","1_15i","Influenza","15",98.1481481481481,95.8333333333333,98.6111111111111,95.3703703703704,97.6851851851852,96.7592592592592,93.9814814814815,94.4444444444444,94.4444444444444,92.5925925925926,91.6666666666667,91.2037037037037,92.1296296296296,93.0555555555556,90.9722222222222,NA
"CC003xCC062","35","13067x5306_35","1_15i","Influenza","15",96.8468468468468,97.7477477477478,98.6486486486486,99.5495495495496,100.45045045045,101.351351351351,97.7477477477478,96.8468468468468,95.945945945946,95.0450450450451,94.1441441441441,92.7927927927928,95.4954954954955,95.945945945946,97.7477477477478,NA
"CC003xCC062","76","13067x5306_76","2_15ii","Influenza","45",95.8115183246073,93.717277486911,90.5759162303665,82.7225130890052,80.6282722513089,81.6753926701571,82.7225130890052,85.3403141361257,89.0052356020942,NA,93.1937172774869,92.6701570680628,91.0994764397906,89.5287958115183,89.5287958115183,102.61780104712
"CC003xCC062","77","13067x5306_77","2_15ii","Influenza","45",96.3350785340314,94.7643979057592,92.6701570680628,93.1937172774869,92.1465968586387,91.6230366492147,106.806282722513,93.717277486911,95.2879581151832,NA,98.9528795811518,97.3821989528796,95.8115183246073,95.2879581151832,93.1937172774869,108.376963350785
"CC003xCC062","78","13067x5306_78","2_15ii","Influenza","45",95.7547169811321,96.2264150943396,94.811320754717,91.5094339622642,90.5660377358491,91.5094339622642,84.9056603773585,94.3396226415094,96.6981132075472,NA,98.5849056603774,96.6981132075472,98.1132075471698,96.6981132075472,94.3396226415094,98.5849056603774
"CC003xCC062","79","13067x5306_79","2_15ii","Influenza","45",98.4924623115578,95.4773869346734,91.9597989949749,89.4472361809045,89.4472361809045,93.4673366834171,94.4723618090452,92.964824120603,89.9497487437186,NA,93.9698492462312,93.4673366834171,94.4723618090452,94.4723618090452,92.462311557789,103.517587939699
"CC003xCC062","80","13067x5306_80","2_15ii","Influenza","45",98.9949748743719,97.9899497487437,94.4723618090452,88.9447236180905,90.4522613065327,93.9698492462312,97.4874371859297,95.9798994974875,94.9748743718593,NA,97.4874371859297,96.4824120603015,97.4874371859297,98.4924623115578,93.9698492462312,103.517587939699
"CC003xCC062","87","13067x5306_87","2_15ii","Influenza","45",99.0867579908676,99.0867579908676,96.8036529680365,97.7168949771689,94.9771689497717,95.4337899543379,96.8036529680365,94.9771689497717,95.4337899543379,NA,98.1735159817352,97.7168949771689,98.6301369863014,96.3470319634703,96.3470319634703,105.022831050228
"CC003xCC062","88","13067x5306_88","2_15ii","Influenza","45",98.1735159817352,98.1735159817352,93.1506849315068,94.9771689497717,94.5205479452055,94.9771689497717,94.0639269406393,94.9771689497717,93.6073059360731,NA,96.3470319634703,97.2602739726027,97.7168949771689,93.6073059360731,92.6940639269407,107.762557077626
