"","upper","lower","day"
"IgG1",0.404151154384151,0.253251525352445,"10"
"IgG2ac",0.56732831594701,0.395993249717935,"10"
"IgG2b",0.539003943452651,0.368929088505847,"10"
"IgG3",0.6881975144519,0.524619767101872,"10"
"IgM",0.444536700196275,0.285790542439907,"10"
"TotalG",0.317356651006267,0.188606011604334,"10"
