"RIX","ID","day","virus","cohort","RIX_ID"
"CC019xCC004",208,2,"Mock","1_15i","16513x16188_208"
"CC019xCC027",17,45,"Influenza","1_16i","16513x8027_17"
"CC019xCC027",149,7,"Influenza","2_16ii","16513x8027_149"
"CC019xCC027",24,2,"Influenza","1_16i","16513x8027_24"
"CC019xCC027",5,2,"Mock","1_16i","16513x8027_5"
"CC019xCC027",9,2,"Mock","1_16i","16513x8027_9"
"CC019xCC027",15,15,"Influenza","1_16i","16513x8027_15"
"CC019xCC027",19,45,"Influenza","1_16i","16513x8027_19"
"CC019xCC027",20,15,"Mock","1_16i","16513x8027_20"
"CC019xCC027",10,45,"Influenza","1_16i","16513x8027_10"
"CC019xCC027",46,10,"Influenza","1_16i","16513x8027_46"
"CC019xCC027",38,15,"Mock","1_16i","16513x8027_38"
"CC019xCC027",4,15,"Influenza","1_16i","16513x8027_4"
"CC019xCC027",25,2,"Influenza","1_16i","16513x8027_25"
"CC019xCC027",150,7,"Influenza","2_16ii","16513x8027_150"
"CC019xCC027",52,10,"Influenza","1_16i","16513x8027_52"
"CC019xCC027",41,15,"Influenza","1_16i","16513x8027_41"
"CC019xCC027",33,10,"Influenza","1_16i","16513x8027_33"
"CC019xCC027",43,10,"Influenza","1_16i","16513x8027_43"
"CC019xCC027",8,15,"Influenza","1_16i","16513x8027_8"
"CC019xCC027",28,15,"Influenza","1_16i","16513x8027_28"
"CC019xCC027",32,15,"Mock","1_16i","16513x8027_32"
"CC019xCC027",143,7,"Influenza","2_16ii","16513x8027_143"
"CC019xCC027",21,15,"Mock","1_16i","16513x8027_21"
"CC019xCC027",148,7,"Influenza","2_16ii","16513x8027_148"
"CC019xCC027",37,2,"Influenza","1_16i","16513x8027_37"
"CC019xCC027",27,15,"Mock","1_16i","16513x8027_27"
"CC019xCC027",16,2,"Mock","1_16i","16513x8027_16"
"CC019xCC027",142,7,"Influenza","2_16ii","16513x8027_142"
"CC019xCC027",42,15,"Influenza","1_16i","16513x8027_42"
"CC019xCC027",39,15,"Influenza","1_16i","16513x8027_39"
"CC019xCC027",26,15,"Mock","1_16i","16513x8027_26"
"CC072xCC075",99,15,"Mock","9_15ix","16521x3260_99"
"CC072xCC075",38,2,"Mock","7_15vii","16521x3260_38"
"CC072xCC075",101,15,"Mock","9_15ix","16521x3260_101"
"CC072xCC075",104,4,"Influenza","10_15x","16521x3260_104"
"CC072xCC075",84,4,"Influenza","9_15ix","16521x3260_84"
"CC072xCC075",82,4,"Influenza","9_15ix","16521x3260_82"
"CC072xCC075",83,4,"Influenza","9_15ix","16521x3260_83"
"CC072xCC075",105,4,"Influenza","10_15x","16521x3260_105"
"CC072xCC075",109,4,"Influenza","10_15x","16521x3260_109"
"CC072xCC075",37,2,"Influenza","7_15vii","16521x3260_37"
"CC072xCC075",114,4,"Mock","10_15x","16521x3260_114"
"CC072xCC075",98,15,"Mock","9_15ix","16521x3260_98"
"CC072xCC075",108,4,"Influenza","10_15x","16521x3260_108"
"CC072xCC075",43,2,"Mock","7_15vii","16521x3260_43"
"CC072xCC075",93,4,"Mock","9_15ix","16521x3260_93"
"CC072xCC075",113,4,"Mock","10_15x","16521x3260_113"
"CC072xCC075",122,7,"Influenza","10_15x","16521x3260_122"
"CC072xCC075",79,4,"Influenza","9_15ix","16521x3260_79"
"CC072xCC075",88,4,"Mock","9_15ix","16521x3260_88"
"CC072xCC075",120,4,"Mock","10_15x","16521x3260_120"
"CC072xCC075",89,4,"Mock","9_15ix","16521x3260_89"
"CC072xCC075",42,2,"Influenza","7_15vii","16521x3260_42"
"CC072xCC075",44,2,"Mock","7_15vii","16521x3260_44"
"CC072xCC075",41,2,"Influenza","7_15vii","16521x3260_41"
"CC072xCC075",94,15,"Influenza","9_15ix","16521x3260_94"
"CC072xCC075",95,15,"Influenza","9_15ix","16521x3260_95"
"CC072xCC075",96,15,"Influenza","9_15ix","16521x3260_96"
"CC072xCC075",115,7,"Influenza","10_15x","16521x3260_115"
"CC072xCC075",121,7,"Influenza","10_15x","16521x3260_121"
"CC072xCC063",83,45,"Influenza","1_16i","16521x5391_83"
"CC072xCC063",84,45,"Influenza","1_16i","16521x5391_84"
"CC072xCC063",24,15,"Influenza","10_15x","16521x5391_24"
"CC072xCC063",38,7,"Influenza","11_15xi","16521x5391_38"
"CC072xCC063",31,7,"Influenza","11_15xi","16521x5391_31"
"CC072xCC063",21,15,"Mock","10_15x","16521x5391_21"
"CC072xCC063",4,2,"Mock","10_15x","16521x5391_4"
"CC072xCC063",20,15,"Mock","10_15x","16521x5391_20"
"CC072xCC063",12,2,"Mock","10_15x","16521x5391_12"
"CC072xCC063",86,45,"Influenza","1_16i","16521x5391_86"
"CC072xCC063",149,4,"Influenza","3_16iii","16521x5391_149"
"CC072xCC063",3,2,"Influenza","10_15x","16521x5391_3"
"CC072xCC063",9,2,"Influenza","10_15x","16521x5391_9"
"CC072xCC063",153,4,"Mock","3_16iii","16521x5391_153"
"CC072xCC063",13,15,"Mock","10_15x","16521x5391_13"
"CC072xCC063",11,2,"Mock","10_15x","16521x5391_11"
"CC072xCC063",152,4,"Mock","3_16iii","16521x5391_152"
"CC072xCC063",22,15,"Influenza","10_15x","16521x5391_22"
"CC072xCC063",77,10,"Influenza","12_15xii","16521x5391_77"
"CC072xCC063",79,10,"Influenza","12_15xii","16521x5391_79"
"CC072xCC063",44,7,"Influenza","11_15xi","16521x5391_44"
"CC072xCC063",80,10,"Influenza","12_15xii","16521x5391_80"
"CC072xCC063",10,2,"Influenza","10_15x","16521x5391_10"
"CC072xCC063",143,4,"Influenza","3_16iii","16521x5391_143"
"CC072xCC063",144,4,"Influenza","3_16iii","16521x5391_144"
"CC072xCC063",151,4,"Mock","3_16iii","16521x5391_151"
"CC072xCC063",159,7,"Influenza","3_16iii","16521x5391_159"
"CC072xCC063",25,15,"Influenza","10_15x","16521x5391_25"
"CC072xCC063",75,10,"Influenza","12_15xii","16521x5391_75"
"CC072xCC063",23,15,"Influenza","10_15x","16521x5391_23"
"CC072xCC063",148,4,"Influenza","3_16iii","16521x5391_148"
"CC072xCC063",157,7,"Influenza","3_16iii","16521x5391_157"
"CC072xCC063",158,7,"Influenza","3_16iii","16521x5391_158"
"CC072xCC063",161,7,"Influenza","3_16iii","16521x5391_161"
"CC072xCC063",150,4,"Mock","3_16iii","16521x5391_150"
"CC072xCC063",14,15,"Mock","10_15x","16521x5391_14"
"CC072xCC063",160,7,"Influenza","3_16iii","16521x5391_160"
"CC040xCC003",19,7,"Influenza","12_13xii","16557x13067_19"
"CC040xCC003",20,7,"Influenza","12_13xii","16557x13067_20"
"CC040xCC003",109,4,"Mock","4_14iv","16557x13067_109"
"CC040xCC003",68,15,"Influenza","2_14ii","16557x13067_68"
"CC040xCC003",110,4,"Mock","4_14iv","16557x13067_110"
"CC040xCC003",118,45,"Influenza","4_14iv","16557x13067_118"
"CC040xCC003",63,15,"Mock","2_14ii","16557x13067_63"
"CC040xCC003",16,2,"Mock","12_13xii","16557x13067_16"
"CC040xCC003",112,4,"Influenza","4_14iv","16557x13067_112"
"CC040xCC003",131,10,"Influenza","5_14v","16557x13067_131"
"CC040xCC003",69,15,"Influenza","2_14ii","16557x13067_69"
"CC040xCC003",15,2,"Mock","12_13xii","16557x13067_15"
"CC040xCC003",113,4,"Influenza","4_14iv","16557x13067_113"
"CC040xCC003",111,4,"Mock","4_14iv","16557x13067_111"
"CC040xCC003",119,45,"Influenza","4_14iv","16557x13067_119"
"CC040xCC003",14,7,"Influenza","12_13xii","16557x13067_14"
"CC040xCC003",17,2,"Mock","12_13xii","16557x13067_17"
"CC040xCC003",130,10,"Influenza","5_14v","16557x13067_130"
"CC040xCC003",5,2,"Influenza","12_13xii","16557x13067_5"
"CC040xCC003",4,2,"Influenza","12_13xii","16557x13067_4"
"CC040xCC003",75,15,"Mock","2_14ii","16557x13067_75"
"CC040xCC003",70,15,"Influenza","2_14ii","16557x13067_70"
"CC040xCC003",18,7,"Influenza","12_13xii","16557x13067_18"
"CC040xCC003",129,10,"Influenza","5_14v","16557x13067_129"
"CC040xCC003",117,45,"Influenza","4_14iv","16557x13067_117"
"CC040xCC003",76,15,"Mock","2_14ii","16557x13067_76"
"CC040xCC003",25,7,"Influenza","12_13xii","16557x13067_25"
"CC040xCC003",86,15,"Mock","2_14ii","16557x13067_86"
"CC040xCC003",23,2,"Influenza","12_13xii","16557x13067_23"
"CC040xCC003",104,4,"Influenza","4_14iv","16557x13067_104"
"CC040xCC003",24,7,"Influenza","12_13xii","16557x13067_24"
"CC040xCC003",103,4,"Influenza","4_14iv","16557x13067_103"
"CC040xCC015",2,4,"Mock","6_15vi","16557x3154_2"
"CC040xCC015",102,15,"Influenza","9_15ix","16557x3154_102"
"CC040xCC015",108,45,"Influenza","9_15ix","16557x3154_108"
"CC040xCC015",74,10,"Influenza","8_15viii","16557x3154_74"
"CC040xCC015",112,15,"Influenza","9_15ix","16557x3154_112"
"CC040xCC015",94,15,"Mock","9_15ix","16557x3154_94"
"CC040xCC015",109,45,"Influenza","9_15ix","16557x3154_109"
"CC040xCC015",1,2,"Influenza","6_15vi","16557x3154_1"
"CC040xCC015",103,45,"Influenza","9_15ix","16557x3154_103"
"CC040xCC015",98,15,"Influenza","9_15ix","16557x3154_98"
"CC040xCC015",15,4,"Influenza","6_15vi","16557x3154_15"
"CC040xCC015",26,4,"Influenza","6_15vi","16557x3154_26"
"CC040xCC015",71,10,"Influenza","8_15viii","16557x3154_71"
"CC040xCC015",95,15,"Mock","9_15ix","16557x3154_95"
"CC040xCC015",104,45,"Influenza","9_15ix","16557x3154_104"
"CC040xCC015",9,2,"Mock","6_15vi","16557x3154_9"
"CC040xCC015",25,4,"Influenza","6_15vi","16557x3154_25"
"CC040xCC015",6,4,"Mock","6_15vi","16557x3154_6"
"CC040xCC015",97,15,"Influenza","9_15ix","16557x3154_97"
"CC040xCC015",10,4,"Influenza","6_15vi","16557x3154_10"
"CC040xCC015",21,4,"Influenza","6_15vi","16557x3154_21"
"CC040xCC015",99,15,"Influenza","9_15ix","16557x3154_99"
"CC040xCC015",17,2,"Mock","6_15vi","16557x3154_17"
"CC040xCC015",3,2,"Influenza","6_15vi","16557x3154_3"
"CC040xCC015",4,2,"Influenza","6_15vi","16557x3154_4"
"CC040xCC015",5,4,"Mock","6_15vi","16557x3154_5"
"CC040xCC015",96,15,"Mock","9_15ix","16557x3154_96"
"CC040xCC015",113,45,"Influenza","9_15ix","16557x3154_113"
"CC040xCC015",20,2,"Mock","6_15vi","16557x3154_20"
"CC040xCC015",69,10,"Influenza","8_15viii","16557x3154_69"
"CC055xCC006",59,2,"Mock","6_16vi","16680x16750_59"
"CC055xCC006",56,4,"Influenza","5_16v","16680x16750_56"
"CC055xCC006",63,2,"Mock","6_16vi","16680x16750_63"
"CC055xCC006",64,2,"Mock","6_16vi","16680x16750_64"
"CC055xCC006",67,2,"Influenza","6_16vi","16680x16750_67"
"CC055xCC006",68,2,"Influenza","6_16vi","16680x16750_68"
"CC055xCC006",72,10,"Influenza","6_16vi","16680x16750_72"
"CC055xCC006",70,10,"Influenza","6_16vi","16680x16750_70"
"CC055xCC006",71,10,"Influenza","6_16vi","16680x16750_71"
"CC055xCC006",65,2,"Influenza","6_16vi","16680x16750_65"
"CC055xCC006",144,15,"Mock","7_16vii","16680x16750_144"
"CC055xCC006",73,10,"Influenza","6_16vi","16680x16750_73"
"CC055xCC006",138,7,"Influenza","7_16vii","16680x16750_138"
"CC055xCC006",49,4,"Influenza","5_16v","16680x16750_49"
"CC055xCC006",126,7,"Influenza","7_16vii","16680x16750_126"
"CC055xCC006",139,15,"Influenza","7_16vii","16680x16750_139"
"CC055xCC006",48,4,"Mock","5_16v","16680x16750_48"
"CC055xCC006",135,7,"Influenza","7_16vii","16680x16750_135"
"CC055xCC006",136,15,"Mock","7_16vii","16680x16750_136"
"CC055xCC006",143,15,"Influenza","7_16vii","16680x16750_143"
"CC055xCC006",129,15,"Mock","7_16vii","16680x16750_129"
"CC055xCC006",128,15,"Influenza","7_16vii","16680x16750_128"
"CC055xCC006",127,15,"Influenza","7_16vii","16680x16750_127"
"CC055xCC006",10,45,"Influenza","12_15xii","16680x16750_10"
"CC055xCC006",11,45,"Influenza","12_15xii","16680x16750_11"
"CC055xCC006",53,4,"Mock","5_16v","16680x16750_53"
"CC055xCC006",54,4,"Influenza","5_16v","16680x16750_54"
"CC055xCC006",8,45,"Influenza","12_15xii","16680x16750_8"
"CC055xCC006",52,4,"Mock","5_16v","16680x16750_52"
"CC055xCC006",7,45,"Influenza","12_15xii","16680x16750_7"
"CC055xCC028",113,7,"Influenza","8_15viii","16680x8016_113"
"CC055xCC028",119,7,"Influenza","8_15viii","16680x8016_119"
"CC055xCC028",35,2,"Influenza","1_15i","16680x8016_35"
"CC055xCC028",91,15,"Mock","7_15vii","16680x8016_91"
"CC055xCC028",89,15,"Mock","7_15vii","16680x8016_89"
"CC055xCC028",92,15,"Mock","7_15vii","16680x8016_92"
"CC055xCC028",34,2,"Influenza","1_15i","16680x8016_34"
"CC055xCC028",111,15,"Influenza","7_15vii","16680x8016_111"
"CC055xCC028",32,2,"Mock","1_15i","16680x8016_32"
"CC055xCC028",114,7,"Influenza","8_15viii","16680x8016_114"
"CC055xCC028",124,7,"Influenza","8_15viii","16680x8016_124"
"CC055xCC028",41,2,"Influenza","1_15i","16680x8016_41"
"CC055xCC028",123,45,"Influenza","8_15viii","16680x8016_123"
"CC055xCC028",125,7,"Influenza","8_15viii","16680x8016_125"
"CC055xCC028",133,10,"Influenza","8_15viii","16680x8016_133"
"CC055xCC028",33,2,"Mock","1_15i","16680x8016_33"
"CC055xCC028",116,45,"Influenza","8_15viii","16680x8016_116"
"CC055xCC028",102,15,"Influenza","7_15vii","16680x8016_102"
"CC055xCC028",66,15,"Influenza","3_15iii","16680x8016_66"
"CC055xCC028",112,15,"Influenza","7_15vii","16680x8016_112"
"CC055xCC028",36,2,"Influenza","1_15i","16680x8016_36"
"CC055xCC028",65,15,"Influenza","3_15iii","16680x8016_65"
"CC055xCC028",70,15,"Influenza","3_15iii","16680x8016_70"
"CC055xCC028",115,45,"Influenza","8_15viii","16680x8016_115"
"CC055xCC028",31,2,"Mock","1_15i","16680x8016_31"
"CC055xCC028",134,10,"Influenza","8_15viii","16680x8016_134"
"CC055xCC028",103,15,"Influenza","7_15vii","16680x8016_103"
"CC055xCC028",75,15,"Mock","3_15iii","16680x8016_75"
"CC055xCC028",90,15,"Mock","7_15vii","16680x8016_90"
"CC055xCC028",72,15,"Mock","3_15iii","16680x8016_72"
"CC055xCC028",74,15,"Mock","3_15iii","16680x8016_74"
"CC055xCC028",71,15,"Influenza","3_15iii","16680x8016_71"
"CC055xCC028",131,7,"Influenza","8_15viii","16680x8016_131"
"CC055xCC028",135,10,"Influenza","8_15viii","16680x8016_135"
"CC055xCC028",132,7,"Influenza","8_15viii","16680x8016_132"
"CC055xCC028",73,15,"Mock","3_15iii","16680x8016_73"
"CC006xCC007",14,2,"Influenza","12_14_xii","16750x13421_14"
"CC006xCC007",15,2,"Influenza","12_14_xii","16750x13421_15"
"CC006xCC007",45,4,"Influenza","1_15i","16750x13421_45"
"CC006xCC007",19,2,"Mock","12_14_xii","16750x13421_19"
"CC006xCC007",104,10,"Influenza","4_15iv","16750x13421_104"
"CC006xCC007",18,2,"Mock","12_14_xii","16750x13421_18"
"CC006xCC007",5,2,"Mock","12_14_xii","16750x13421_5"
"CC006xCC007",66,7,"Influenza","2_15ii","16750x13421_66"
"CC006xCC007",89,45,"Influenza","4_15iv","16750x13421_89"
"CC006xCC007",61,15,"Influenza","1_15i","16750x13421_61"
"CC006xCC007",60,15,"Influenza","1_15i","16750x13421_60"
"CC006xCC007",82,7,"Influenza","2_15ii","16750x13421_82"
"CC006xCC007",90,10,"Influenza","4_15iv","16750x13421_90"
"CC006xCC007",50,15,"Influenza","1_15i","16750x13421_50"
"CC006xCC007",44,4,"Influenza","1_15i","16750x13421_44"
"CC006xCC007",97,45,"Influenza","4_15iv","16750x13421_97"
"CC006xCC007",149,10,"Influenza","6_15vi","16750x13421_149"
"CC006xCC007",62,15,"Influenza","1_15i","16750x13421_62"
"CC006xCC007",105,10,"Influenza","4_15iv","16750x13421_105"
"CC006xCC007",150,10,"Influenza","6_15vi","16750x13421_150"
"CC006xCC007",81,7,"Influenza","2_15ii","16750x13421_81"
"CC006xCC007",98,10,"Influenza","4_15iv","16750x13421_98"
"CC006xCC007",49,15,"Mock","1_15i","16750x13421_49"
"CC006xCC007",65,7,"Influenza","2_15ii","16750x13421_65"
"CC006xCC007",148,10,"Influenza","6_15vi","16750x13421_148"
"CC006xCC007",3,2,"Influenza","12_14_xii","16750x13421_3"
"CC006xCC007",96,45,"Influenza","4_15iv","16750x13421_96"
"CC006xCC007",54,15,"Mock","1_15i","16750x13421_54"
"CC006xCC007",47,4,"Mock","1_15i","16750x13421_47"
"CC006xCC007",48,15,"Mock","1_15i","16750x13421_48"
"CC006xCC007",53,4,"Mock","1_15i","16750x13421_53"
"CC006xCC007",4,2,"Influenza","12_14_xii","16750x13421_4"
"CC006xCC007",46,4,"Mock","1_15i","16750x13421_46"
"CC006xCC007",52,4,"Influenza","1_15i","16750x13421_52"
"CC006xCC039",106,2,"Mock","2_16ii","16750x15155_106"
"CC006xCC039",98,15,"Mock","2_16ii","16750x15155_98"
"CC006xCC039",109,15,"Mock","2_16ii","16750x15155_109"
"CC006xCC039",97,7,"Influenza","2_16ii","16750x15155_97"
"CC006xCC039",110,2,"Mock","2_16ii","16750x15155_110"
"CC006xCC039",113,15,"Influenza","2_16ii","16750x15155_113"
"CC006xCC039",115,4,"Influenza","2_16ii","16750x15155_115"
"CC006xCC039",71,2,"Influenza","1_16i","16750x15155_71"
"CC006xCC039",119,15,"Influenza","2_16ii","16750x15155_119"
"CC006xCC039",108,7,"Influenza","2_16ii","16750x15155_108"
"CC006xCC039",114,15,"Influenza","2_16ii","16750x15155_114"
"CC006xCC039",111,2,"Mock","2_16ii","16750x15155_111"
"CC006xCC039",94,2,"Mock","2_16ii","16750x15155_94"
"CC006xCC039",93,15,"Mock","2_16ii","16750x15155_93"
"CC006xCC039",78,2,"Influenza","1_16i","16750x15155_78"
"CC006xCC039",123,4,"Influenza","2_16ii","16750x15155_123"
"CC006xCC039",86,10,"Influenza","1_16i","16750x15155_86"
"CC006xCC039",92,7,"Influenza","2_16ii","16750x15155_92"
"CC006xCC039",73,2,"Mock","1_16i","16750x15155_73"
"CC006xCC039",121,4,"Influenza","2_16ii","16750x15155_121"
"CC006xCC039",72,10,"Influenza","1_16i","16750x15155_72"
"CC006xCC039",85,2,"Influenza","1_16i","16750x15155_85"
"CC006xCC039",122,4,"Influenza","2_16ii","16750x15155_122"
"CC006xCC039",80,2,"Mock","1_16i","16750x15155_80"
"CC006xCC039",87,2,"Mock","1_16i","16750x15155_87"
"CC006xCC039",79,10,"Influenza","1_16i","16750x15155_79"
"CC006xCC039",39,45,"Influenza","12_15xii","16750x15155_39"
"CC006xCC039",43,45,"Influenza","12_15xii","16750x15155_43"
"CC006xCC039",38,45,"Influenza","12_15xii","16750x15155_38"
"CC006xCC039",42,45,"Influenza","12_15xii","16750x15155_42"
"CC068xCC035",13,7,"Influenza","11_15xi","16768x5035_13"
"CC068xCC035",4,2,"Mock","10_15x","16768x5035_4"
"CC068xCC035",9,7,"Influenza","11_15xi","16768x5035_9"
"CC068xCC035",67,4,"Influenza","3_16iii","16768x5035_67"
"CC068xCC035",90,15,"Influenza","7_16vii","16768x5035_90"
"CC068xCC035",2,2,"Influenza","10_15x","16768x5035_2"
"CC068xCC035",59,4,"Mock","3_16iii","16768x5035_59"
"CC068xCC035",88,15,"Influenza","7_16vii","16768x5035_88"
"CC068xCC035",60,4,"Mock","3_16iii","16768x5035_60"
"CC068xCC035",104,15,"Mock","7_16vii","16768x5035_104"
"CC068xCC035",109,45,"Influenza","8_16viii","16768x5035_109"
"CC068xCC035",110,45,"Influenza","8_16viii","16768x5035_110"
"CC068xCC035",96,15,"Influenza","7_16vii","16768x5035_96"
"CC068xCC035",61,4,"Mock","3_16iii","16768x5035_61"
"CC068xCC035",6,2,"Influenza","10_15x","16768x5035_6"
"CC068xCC035",103,15,"Influenza","7_16vii","16768x5035_103"
"CC068xCC035",7,2,"Influenza","10_15x","16768x5035_7"
"CC068xCC035",97,15,"Mock","7_16vii","16768x5035_97"
"CC068xCC035",1,2,"Mock","10_15x","16768x5035_1"
"CC068xCC035",64,4,"Influenza","3_16iii","16768x5035_64"
"CC068xCC035",10,7,"Influenza","11_15xi","16768x5035_10"
"CC068xCC035",5,2,"Mock","10_15x","16768x5035_5"
"CC068xCC035",87,10,"Influenza","5_16v","16768x5035_87"
"CC068xCC035",65,4,"Influenza","3_16iii","16768x5035_65"
"CC068xCC035",98,15,"Mock","7_16vii","16768x5035_98"
"CC068xCC035",66,4,"Influenza","3_16iii","16768x5035_66"
"CC068xCC035",85,10,"Influenza","5_16v","16768x5035_85"
"CC068xCC035",86,10,"Influenza","5_16v","16768x5035_86"
"CC068xCC043",109,4,"Influenza","10_15x","16768x8021_109"
"CC068xCC043",3,45,"Influenza","10_14x","16768x8021_3"
"CC068xCC043",37,2,"Influenza","12_14_xii","16768x8021_37"
"CC068xCC043",35,2,"Influenza","12_14_xii","16768x8021_35"
"CC068xCC043",113,15,"Influenza","11_15xi","16768x8021_113"
"CC068xCC043",106,4,"Influenza","10_15x","16768x8021_106"
"CC068xCC043",36,2,"Influenza","12_14_xii","16768x8021_36"
"CC068xCC043",12,7,"Influenza","11_14xi","16768x8021_12"
"CC068xCC043",118,15,"Mock","11_15xi","16768x8021_118"
"CC068xCC043",102,4,"Influenza","10_15x","16768x8021_102"
"CC068xCC043",107,4,"Influenza","10_15x","16768x8021_107"
"CC068xCC043",116,15,"Influenza","11_15xi","16768x8021_116"
"CC068xCC043",117,15,"Mock","11_15xi","16768x8021_117"
"CC068xCC043",19,7,"Influenza","11_14xi","16768x8021_19"
"CC068xCC043",2,45,"Influenza","10_14x","16768x8021_2"
"CC068xCC043",31,2,"Influenza","12_14_xii","16768x8021_31"
"CC068xCC043",13,7,"Influenza","11_14xi","16768x8021_13"
"CC068xCC043",27,2,"Mock","12_14_xii","16768x8021_27"
"CC068xCC043",156,10,"Influenza","5_16v","16768x8021_156"
"CC068xCC043",108,4,"Influenza","10_15x","16768x8021_108"
"CC068xCC043",64,10,"Influenza","4_15iv","16768x8021_64"
"CC068xCC043",112,15,"Influenza","11_15xi","16768x8021_112"
"CC068xCC043",65,10,"Influenza","4_15iv","16768x8021_65"
"CC068xCC043",29,2,"Mock","12_14_xii","16768x8021_29"
"CC068xCC043",28,2,"Mock","12_14_xii","16768x8021_28"
"CC068xCC043",95,4,"Mock","10_15x","16768x8021_95"
"CC068xCC043",63,10,"Influenza","4_15iv","16768x8021_63"
"CC068xCC043",143,10,"Influenza","5_16v","16768x8021_143"
"CC068xCC043",30,2,"Influenza","12_14_xii","16768x8021_30"
"CC068xCC043",87,4,"Mock","10_15x","16768x8021_87"
"CC068xCC043",144,10,"Influenza","5_16v","16768x8021_144"
"CC068xCC043",11,45,"Influenza","10_14x","16768x8021_11"
"CC068xCC043",86,4,"Mock","10_15x","16768x8021_86"
"CC071xCC058",80,4,"Mock","10_16x","16785x5358_80"
"CC071xCC058",36,4,"Influenza","7_16vii","16785x5358_36"
"CC071xCC058",12,2,"Mock","2_16ii","16785x5358_12"
"CC071xCC058",4,4,"Mock","7_16vii","16785x5358_4"
"CC071xCC058",13,2,"Mock","2_16ii","16785x5358_13"
"CC071xCC058",41,4,"Influenza","7_16vii","16785x5358_41"
"CC071xCC058",5,2,"Influenza","2_16ii","16785x5358_5"
"CC071xCC058",42,4,"Influenza","7_16vii","16785x5358_42"
"CC071xCC058",57,15,"Influenza","8_16viii","16785x5358_57"
"CC071xCC058",46,4,"Mock","7_16vii","16785x5358_46"
"CC071xCC058",37,4,"Influenza","7_16vii","16785x5358_37"
"CC071xCC058",6,2,"Influenza","2_16ii","16785x5358_6"
"CC071xCC058",56,15,"Influenza","8_16viii","16785x5358_56"
"CC071xCC058",18,2,"Mock","2_16ii","16785x5358_18"
"CC071xCC058",58,15,"Influenza","8_16viii","16785x5358_58"
"CC071xCC058",4,2,"Influenza","2_16ii","16785x5358_4"
"CC071xCC053",108,7,"Influenza","10_15x","16785x773_108"
"CC071xCC053",120,7,"Influenza","10_15x","16785x773_120"
"CC071xCC053",17,2,"Mock","8_15viii","16785x773_17"
"CC071xCC053",109,7,"Influenza","10_15x","16785x773_109"
"CC071xCC053",114,7,"Influenza","10_15x","16785x773_114"
"CC071xCC053",26,4,"Influenza","8_15viii","16785x773_26"
"CC071xCC053",11,4,"Influenza","8_15viii","16785x773_11"
"CC071xCC053",110,10,"Influenza","10_15x","16785x773_110"
"CC071xCC053",8,2,"Influenza","8_15viii","16785x773_8"
"CC071xCC053",34,4,"Mock","8_15viii","16785x773_34"
"CC071xCC053",4,2,"Influenza","8_15viii","16785x773_4"
"CC071xCC053",9,2,"Influenza","8_15viii","16785x773_9"
"CC071xCC053",18,4,"Influenza","8_15viii","16785x773_18"
"CC071xCC053",22,2,"Mock","8_15viii","16785x773_22"
"CC071xCC053",23,4,"Influenza","8_15viii","16785x773_23"
"CC071xCC053",94,15,"Mock","9_15ix","16785x773_94"
"CC071xCC053",30,4,"Mock","8_15viii","16785x773_30"
"CC071xCC053",111,10,"Influenza","10_15x","16785x773_111"
"CC071xCC053",92,15,"Influenza","9_15ix","16785x773_92"
"CC071xCC053",115,10,"Influenza","10_15x","16785x773_115"
"CC071xCC053",98,15,"Influenza","9_15ix","16785x773_98"
"CC071xCC053",36,4,"Mock","8_15viii","16785x773_36"
"CC071xCC053",35,4,"Mock","8_15viii","16785x773_35"
"CC071xCC053",99,15,"Mock","9_15ix","16785x773_99"
"CC071xCC053",95,15,"Mock","9_15ix","16785x773_95"
"CC071xCC053",117,7,"Influenza","10_15x","16785x773_117"
"CC071xCC053",10,2,"Mock","8_15viii","16785x773_10"
"CC071xCC053",93,15,"Influenza","9_15ix","16785x773_93"
"CC071xCC053",106,15,"Influenza","9_15ix","16785x773_106"
"CC055xCC006",32,7,"Influenza","2_16ii","16680x16750_32"
"CC055xCC006",40,7,"Influenza","2_16ii","16680x16750_40"
"CC055xCC006",39,7,"Influenza","2_16ii","16680x16750_39"
"CC055xCC006",38,7,"Influenza","2_16ii","16680x16750_38"
"CC051xCC005",163,4,"Mock","7_13vii","16912x16211_163"
"CC051xCC005",160,4,"Influenza","7_13vii","16912x16211_160"
"CC051xCC005",138,45,"Influenza","7_13vii","16912x16211_138"
"CC051xCC005",150,4,"Mock","7_13vii","16912x16211_150"
"CC051xCC005",164,4,"Influenza","7_13vii","16912x16211_164"
"CC051xCC005",153,15,"Influenza","7_13vii","16912x16211_153"
"CC051xCC005",105,2,"Mock","6_13vi","16912x16211_105"
"CC051xCC005",144,45,"Influenza","7_13vii","16912x16211_144"
"CC051xCC005",154,4,"Mock","7_13vii","16912x16211_154"
"CC051xCC005",137,45,"Influenza","7_13vii","16912x16211_137"
"CC051xCC005",84,2,"Influenza","6_13vi","16912x16211_84"
"CC051xCC005",161,15,"Influenza","7_13vii","16912x16211_161"
"CC051xCC005",159,4,"Influenza","7_13vii","16912x16211_159"
"CC051xCC005",88,7,"Influenza","6_13vi","16912x16211_88"
"CC051xCC005",151,15,"Mock","7_13vii","16912x16211_151"
"CC051xCC005",152,15,"Mock","7_13vii","16912x16211_152"
"CC051xCC005",77,2,"Influenza","6_13vi","16912x16211_77"
"CC051xCC005",162,15,"Influenza","7_13vii","16912x16211_162"
