"RIX","ID","day","dam","sire","isotype","antigen_virus","antigen","assay_date","virus","cohort","RIX_ID","AUC"
"CC007xCC070","121","45","13421","16034","IgG2b","Influenza","HA","2016_12_23","Influenza","11_15xi","13421x16034_121",4.62328605460345
"CC007xCC070","121","45","13421","16034","IgG3","Influenza","HA","2016_12_23","Influenza","11_15xi","13421x16034_121",0.0794606832878285
"CC007xCC070","17","10","13421","16034","IgG2ac","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_17",1.73323830880039
"CC007xCC070","17","10","13421","16034","IgM","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_17",0.767799187987191
"CC007xCC070","17","10","13421","16034","IgG3","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_17",0.166172808759795
"CC007xCC070","17","10","13421","16034","TotalG","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_17",2.46072453118783
"CC007xCC070","17","10","13421","16034","IgG1","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_17",0.0379051526227111
"CC007xCC070","17","10","13421","16034","IgG2b","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_17",1.43596421188493
"CC007xCC070","64","15","13421","16034","IgG2ac","Influenza","HA","2016_01_13","Influenza","7_15vii","13421x16034_64",1.3827827500203
"CC007xCC070","64","15","13421","16034","IgG2b","Influenza","HA","2016_01_13","Influenza","7_15vii","13421x16034_64",0.953786306430413
"CC007xCC070","64","15","13421","16034","IgG3","Influenza","HA","2016_01_13","Influenza","7_15vii","13421x16034_64",0.0649051526227113
"CC007xCC070","64","15","13421","16034","IgG1","Influenza","HA","2016_01_13","Influenza","7_15vii","13421x16034_64",0.205512881556778
"CC007xCC070","64","15","13421","16034","IgM","Influenza","HA","2016_01_13","Influenza","7_15vii","13421x16034_64",0.0671534864246271
"CC007xCC070","64","15","13421","16034","TotalG","Influenza","HA","2016_01_13","Influenza","7_15vii","13421x16034_64",2.14500420063893
"CC007xCC070","67","15","13421","16034","IgG1","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_67",4.34616522009865
"CC007xCC070","67","15","13421","16034","IgM","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_67",0.181365611896594
"CC007xCC070","67","15","13421","16034","IgG2b","Influenza","HA","2017_07_19","Influenza","7_15vii","13421x16034_67",2.1843786896543
"CC007xCC070","67","15","13421","16034","IgG3","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_67",1.68514012902694
"CC007xCC070","67","15","13421","16034","TotalG","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_67",6.48378272220727
"CC007xCC070","67","15","13421","16034","IgG1","Influenza","HA","2017_07_19","Influenza","7_15vii","13421x16034_67",4.55059946823109
"CC007xCC070","67","15","13421","16034","IgG2b","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_67",4.58106059954681
"CC007xCC070","67","15","13421","16034","IgG3","Influenza","HA","2017_07_19","Influenza","7_15vii","13421x16034_67",1.09439958008709
"CC007xCC070","67","15","13421","16034","TotalG","Influenza","HA","2017_07_19","Influenza","7_15vii","13421x16034_67",6.62399484767924
"CC007xCC070","67","15","13421","16034","IgG2ac","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_67",5.30855726715065
"CC007xCC070","67","15","13421","16034","IgG2ac","Influenza","HA","2017_07_19","Influenza","7_15vii","13421x16034_67",6.38623340830661
"CC007xCC070","67","15","13421","16034","IgM","Influenza","HA","2017_07_19","Influenza","7_15vii","13421x16034_67",0.696501764298547
"CC007xCC070","7","10","13421","16034","IgM","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_7",0.246437356514656
"CC007xCC070","7","10","13421","16034","TotalG","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_7",4.06224362950905
"CC007xCC070","7","10","13421","16034","IgG3","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_7",0.447910697345318
"CC007xCC070","7","10","13421","16034","IgG1","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_7",1.36607594525699
"CC007xCC070","7","10","13421","16034","IgG2ac","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_7",1.55460126034266
"CC007xCC070","7","10","13421","16034","IgG2b","Influenza","HA","2016_02_22","Influenza","5_15v","13421x16034_7",2.94411302182971
"CC007xCC070","72","15","13421","16034","TotalG","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_72",5.88026317585817
"CC007xCC070","72","15","13421","16034","TotalG","Influenza","HA","2017_07_10","Influenza","7_15vii","13421x16034_72",5.16847196893396
"CC007xCC070","72","15","13421","16034","IgG1","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_72",4.36735802323544
"CC007xCC070","72","15","13421","16034","IgM","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_72",0.274081069764727
"CC007xCC070","72","15","13421","16034","IgM","Influenza","HA","2017_07_10","Influenza","7_15vii","13421x16034_72",0.634456230821931
"CC007xCC070","72","15","13421","16034","IgG3","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_72",1.18717723341267
"CC007xCC070","72","15","13421","16034","IgG2ac","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_72",3.94753772080153
"CC007xCC070","72","15","13421","16034","IgG1","Influenza","HA","2017_07_10","Influenza","7_15vii","13421x16034_72",4.2865765894858
"CC007xCC070","72","15","13421","16034","IgG3","Influenza","HA","2017_07_10","Influenza","7_15vii","13421x16034_72",0.467897815788539
"CC007xCC070","72","15","13421","16034","IgG2b","Influenza","HA","2016_08_16","Influenza","7_15vii","13421x16034_72",4.16295931139113
"CC007xCC070","72","15","13421","16034","IgG2b","Influenza","HA","2017_07_10","Influenza","7_15vii","13421x16034_72",1.24815457868133
"CC007xCC070","72","15","13421","16034","IgG2ac","Influenza","HA","2017_07_10","Influenza","7_15vii","13421x16034_72",4.26505371074053
"CC007xCC075","40","45","13421","3260","TotalG","Influenza","HA","2016_12_23","Influenza","11_15xi","13421x3260_40",8.09940999749046
"CC007xCC075","40","45","13421","3260","IgG3","Influenza","HA","2016_12_23","Influenza","11_15xi","13421x3260_40",1.14093268003481
"CC007xCC075","40","45","13421","3260","IgG1","Influenza","HA","2016_12_23","Influenza","11_15xi","13421x3260_40",3.72570453681083
"CC007xCC075","40","45","13421","3260","IgM","Influenza","HA","2016_12_23","Influenza","11_15xi","13421x3260_40",0.0533822738774312
"CC007xCC075","40","45","13421","3260","IgG2ac","Influenza","HA","2016_12_23","Influenza","11_15xi","13421x3260_40",8.32766166368856
"CC007xCC075","40","45","13421","3260","IgG2b","Influenza","HA","2016_12_23","Influenza","11_15xi","13421x3260_40",4.87640044832985
"CC007xCC075","63","10","13421","3260","IgM","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_63",1.30680828911991
"CC007xCC075","63","10","13421","3260","IgG3","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_63",0.217780537693861
"CC007xCC075","63","10","13421","3260","IgG2b","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_63",1.00593934482715
"CC007xCC075","63","10","13421","3260","IgG1","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_63",0.293322962788254
"CC007xCC075","63","10","13421","3260","TotalG","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_63",3.96988090198074
"CC007xCC075","63","10","13421","3260","IgG2b","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_63",1.31543867278531
"CC007xCC075","63","10","13421","3260","IgG3","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_63",0.291172584745848
"CC007xCC075","63","10","13421","3260","TotalG","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_63",4.02868809884394
"CC007xCC075","63","10","13421","3260","IgM","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_63",1.28745866716231
"CC007xCC075","63","10","13421","3260","IgG2ac","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_63",2.70734847407485
"CC007xCC075","63","10","13421","3260","IgG2ac","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_63",2.7445250632587
"CC007xCC075","63","10","13421","3260","IgG1","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_63",0.240450462085381
"CC007xCC075","64","10","13421","3260","TotalG","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",7.32551795043848
"CC007xCC075","64","10","13421","3260","IgG2b","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",2.15415102227122
"CC007xCC075","64","10","13421","3260","IgG2ac","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",6.05300173648553
"CC007xCC075","64","10","13421","3260","IgG1","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",6.23633181209402
"CC007xCC075","64","10","13421","3260","IgG2b","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",2.31636003936097
"CC007xCC075","64","10","13421","3260","IgG3","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",2.41862769549805
"CC007xCC075","64","10","13421","3260","IgG3","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",2.46344155715358
"CC007xCC075","64","10","13421","3260","IgG2ac","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",5.80766188770249
"CC007xCC075","64","10","13421","3260","TotalG","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",7.26075651106583
"CC007xCC075","64","10","13421","3260","IgM","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",0.617175021086233
"CC007xCC075","64","10","13421","3260","IgG1","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",6.19775340268361
"CC007xCC075","64","10","13421","3260","IgM","Influenza","HA","2016_11_25","Influenza","3_16iii","13421x3260_64",1.16170078419979
"CC007xCC075","65","10","13421","3260","TotalG","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_65",5.48581870652329
"CC007xCC075","65","10","13421","3260","IgM","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_65",1.57275875120529
"CC007xCC075","65","10","13421","3260","IgG2ac","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_65",4.75780893334872
"CC007xCC075","65","10","13421","3260","IgG2b","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_65",1.60171565406906
"CC007xCC075","65","10","13421","3260","IgG3","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_65",1.09353374417655
"CC007xCC075","65","10","13421","3260","IgG1","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_65",2.51491111756019
"CC007xCC075","66","10","13421","3260","TotalG","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_66",5.27681204173095
"CC007xCC075","66","10","13421","3260","IgG3","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_66",0.528890926982258
"CC007xCC075","66","10","13421","3260","IgG2b","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_66",2.19737513324419
"CC007xCC075","66","10","13421","3260","IgM","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_66",1.0779915430961
"CC007xCC075","66","10","13421","3260","IgG2ac","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_66",3.95868476644777
"CC007xCC075","66","10","13421","3260","IgG1","Influenza","HA","2016_10_10","Influenza","3_16iii","13421x3260_66",0.587943349265153
"CC008xCC018","101","10","8036","3609","IgG3","Influenza","HA","2016_11_25","Influenza","12_15xii","8036x3609_101",2.48697308900369
"CC008xCC018","101","10","8036","3609","IgM","Influenza","HA","2016_11_25","Influenza","12_15xii","8036x3609_101",0.984893587336588
"CC008xCC018","101","10","8036","3609","IgG1","Influenza","HA","2016_11_25","Influenza","12_15xii","8036x3609_101",2.10251618613992
"CC008xCC018","101","10","8036","3609","IgG2b","Influenza","HA","2016_11_25","Influenza","12_15xii","8036x3609_101",2.01723520041817
"CC008xCC018","101","10","8036","3609","TotalG","Influenza","HA","2016_11_25","Influenza","12_15xii","8036x3609_101",5.61183492047623
"CC008xCC018","101","10","8036","3609","IgG2ac","Influenza","HA","2016_11_25","Influenza","12_15xii","8036x3609_101",4.41469120722615
"CC008xCC018","3","10","8036","3609","IgG3","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_3",1.93308770674404
"CC008xCC018","3","10","8036","3609","IgG2b","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_3",1.62777496515824
"CC008xCC018","3","10","8036","3609","IgG2ac","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_3",3.73387112880618
"CC008xCC018","3","10","8036","3609","TotalG","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_3",4.37267499327321
"CC008xCC018","3","10","8036","3609","IgG1","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_3",0.197685914330519
"CC008xCC018","3","10","8036","3609","IgM","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_3",0.40251220951494
"CC008xCC018","52","45","8036","3609","TotalG","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_52",10.0792425094393
"CC008xCC018","52","45","8036","3609","IgG2ac","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_52",7.90719431560838
"CC008xCC018","52","45","8036","3609","IgG3","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_52",1.22805751897761
"CC008xCC018","52","45","8036","3609","IgG1","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_52",7.10200817726392
"CC008xCC018","52","45","8036","3609","IgG2b","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_52",6.33088734275912
"CC008xCC018","52","45","8036","3609","IgM","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_52",0.0917776533255853
"CC008xCC018","53","45","8036","3609","IgG1","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_53",7.0881094654196
"CC008xCC018","53","45","8036","3609","IgG3","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_53",4.03468188207949
"CC008xCC018","53","45","8036","3609","IgG2ac","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_53",7.62717476925927
"CC008xCC018","53","45","8036","3609","TotalG","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_53",9.97387334113261
"CC008xCC018","53","45","8036","3609","IgM","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_53",0.0549051526227113
"CC008xCC018","53","45","8036","3609","IgG2b","Influenza","HA","2016_12_23","Influenza","11_15xi","8036x3609_53",6.46485135844312
"CC008xCC018","7","10","8036","3609","IgG2b","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_7",1.1200075330351
"CC008xCC018","7","10","8036","3609","IgG2ac","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_7",1.4920914871681
"CC008xCC018","7","10","8036","3609","IgG1","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_7",0.0952285634388576
"CC008xCC018","7","10","8036","3609","TotalG","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_7",2.66369809603244
"CC008xCC018","7","10","8036","3609","IgM","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_7",0.248548417844892
"CC008xCC018","7","10","8036","3609","IgG3","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_7",1.22302663135632
"CC008xCC018","8","10","8036","3609","IgM","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_8",0.8018711566192
"CC008xCC018","8","10","8036","3609","IgG3","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_8",1.40225564282307
"CC008xCC018","8","10","8036","3609","TotalG","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_8",4.58098219013642
"CC008xCC018","8","10","8036","3609","IgG1","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_8",0.0997743209294183
"CC008xCC018","8","10","8036","3609","IgG2ac","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_8",3.73010324865515
"CC008xCC018","8","10","8036","3609","IgG2b","Influenza","HA","2016_02_22","Influenza","8_15viii","8036x3609_8",1.70186648013936
"CC009xCC040","1","10","5489","16557","IgG1","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_1",0.970946681661321
"CC009xCC040","1","10","5489","16557","IgM","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_1",1.59313192395
"CC009xCC040","1","10","5489","16557","IgG2b","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_1",5.87001705438269
"CC009xCC040","1","10","5489","16557","IgG3","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_1",3.06073808478645
"CC009xCC040","1","10","5489","16557","IgG3","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_1",2.63196998062148
"CC009xCC040","1","10","5489","16557","TotalG","Influenza","HA","2014_01_17","Influenza","12_13xii","5489x16557_1",5.4043058249665
"CC009xCC040","1","10","5489","16557","IgG1","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_1",1.28331251757186
"CC009xCC040","1","10","5489","16557","IgM","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_1",1.33745844314837
"CC009xCC040","1","10","5489","16557","IgG2ac","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_1",8.05609879618926
"CC009xCC040","1","10","5489","16557","IgG2b","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_1",5.52151394600047
"CC009xCC040","1","10","5489","16557","IgG2ac","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_1",8.02798751084505
"CC009xCC040","24","45","5489","16557","IgG3","Influenza","HA","2014_05_26","Influenza","12_13xii","5489x16557_24",1.64590980128953
"CC009xCC040","24","45","5489","16557","IgG1","Influenza","HA","2014_05_26","Influenza","12_13xii","5489x16557_24",5.25320008434492
"CC009xCC040","24","45","5489","16557","IgM","Influenza","HA","2014_05_26","Influenza","12_13xii","5489x16557_24",0.0285195463491129
"CC009xCC040","24","45","5489","16557","IgG2ac","Influenza","HA","2014_05_26","Influenza","12_13xii","5489x16557_24",10.774143657624
"CC009xCC040","24","45","5489","16557","TotalG","Influenza","HA","2014_05_26","Influenza","12_13xii","5489x16557_24",11.3663491183036
"CC009xCC040","24","45","5489","16557","IgG2b","Influenza","HA","2014_05_26","Influenza","12_13xii","5489x16557_24",7.43421629829787
"CC009xCC040","75","15","5489","16557","IgM","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_75",0.530234556189355
"CC009xCC040","75","15","5489","16557","IgG2b","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_75",6.71549173929702
"CC009xCC040","75","15","5489","16557","IgG2ac","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_75",7.84107658948581
"CC009xCC040","75","15","5489","16557","IgG3","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_75",1.88725541880912
"CC009xCC040","75","15","5489","16557","IgG1","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_75",3.51327474114429
"CC009xCC040","75","15","5489","16557","TotalG","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_75",8.33639355952357
"CC009xCC040","77","15","5489","16557","TotalG","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_77",8.51514500170771
"CC009xCC040","77","15","5489","16557","IgG2ac","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_77",7.94160924140565
"CC009xCC040","77","15","5489","16557","IgG1","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_77",2.69526541599763
"CC009xCC040","77","15","5489","16557","IgM","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_77",1.84484603773446
"CC009xCC040","77","15","5489","16557","IgG3","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_77",5.21441377791452
"CC009xCC040","77","15","5489","16557","IgG2b","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_77",6.44939045114134
"CC009xCC040","78","15","5489","16557","IgM","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_78",0.351757658948582
"CC009xCC040","78","15","5489","16557","IgG2b","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_78",5.56492976785352
"CC009xCC040","78","15","5489","16557","IgG3","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_78",2.76024164119656
"CC009xCC040","78","15","5489","16557","IgG1","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_78",2.55567723341267
"CC009xCC040","78","15","5489","16557","IgG2ac","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_78",7.63496219575941
"CC009xCC040","78","15","5489","16557","TotalG","Influenza","HA","2015_04_27","Influenza","3_14iii","5489x16557_78",7.85902749959908
"CC009xCC040","9","10","5489","16557","IgG1","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_9",0.935554410595387
"CC009xCC040","9","10","5489","16557","IgG2b","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_9",5.47270008434493
"CC009xCC040","9","10","5489","16557","IgM","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_9",1.37979829193141
"CC009xCC040","9","10","5489","16557","IgG2b","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_9",5.52010546098159
"CC009xCC040","9","10","5489","16557","IgM","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_9",0.0485293195236694
"CC009xCC040","9","10","5489","16557","IgG2ac","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_9",7.51435046238735
"CC009xCC040","9","10","5489","16557","TotalG","Influenza","HA","2014_01_17","Influenza","12_13xii","5489x16557_9",5.59081870652328
"CC009xCC040","9","10","5489","16557","IgG3","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_9",2.07645709906469
"CC009xCC040","9","10","5489","16557","IgG1","Influenza","HA","2014_04_22","Influenza","12_13xii","5489x16557_9",0.963354942666254
"CC009xCC040","9","10","5489","16557","IgG2ac","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_9",7.18208235822234
"CC009xCC040","9","10","5489","16557","IgG3","Influenza","HA","2014_04_15","Influenza","12_13xii","5489x16557_9",2.01208482237577
"CC010xCC015","108","15","8018","3154","IgG2ac","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_108",6.42827938981112
"CC010xCC015","108","15","8018","3154","IgG3","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_108",2.60715656699383
"CC010xCC015","108","15","8018","3154","TotalG","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_108",7.3134426494103
"CC010xCC015","108","15","8018","3154","IgG1","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_108",0.801511985500996
"CC010xCC015","108","15","8018","3154","IgM","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_108",0.845041753052556
"CC010xCC015","108","15","8018","3154","IgG2b","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_108",5.53423696471672
"CC010xCC015","109","15","8018","3154","IgG3","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_109",2.49451618613993
"CC010xCC015","109","15","8018","3154","IgG2ac","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_109",5.294295827778
"CC010xCC015","109","15","8018","3154","IgG2b","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_109",3.38577006466446
"CC010xCC015","109","15","8018","3154","IgM","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_109",1.11739092698226
"CC010xCC015","109","15","8018","3154","IgG1","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_109",0.845047969817
"CC010xCC015","109","15","8018","3154","TotalG","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_109",6.12537090479223
"CC010xCC015","12","45","8018","3154","IgM","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_12",0.0980750770142301
"CC010xCC015","12","45","8018","3154","IgG1","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_12",4.38450506888169
"CC010xCC015","12","45","8018","3154","IgG3","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_12",0.793766536067355
"CC010xCC015","12","45","8018","3154","TotalG","Influenza","HA","2014_01_17","Influenza","10_13x","8018x3154_12",8.09966143967459
"CC010xCC015","12","45","8018","3154","IgG2ac","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_12",8.19790333269812
"CC010xCC015","12","45","8018","3154","IgG2b","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_12",5.01069453962233
"CC010xCC015","17","45","8018","3154","IgG2b","Influenza","HA","2013_12_17","Influenza","10_13x","8018x3154_17",2.64112525915767
"CC010xCC015","17","45","8018","3154","IgG2ac","Influenza","HA","2013_12_17","Influenza","10_13x","8018x3154_17",3.70238647451636
"CC010xCC015","17","45","8018","3154","IgG3","Influenza","HA","2013_12_17","Influenza","10_13x","8018x3154_17",1.79104374136505
"CC010xCC015","17","45","8018","3154","IgG1","Influenza","HA","2013_12_17","Influenza","10_13x","8018x3154_17",1.21537426500142
"CC010xCC015","17","45","8018","3154","IgM","Influenza","HA","2013_12_17","Influenza","10_13x","8018x3154_17",0.137287202486196
"CC010xCC015","17","45","8018","3154","TotalG","Influenza","HA","2014_01_17","Influenza","10_13x","8018x3154_17",8.53156325990114
"CC010xCC015","18","45","8018","3154","IgG3","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_18",1.93224897803073
"CC010xCC015","18","45","8018","3154","IgM","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_18",0.183329851594535
"CC010xCC015","18","45","8018","3154","IgG2ac","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_18",9.31337667352878
"CC010xCC015","18","45","8018","3154","IgG1","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_18",6.78183158808006
"CC010xCC015","18","45","8018","3154","TotalG","Influenza","HA","2014_01_17","Influenza","10_13x","8018x3154_18",9.47296485611374
"CC010xCC015","18","45","8018","3154","IgG2b","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_18",5.83173696471673
"CC010xCC015","7","45","8018","3154","IgG1","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_7",6.84510613302343
"CC010xCC015","7","45","8018","3154","TotalG","Influenza","HA","2014_01_17","Influenza","10_13x","8018x3154_7",8.96211257380182
"CC010xCC015","7","45","8018","3154","IgG2ac","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_7",9.20254682193425
"CC010xCC015","7","45","8018","3154","IgG3","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_7",2.08251019338943
"CC010xCC015","7","45","8018","3154","IgM","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_7",0.347927807354046
"CC010xCC015","7","45","8018","3154","IgG2b","Influenza","HA","2013_12_19","Influenza","10_13x","8018x3154_7",4.61321741836761
"CC010xCC015","95","10","8018","3154","IgG2ac","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_95",3.81285536288113
"CC010xCC015","95","10","8018","3154","IgG3","Influenza","HA","2017_08_01","Influenza","4_14iv","8018x3154_95",0.530907588963094
"CC010xCC015","95","10","8018","3154","IgG2b","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_95",1.04512282281728
"CC010xCC015","95","10","8018","3154","IgG1","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_95",0.0187483338019162
"CC010xCC015","95","10","8018","3154","IgG3","Influenza","HA","2015_05_06","Influenza","4_14iv","8018x3154_95",1.17601486986927
"CC010xCC015","95","10","8018","3154","IgM","Influenza","HA","2017_08_01","Influenza","4_14iv","8018x3154_95",7.66855681912273
