"RIX","ID","RIX_ID","day","virus","cohort","isotype","antigen_virus","antigen","assay_date","halfmax","last_positive"
"CC016xCC038","93","8024x8049_93","10","Influenza","8_14viii","IgG3","Flu","HA","2016_08_01",1,4
"CC016xCC038","93","8024x8049_93","10","Influenza","8_14viii","IgM","Flu","HA","2016_08_01",2,5
"CC016xCC038","93","8024x8049_93","10","Influenza","8_14viii","TotalG","Flu","HA","2016_08_01",5,7
"CC016xCC061","38","8024x8048_38","15","Influenza","5_15v","IgG1","Flu","HA","2016_01_13",0,0
"CC016xCC061","38","8024x8048_38","15","Influenza","5_15v","IgG2ac","Flu","HA","2016_01_13",0,5
"CC016xCC061","38","8024x8048_38","15","Influenza","5_15v","IgG2b","Flu","HA","2016_01_13",0,3
"CC016xCC061","38","8024x8048_38","15","Influenza","5_15v","IgG3","Flu","HA","2016_01_13",0,3
"CC016xCC061","38","8024x8048_38","15","Influenza","5_15v","IgM","Flu","HA","2016_01_13",0,0
"CC016xCC061","38","8024x8048_38","15","Influenza","5_15v","TotalG","Flu","HA","2016_01_13",2,6
"CC016xCC061","44","8024x8048_44","15","Influenza","5_15v","IgG1","Flu","HA","2016_01_13",0,0
"CC016xCC061","44","8024x8048_44","15","Influenza","5_15v","IgG2ac","Flu","HA","2016_01_13",0,5
"CC016xCC061","44","8024x8048_44","15","Influenza","5_15v","IgG2b","Flu","HA","2016_01_13",0,3
"CC016xCC061","44","8024x8048_44","15","Influenza","5_15v","IgG3","Flu","HA","2016_01_13",0,2
"CC016xCC061","44","8024x8048_44","15","Influenza","5_15v","IgM","Flu","HA","2016_01_13",0,0
"CC016xCC061","44","8024x8048_44","15","Influenza","5_15v","TotalG","Flu","HA","2016_01_13",1,5
"CC016xCC061","60","8024x8048_60","45","Influenza","6_15vi","IgG1","Flu","HA","2016_01_13",0,0
"CC016xCC061","60","8024x8048_60","45","Influenza","6_15vi","IgG2ac","Flu","HA","2016_01_13",2,7
"CC016xCC061","60","8024x8048_60","45","Influenza","6_15vi","IgG2b","Flu","HA","2016_01_13",0,4
"CC016xCC061","60","8024x8048_60","45","Influenza","6_15vi","IgG3","Flu","HA","2016_01_13",0,1
"CC016xCC061","60","8024x8048_60","45","Influenza","6_15vi","IgM","Flu","HA","2016_01_13",0,1
"CC016xCC061","60","8024x8048_60","45","Influenza","6_15vi","TotalG","Flu","HA","2016_01_13",4,7
"CC016xCC061","61","8024x8048_61","45","Influenza","6_15vi","IgG1","Flu","HA","2016_01_13",0,5
"CC016xCC061","61","8024x8048_61","45","Influenza","6_15vi","IgG2ac","Flu","HA","2016_01_13",2,7
"CC016xCC061","61","8024x8048_61","45","Influenza","6_15vi","IgG2b","Flu","HA","2016_01_13",0,3
"CC016xCC061","61","8024x8048_61","45","Influenza","6_15vi","IgG3","Flu","HA","2016_01_13",0,3
"CC016xCC061","61","8024x8048_61","45","Influenza","6_15vi","IgM","Flu","HA","2016_01_13",0,0
"CC016xCC061","61","8024x8048_61","45","Influenza","6_15vi","TotalG","Flu","HA","2016_01_13",5,8
"CC016xCC061","62","8024x8048_62","10","Influenza","6_15vi","IgG1","Flu","HA","2016_01_13",0,0
"CC016xCC061","62","8024x8048_62","10","Influenza","6_15vi","IgG2ac","Flu","HA","2016_01_13",0,2
"CC016xCC061","62","8024x8048_62","10","Influenza","6_15vi","IgG2b","Flu","HA","2016_01_13",0,0
"CC016xCC061","62","8024x8048_62","10","Influenza","6_15vi","IgG3","Flu","HA","2016_01_13",0,1
"CC016xCC061","62","8024x8048_62","10","Influenza","6_15vi","IgM","Flu","HA","2016_01_13",0,2
"CC016xCC061","62","8024x8048_62","10","Influenza","6_15vi","TotalG","Flu","HA","2016_01_13",0,3
"CC016xCC061","63","8024x8048_63","10","Influenza","6_15vi","IgG1","Flu","HA","2016_01_13",0,0
"CC016xCC061","63","8024x8048_63","10","Influenza","6_15vi","IgG2ac","Flu","HA","2016_01_13",0,4
"CC016xCC061","63","8024x8048_63","10","Influenza","6_15vi","IgG2b","Flu","HA","2016_01_13",0,2
"CC016xCC061","63","8024x8048_63","10","Influenza","6_15vi","IgG3","Flu","HA","2016_01_13",0,2
"CC016xCC061","63","8024x8048_63","10","Influenza","6_15vi","IgM","Flu","HA","2016_01_13",0,1
"CC016xCC061","63","8024x8048_63","10","Influenza","6_15vi","TotalG","Flu","HA","2016_01_13",0,0
"CC016xCC061","66","8024x8048_66","45","Influenza","6_15vi","IgG1","Flu","HA","2015_12_28",0,6
"CC016xCC061","66","8024x8048_66","45","Influenza","6_15vi","IgG2ac","Flu","HA","2015_12_28",5,8
"CC016xCC061","66","8024x8048_66","45","Influenza","6_15vi","IgG2b","Flu","HA","2015_12_28",4,6
"CC016xCC061","66","8024x8048_66","45","Influenza","6_15vi","IgG3","Flu","HA","2015_12_28",0,5
"CC016xCC061","66","8024x8048_66","45","Influenza","6_15vi","IgM","Flu","HA","2015_12_28",0,0
"CC016xCC061","66","8024x8048_66","45","Influenza","6_15vi","TotalG","Flu","HA","2015_12_28",6,8
"CC016xCC061","70","8024x8048_70","10","Influenza","6_15vi","IgG1","Flu","HA","2016_01_13",0,0
"CC016xCC061","70","8024x8048_70","10","Influenza","6_15vi","IgG2ac","Flu","HA","2016_01_13",0,2
"CC016xCC061","70","8024x8048_70","10","Influenza","6_15vi","IgG2b","Flu","HA","2016_01_13",0,0
"CC016xCC061","70","8024x8048_70","10","Influenza","6_15vi","IgG3","Flu","HA","2016_01_13",0,0
"CC016xCC061","70","8024x8048_70","10","Influenza","6_15vi","IgM","Flu","HA","2016_01_13",0,0
"CC016xCC061","70","8024x8048_70","10","Influenza","6_15vi","TotalG","Flu","HA","2016_01_13",0,1
"CC017xCC004","121","3032x16188_121","10","Influenza","8_13viii","IgG1","Flu","HA","2014_04_22",0,3
"CC017xCC004","121","3032x16188_121","10","Influenza","8_13viii","IgG1","Flu","HA.1","2013_12_12",4,6
"CC017xCC004","121","3032x16188_121","10","Influenza","8_13viii","IgG2ac","Flu","HA","2014_04_22",4,7
"CC017xCC004","121","3032x16188_121","10","Influenza","8_13viii","IgG2b","Flu","HA","2014_04_22",3,6
"CC017xCC004","121","3032x16188_121","10","Influenza","8_13viii","IgG3","Flu","HA","2014_04_22",3,5
"CC017xCC004","121","3032x16188_121","10","Influenza","8_13viii","IgM","Flu","HA","2014_04_22",1,5
"CC017xCC004","147","3032x16188_147","10","Influenza","8_13viii","IgG1","Flu","HA","2013_12_12",4,7
"CC017xCC004","147","3032x16188_147","10","Influenza","8_13viii","IgG1","Flu","HA.1","2013_12_05",4,7
"CC017xCC004","147","3032x16188_147","10","Influenza","8_13viii","IgG2ac","Flu","HA","2013_12_05",4,6
"CC017xCC004","147","3032x16188_147","10","Influenza","8_13viii","IgG2b","Flu","HA","2013_12_05",2,5
"CC017xCC004","147","3032x16188_147","10","Influenza","8_13viii","IgG3","Flu","HA","2013_12_05",3,5
"CC017xCC004","147","3032x16188_147","10","Influenza","8_13viii","IgM","Flu","HA","2013_12_05",2,5
"CC017xCC004","39","3032x16188_39","45","Influenza","7_13vii","IgG1","Flu","HA","2013_12_19",3,6
"CC017xCC004","39","3032x16188_39","45","Influenza","7_13vii","IgG1","Flu","HA.1","2013_12_12",6,8
"CC017xCC004","39","3032x16188_39","45","Influenza","7_13vii","IgG2ac","Flu","HA","2013_12_19",6,8
"CC017xCC004","39","3032x16188_39","45","Influenza","7_13vii","IgG2b","Flu","HA","2013_12_19",4,6
"CC017xCC004","39","3032x16188_39","45","Influenza","7_13vii","IgG3","Flu","HA","2013_12_19",2,5
"CC017xCC004","39","3032x16188_39","45","Influenza","7_13vii","IgM","Flu","HA","2013_12_19",0,0
"CC017xCC004","42","3032x16188_42","45","Influenza","7_13vii","IgG1","Flu","HA","2013_12_19",3,6
"CC017xCC004","42","3032x16188_42","45","Influenza","7_13vii","IgG1","Flu","HA.1","2013_12_12",7,8
"CC017xCC004","42","3032x16188_42","45","Influenza","7_13vii","IgG2ac","Flu","HA","2013_12_19",7,8
"CC017xCC004","42","3032x16188_42","45","Influenza","7_13vii","IgG2b","Flu","HA","2013_12_19",4,6
"CC017xCC004","42","3032x16188_42","45","Influenza","7_13vii","IgG3","Flu","HA","2013_12_19",0,4
"CC017xCC004","42","3032x16188_42","45","Influenza","7_13vii","IgM","Flu","HA","2013_12_19",0,0
"CC017xCC004","43","3032x16188_43","45","Influenza","7_13vii","IgG1","Flu","HA","2013_12_12",6,8
"CC017xCC004","43","3032x16188_43","45","Influenza","7_13vii","IgG1","Flu","HA.1","2013_12_03",3,6
"CC017xCC004","43","3032x16188_43","45","Influenza","7_13vii","IgG2ac","Flu","HA","2013_12_03",6,8
"CC017xCC004","43","3032x16188_43","45","Influenza","7_13vii","IgG2b","Flu","HA","2013_12_03",5,7
"CC017xCC004","43","3032x16188_43","45","Influenza","7_13vii","IgG3","Flu","HA","2013_12_03",3,5
"CC017xCC004","43","3032x16188_43","45","Influenza","7_13vii","IgM","Flu","HA","2013_12_03",0,0
"CC017xCC004","43","3032x16188_43","45","Influenza","7_13vii","TotalG","Flu","HA","2013_12_03",7,8
"CC017xCC004","51","3032x16188_51","15","Influenza","7_13vii","IgG1","Flu","HA","2013_12_03",2,5
"CC017xCC004","51","3032x16188_51","15","Influenza","7_13vii","IgG2b","Flu","HA","2013_12_03",2,5
"CC017xCC004","51","3032x16188_51","15","Influenza","7_13vii","IgG3","Flu","HA","2013_12_03",1,4
"CC017xCC004","51","3032x16188_51","15","Influenza","7_13vii","IgM","Flu","HA","2013_12_03",0,2
"CC017xCC004","54","3032x16188_54","7","Influenza","7_13vii","IgG1","Flu","HA","2014_04_22",0,0
"CC017xCC004","54","3032x16188_54","7","Influenza","7_13vii","IgG1","Flu","HA.1","2013_12_12",0,3
"CC017xCC004","54","3032x16188_54","7","Influenza","7_13vii","IgG2ac","Flu","HA","2014_04_22",0,2
"CC017xCC004","54","3032x16188_54","7","Influenza","7_13vii","IgG2b","Flu","HA","2014_04_22",0,1
"CC017xCC004","54","3032x16188_54","7","Influenza","7_13vii","IgG3","Flu","HA","2014_04_22",0,2
"CC017xCC004","54","3032x16188_54","7","Influenza","7_13vii","IgM","Flu","HA","2014_04_22",0,2
"CC017xCC004","9","3032x16188_9","7","Influenza","7_13vii","IgG1","Flu","HA","2014_04_22",0,0
"CC017xCC004","9","3032x16188_9","7","Influenza","7_13vii","IgG1","Flu","HA.1","2013_12_12",0,3
"CC017xCC004","9","3032x16188_9","7","Influenza","7_13vii","IgG2ac","Flu","HA","2014_04_22",0,3
"CC017xCC004","9","3032x16188_9","7","Influenza","7_13vii","IgG2b","Flu","HA","2014_04_22",0,1
"CC017xCC004","9","3032x16188_9","7","Influenza","7_13vii","IgG3","Flu","HA","2014_04_22",0,3
"CC017xCC004","9","3032x16188_9","7","Influenza","7_13vii","IgM","Flu","HA","2014_04_22",0,3
"CC017xCC041","12","3032x16441_12","7","Influenza","10_13x","TotalG","Flu","HA","2014_01_17",0,1
"CC017xCC041","13","3032x16441_13","7","Influenza","10_13x","TotalG","Flu","HA","2014_01_17",1,3
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgG1","Flu","HA","2014_04_22",0,0
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgG1","Flu","HA.1","2014_04_15",0,0
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgG2ac","Flu","HA","2014_04_22",0,1
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgG2ac","Flu","HA.1","2014_04_15",0,1
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgG2b","Flu","HA","2014_04_22",0,0
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgG2b","Flu","HA.1","2014_04_15",0,0
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgG3","Flu","HA","2014_04_22",0,0
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgG3","Flu","HA.1","2014_04_15",0,0
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgM","Flu","HA","2014_04_22",0,1
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","IgM","Flu","HA.1","2014_04_15",0,2
"CC017xCC041","14","3032x16441_14","7","Influenza","10_13x","TotalG","Flu","HA","2014_01_17",0,0
"CC017xCC041","20","3032x16441_20","45","Influenza","10_13x","IgG1","Flu","HA","2013_12_03",5,7
"CC017xCC041","20","3032x16441_20","45","Influenza","10_13x","IgG2b","Flu","HA","2013_12_03",5,8
"CC017xCC041","20","3032x16441_20","45","Influenza","10_13x","IgG3","Flu","HA","2013_12_03",0,4
"CC017xCC041","20","3032x16441_20","45","Influenza","10_13x","IgM","Flu","HA","2013_12_03",0,2
"CC017xCC041","20","3032x16441_20","45","Influenza","10_13x","TotalG","Flu","HA","2014_01_17",6,8
"CC017xCC041","21","3032x16441_21","45","Influenza","10_13x","IgG1","Flu","HA","2013_12_05",5,8
"CC017xCC041","21","3032x16441_21","45","Influenza","10_13x","IgG2ac","Flu","HA","2013_12_05",6,8
"CC017xCC041","21","3032x16441_21","45","Influenza","10_13x","IgG2b","Flu","HA","2013_12_05",6,8
"CC017xCC041","21","3032x16441_21","45","Influenza","10_13x","IgG3","Flu","HA","2013_12_05",3,6
"CC017xCC041","21","3032x16441_21","45","Influenza","10_13x","IgM","Flu","HA","2013_12_05",0,0
"CC017xCC041","3","3032x16441_3","45","Influenza","10_13x","IgG1","Flu","HA","2013_12_05",5,8
"CC017xCC041","3","3032x16441_3","45","Influenza","10_13x","IgG2ac","Flu","HA","2013_12_05",6,8
"CC017xCC041","3","3032x16441_3","45","Influenza","10_13x","IgG2b","Flu","HA","2013_12_05",6,8
"CC017xCC041","3","3032x16441_3","45","Influenza","10_13x","IgG3","Flu","HA","2013_12_05",3,6
"CC017xCC041","3","3032x16441_3","45","Influenza","10_13x","IgM","Flu","HA","2013_12_05",0,3
"CC017xCC041","3","3032x16441_3","45","Influenza","10_13x","TotalG","Flu","HA","2014_01_17",6,8
"CC017xCC041","47","3032x16441_47","10","Influenza","11_13xi","IgG1","Flu","HA","2013_12_12",3,5
"CC017xCC041","52","3032x16441_52","15","Influenza","11_13xi","TotalG","Flu","HA","2014_01_17",3,6
"CC017xCC041","53","3032x16441_53","15","Influenza","11_13xi","IgG1","Flu","HA","2014_04_22",0,4
"CC017xCC041","53","3032x16441_53","15","Influenza","11_13xi","IgG2ac","Flu","HA","2014_04_22",4,7
"CC017xCC041","53","3032x16441_53","15","Influenza","11_13xi","IgG2b","Flu","HA","2014_04_22",3,5
"CC017xCC041","53","3032x16441_53","15","Influenza","11_13xi","IgG3","Flu","HA","2014_04_22",2,5
"CC017xCC041","53","3032x16441_53","15","Influenza","11_13xi","IgM","Flu","HA","2014_04_22",0,2
"CC017xCC041","53","3032x16441_53","15","Influenza","11_13xi","TotalG","Flu","HA","2014_01_17",4,6
"CC017xCC041","56","3032x16441_56","10","Influenza","11_13xi","IgG1","Flu","HA","2013_12_19",0,0
"CC017xCC041","56","3032x16441_56","10","Influenza","11_13xi","IgG1","Flu","HA.1","2013_12_12",2,4
"CC017xCC041","56","3032x16441_56","10","Influenza","11_13xi","IgG2ac","Flu","HA","2013_12_19",1,4
"CC017xCC041","56","3032x16441_56","10","Influenza","11_13xi","IgG2b","Flu","HA","2013_12_19",0,2
"CC017xCC041","56","3032x16441_56","10","Influenza","11_13xi","IgG3","Flu","HA","2013_12_19",0,1
"CC017xCC041","56","3032x16441_56","10","Influenza","11_13xi","IgM","Flu","HA","2013_12_19",0,3
"CC017xCC041","57","3032x16441_57","10","Influenza","11_13xi","IgG1","Flu","HA","2013_12_19",0,1
"CC017xCC041","57","3032x16441_57","10","Influenza","11_13xi","IgG1","Flu","HA.1","2013_12_12",2,5
"CC017xCC041","57","3032x16441_57","10","Influenza","11_13xi","IgG2ac","Flu","HA","2013_12_19",1,4
"CC017xCC041","57","3032x16441_57","10","Influenza","11_13xi","IgG2b","Flu","HA","2013_12_19",0,2
"CC017xCC041","57","3032x16441_57","10","Influenza","11_13xi","IgG3","Flu","HA","2013_12_19",0,1
"CC017xCC041","57","3032x16441_57","10","Influenza","11_13xi","IgM","Flu","HA","2013_12_19",0,1
"CC018xCC009","202","3609x5489_202","15","Influenza","4_14iv","IgG1","Flu","HA","2015_05_06",1,6
"CC018xCC009","202","3609x5489_202","15","Influenza","4_14iv","IgG2ac","Flu","HA","2015_05_06",6,8
"CC018xCC009","202","3609x5489_202","15","Influenza","4_14iv","IgG2b","Flu","HA","2015_05_06",5,8
"CC018xCC009","202","3609x5489_202","15","Influenza","4_14iv","IgG3","Flu","HA","2015_05_06",5,8
"CC018xCC009","202","3609x5489_202","15","Influenza","4_14iv","IgM","Flu","HA","2015_05_06",0,3
"CC018xCC009","202","3609x5489_202","15","Influenza","4_14iv","TotalG","Flu","HA","2015_05_06",7,8
"CC018xCC009","206","3609x5489_206","15","Influenza","4_14iv","IgG1","Flu","HA","2015_05_06",1,6
"CC018xCC009","206","3609x5489_206","15","Influenza","4_14iv","IgG2ac","Flu","HA","2015_05_06",6,8
"CC018xCC009","206","3609x5489_206","15","Influenza","4_14iv","IgG2b","Flu","HA","2015_05_06",4,7
"CC018xCC009","206","3609x5489_206","15","Influenza","4_14iv","IgG3","Flu","HA","2015_05_06",4,7
"CC018xCC009","206","3609x5489_206","15","Influenza","4_14iv","IgM","Flu","HA","2015_05_06",0,4
"CC018xCC009","206","3609x5489_206","15","Influenza","4_14iv","TotalG","Flu","HA","2015_05_06",6,8
"CC018xCC009","207","3609x5489_207","15","Influenza","4_14iv","IgG1","Flu","HA","2015_05_06",2,5
"CC018xCC009","207","3609x5489_207","15","Influenza","4_14iv","IgG2ac","Flu","HA","2015_05_06",6,8
"CC018xCC009","207","3609x5489_207","15","Influenza","4_14iv","IgG2b","Flu","HA","2015_05_06",4,7
"CC018xCC009","207","3609x5489_207","15","Influenza","4_14iv","IgG3","Flu","HA","2015_05_06",4,7
"CC018xCC009","207","3609x5489_207","15","Influenza","4_14iv","IgM","Flu","HA","2015_05_06",0,3
"CC018xCC009","207","3609x5489_207","15","Influenza","4_14iv","TotalG","Flu","HA","2015_05_06",7,8
"CC018xCC009","36","3609x5489_36","45","Influenza","12_13xii","IgG1","Flu","HA","2014_05_26",3,6
"CC018xCC009","36","3609x5489_36","45","Influenza","12_13xii","IgG2ac","Flu","HA","2014_05_26",7,8
"CC018xCC009","36","3609x5489_36","45","Influenza","12_13xii","IgG2b","Flu","HA","2014_05_26",5,8
"CC018xCC009","36","3609x5489_36","45","Influenza","12_13xii","IgG3","Flu","HA","2014_05_26",0,6
"CC018xCC009","36","3609x5489_36","45","Influenza","12_13xii","IgM","Flu","HA","2014_05_26",0,0
"CC018xCC009","36","3609x5489_36","45","Influenza","12_13xii","TotalG","Flu","HA","2014_05_26",0,1
"CC018xCC009","39","3609x5489_39","45","Influenza","12_13xii","IgG1","Flu","HA","2014_05_26",0,4
"CC018xCC009","39","3609x5489_39","45","Influenza","12_13xii","IgG2ac","Flu","HA","2014_05_26",6,8
"CC018xCC009","39","3609x5489_39","45","Influenza","12_13xii","IgG2b","Flu","HA","2014_05_26",4,7
"CC018xCC009","39","3609x5489_39","45","Influenza","12_13xii","IgG3","Flu","HA","2014_05_26",0,4
"CC018xCC009","39","3609x5489_39","45","Influenza","12_13xii","IgM","Flu","HA","2014_05_26",0,0
"CC018xCC009","39","3609x5489_39","45","Influenza","12_13xii","TotalG","Flu","HA","2014_05_26",6,8
"CC018xCC009","41","3609x5489_41","7","Influenza","12_13xii","IgG1","Flu","HA","2014_01_13",3,6
"CC018xCC009","41","3609x5489_41","7","Influenza","12_13xii","IgG2ac","Flu","HA","2014_01_13",0,2
"CC018xCC009","41","3609x5489_41","7","Influenza","12_13xii","IgG2b","Flu","HA","2014_01_13",0,2
"CC018xCC009","41","3609x5489_41","7","Influenza","12_13xii","IgG3","Flu","HA","2014_01_13",0,1
"CC018xCC009","41","3609x5489_41","7","Influenza","12_13xii","IgM","Flu","HA","2014_01_13",0,1
"CC018xCC009","41","3609x5489_41","7","Influenza","12_13xii","TotalG","Flu","HA","2014_01_17",0,3
"CC018xCC009","42","3609x5489_42","7","Influenza","12_13xii","IgG1","Flu","HA","2014_01_13",0,1
"CC018xCC009","42","3609x5489_42","7","Influenza","12_13xii","IgG2ac","Flu","HA","2014_01_13",0,3
"CC018xCC009","42","3609x5489_42","7","Influenza","12_13xii","IgG2b","Flu","HA","2014_01_13",0,1
"CC018xCC009","42","3609x5489_42","7","Influenza","12_13xii","IgG3","Flu","HA","2014_01_13",0,1
"CC018xCC009","42","3609x5489_42","7","Influenza","12_13xii","IgM","Flu","HA","2014_01_13",0,1
"CC018xCC009","42","3609x5489_42","7","Influenza","12_13xii","TotalG","Flu","HA","2014_01_17",0,2
"CC018xCC009","43","3609x5489_43","7","Influenza","12_13xii","IgG1","Flu","HA","2014_01_13",4,7
"CC018xCC009","43","3609x5489_43","7","Influenza","12_13xii","IgG2ac","Flu","HA","2014_01_13",0,2
"CC018xCC009","43","3609x5489_43","7","Influenza","12_13xii","IgG2b","Flu","HA","2014_01_13",0,2
"CC018xCC009","43","3609x5489_43","7","Influenza","12_13xii","IgG3","Flu","HA","2014_01_13",0,0
"CC018xCC009","43","3609x5489_43","7","Influenza","12_13xii","IgM","Flu","HA","2014_01_13",0,0
"CC018xCC009","43","3609x5489_43","7","Influenza","12_13xii","TotalG","Flu","HA","2014_01_17",0,2
"CC018xCC009","44","3609x5489_44","45","Influenza","12_13xii","IgG1","Flu","HA","2014_05_26",3,6
"CC018xCC009","44","3609x5489_44","45","Influenza","12_13xii","IgG2ac","Flu","HA","2014_05_26",7,8
"CC018xCC009","44","3609x5489_44","45","Influenza","12_13xii","IgG2b","Flu","HA","2014_05_26",5,8
"CC018xCC009","44","3609x5489_44","45","Influenza","12_13xii","IgG3","Flu","HA","2014_05_26",0,5
"CC018xCC009","44","3609x5489_44","45","Influenza","12_13xii","IgM","Flu","HA","2014_05_26",0,0
"CC018xCC009","44","3609x5489_44","45","Influenza","12_13xii","TotalG","Flu","HA","2014_05_26",8,8
"CC018xCC009","5","3609x5489_5","45","Influenza","12_13xii","IgG1","Flu","HA","2014_05_26",3,6
"CC018xCC009","5","3609x5489_5","45","Influenza","12_13xii","IgG2ac","Flu","HA","2014_05_26",6,8
"CC018xCC009","5","3609x5489_5","45","Influenza","12_13xii","IgG2b","Flu","HA","2014_05_26",5,8
"CC018xCC009","5","3609x5489_5","45","Influenza","12_13xii","IgG3","Flu","HA","2014_05_26",4,6
"CC018xCC009","5","3609x5489_5","45","Influenza","12_13xii","IgM","Flu","HA","2014_05_26",0,2
"CC018xCC009","5","3609x5489_5","45","Influenza","12_13xii","TotalG","Flu","HA","2014_05_26",0,0
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgG1","Flu","HA","2014_04_22",2,4
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgG1","Flu","HA.1","2014_04_15",0,4
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgG2ac","Flu","HA","2014_04_22",4,6
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgG2ac","Flu","HA.1","2014_04_15",4,7
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgG2b","Flu","HA","2014_04_22",2,5
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgG2b","Flu","HA.1","2014_04_15",3,5
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgG3","Flu","HA","2014_04_22",0,2
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgG3","Flu","HA.1","2014_04_15",0,3
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgM","Flu","HA","2014_04_22",0,2
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","IgM","Flu","HA.1","2014_04_15",0,4
"CC018xCC009","6","3609x5489_6","10","Influenza","12_13xii","TotalG","Flu","HA","2014_01_17",3,6
"CC018xCC009","64","3609x5489_64","45","Influenza","12_13xii","IgG1","Flu","HA","2014_05_26",4,7
"CC018xCC009","64","3609x5489_64","45","Influenza","12_13xii","IgG2ac","Flu","HA","2014_05_26",7,8
"CC018xCC009","64","3609x5489_64","45","Influenza","12_13xii","IgG2b","Flu","HA","2014_05_26",5,8
"CC018xCC009","64","3609x5489_64","45","Influenza","12_13xii","IgG3","Flu","HA","2014_05_26",2,6
"CC018xCC009","64","3609x5489_64","45","Influenza","12_13xii","IgM","Flu","HA","2014_05_26",0,0
"CC018xCC009","64","3609x5489_64","45","Influenza","12_13xii","TotalG","Flu","HA","2014_05_26",6,8
"CC018xCC009","65","3609x5489_65","45","Influenza","12_13xii","IgG1","Flu","HA","2014_05_26",4,7
"CC018xCC009","65","3609x5489_65","45","Influenza","12_13xii","IgG2ac","Flu","HA","2014_05_26",7,8
"CC018xCC009","65","3609x5489_65","45","Influenza","12_13xii","IgG2b","Flu","HA","2014_05_26",5,8
"CC018xCC009","65","3609x5489_65","45","Influenza","12_13xii","IgG3","Flu","HA","2014_05_26",0,6
"CC018xCC009","65","3609x5489_65","45","Influenza","12_13xii","IgM","Flu","HA","2014_05_26",0,0
"CC018xCC009","65","3609x5489_65","45","Influenza","12_13xii","TotalG","Flu","HA","2014_05_26",7,8
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgG1","Flu","HA","2014_04_22",0,3
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgG1","Flu","HA.1","2014_04_15",0,3
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgG2ac","Flu","HA","2014_04_22",4,6
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgG2ac","Flu","HA.1","2014_04_15",4,6
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgG2b","Flu","HA","2014_04_22",2,5
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgG2b","Flu","HA.1","2014_04_15",2,5
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgG3","Flu","HA","2014_04_22",0,3
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgG3","Flu","HA.1","2014_04_15",0,3
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgM","Flu","HA","2014_04_22",0,3
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","IgM","Flu","HA.1","2014_04_15",0,4
"CC018xCC009","7","3609x5489_7","10","Influenza","12_13xii","TotalG","Flu","HA","2014_01_17",3,6
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgG1","Flu","HA","2014_04_22",3,5
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgG1","Flu","HA.1","2014_04_15",3,6
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgG2ac","Flu","HA","2014_04_22",4,7
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgG2ac","Flu","HA.1","2014_04_15",4,7
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgG2b","Flu","HA","2014_04_22",3,6
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgG2b","Flu","HA.1","2014_04_15",4,6
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgG3","Flu","HA","2014_04_22",0,4
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgG3","Flu","HA.1","2014_04_15",0,4
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgM","Flu","HA","2014_04_22",0,5
"CC018xCC009","8","3609x5489_8","10","Influenza","12_13xii","IgM","Flu","HA.1","2014_04_15",1,5
