"RIX","dam","sire","ID","day","virus","antigen_virus","antigen","cohort","assay_date","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"X13067x16912",13067,16912,162,10,"Influenza","Influenza","HA","1_14i","2014_05_06",-2.48490844190117,1.23679959127365,1.11632447872242,0.513887238727044,-0.955236293712848,3.6987818261515
"X13067x16912",13067,16912,163,10,"Influenza","Influenza","HA","1_14i","2014_05_06",-3.67048897307433,1.95704378764985,1.46284342755684,-1.4504275950769,-1.84062266868726,4.86492887179774
"X13067x16912",13067,16912,164,10,"Influenza","Influenza","HA","1_14i","2014_05_06",-3.81626868905996,1.37502310775922,0.812366646804935,-0.442945938759147,-1.90370166376768,2.67318053799582
"X13140x16680",13140,16680,42,10,"Influenza","Influenza","HA","7_14vii","2014_09_17",-2.24771458635425,1.28658767330175,1.00694886147187,-0.967611514051057,-0.96334638176161,2.57398641858836
"X13140x16680",13140,16680,43,10,"Influenza","Influenza","HA","7_14vii","2014_09_17",-1.78849206019569,1.57228225608225,1.08107369339416,-2.23480606338523,-2.01272582071022,3.19596953259359
"X13140x16680",13140,16680,47,10,"Influenza","Influenza","HA","7_14vii","2014_09_17",-4.42858473556164,1.96813886622243,0.9755064457136,-2.09170120728962,-1.60245437314518,4.07313923297116
"X13140x3015",13140,3015,163,10,"Influenza","Influenza","HA","3_13iii","2013_11_26",1.57722967427233,1.84098985046335,NA,-1.46811654700761,-0.790445136856142,5.28864878213176
"X13140x3015",13140,3015,179,10,"Influenza","Influenza","HA","3_13iii","2013_12_17",-2.15186036529828,1.24022369058782,0.841282674776351,-1.65517723231319,-0.0972039459823003,NA
"X13140x3015",13140,3015,180,10,"Influenza","Influenza","HA","3_13iii","2013_11_26",-0.00590547346082979,1.61712771001086,NA,-0.943993821967185,-0.566960462135312,3.88738090198074
"X13421x16034",13421,16034,17,10,"Influenza","Influenza","HA","5_15v","2016_02_22",-3.27266822302871,1.31652508855714,1.19831724175401,-1.79472701548237,-0.264227053999756,2.46072453118783
"X13421x16034",13421,16034,7,10,"Influenza","Influenza","HA","5_15v","2016_02_22",0.311942356423789,1.24683650104681,1.71584178228347,-0.803161402720042,-1.40064744958273,4.06224362950905
"X13421x3260",13421,3260,63,10,"Influenza","Influenza","HA","3_16iii","2016_10_10",-1.22648101493392,1.64540222258111,1.14692574859287,-1.52426743109004,0.267587743791626,4.02868809884394
"X13421x3260",13421,3260,63,10,"Influenza","Influenza","HA","3_16iii","2016_11_25",-1.42524118950784,1.6566608172039,1.00296527598275,-1.23383911288196,0.252670249865531,3.96988090198074
