"RIX","dam","sire","ID","day","virus","antigen_virus","antigen","cohort","assay_date","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"X477x16912",477,16912,108,15,"Influenza","Influenza","HA","7_14vii","2017_02_15",0.55533317154683,1.54488602648847,0.680363493577051,0.531294525570825,-2.03031720646772,1.73708837878588
"X477x16912",477,16912,93,15,"Influenza","Influenza","HA","7_14vii","2017_02_15",0.649700230328108,2.69161257380182,0.836147336996531,0.581335068687052,-2.13956796772099,3.30552083480675
"X5035x16785",5035,16785,85,15,"Influenza","Influenza","HA","4_15iv","2017_02_15",2.53591600979537,3.08943732870163,1.29355774016434,1.08156936864027,-1.75159817784631,6.44830137250061
"X5035x16785",5035,16785,92,15,"Influenza","Influenza","HA","4_15iv","2017_07_19",1.80307161930389,5.70330204454245,1.46568242781843,1.20483116922556,1.3903469894908,6.38063212015092
"X5035x16785",5035,16785,98,15,"Influenza","Influenza","HA","4_15iv","2017_07_19",0.623467463019583,4.47170075638677,1.14032327022458,0.763374448707747,0.83312638114719,4.99414522572166
"X5080x8024",5080,8024,35,15,"Influenza","Influenza","HA","4_14iv","2015_05_06",1.20953379313973,5.57190688910823,1.78223044685378,1.51287293396334,-0.97736835804242,6.62694931420262
"X5080x8024",5080,8024,36,15,"Influenza","Influenza","HA","4_14iv","2015_05_06",1.25416356160448,7.03926295184422,1.37891479826183,2.505592758549,-1.04460823311107,7.94348174210852
"X5080x8024",5080,8024,38,15,"Influenza","Influenza","HA","4_14iv","2015_05_06",1.06798104201578,6.07227938981112,1.88433138296446,2.23326785194222,-0.792860520804142,7.16966166368854
"X5119x8018",5119,8018,124,15,"Influenza","Influenza","HA","1_14i","2014_05_26",1.48070725649484,6.8756509944582,2.06887399932211,1.96003323949477,-1.57989637446834,8.28820319272713
"X5119x8018",5119,8018,125,15,"Influenza","Influenza","HA","1_14i","2014_05_26",1.39903818428663,4.68063144810909,1.84001210693838,1.76569202537727,-1.66512839724886,6.62538955508557
"X5119x8018",5119,8018,126,15,"Influenza","Influenza","HA","1_14i","2014_05_26",1.39169937968916,4.14706348391509,1.78467548655135,0.688312011280956,-2.93549555683785,6.25956281187325
"X5346x16768",5346,16768,101,15,"Influenza","Influenza","HA","10_14x","2015_11_16",1.03928743394279,2.90667832566937,1.76426821695381,0.677725990037168,-1.85105403211392,4.82836779641001
"X5346x16768",5346,16768,89,15,"Influenza","Influenza","HA","10_14x","2015_11_16",0.842645020261396,4.88610635703737,1.7414455398257,0.851857788308331,-1.30041832444491,5.72284180928251
"X5346x16768",5346,16768,95,15,"Influenza","Influenza","HA","10_14x","2015_11_16",1.54816122048454,4.7193906751553,1.91568137864577,0.765159680323432,-1.50687753292582,6.09571741836761
"X5358x8046",5358,8046,101,15,"Influenza","Influenza","HA","8_15viii","2017_07_10",1.88467455548044,5.05786090760372,1.10196110925405,0.859925836787613,0.411593031663694,6.161347802033
